CMTE_ID,CMTE_NM,TTL_DISBURSEMENTS,TOTAL_TRANS_AMT,TRANSACTION_COUNT,AVG_TRANSACTION_SIZE,EFFICIENCY_CLASS,PTY_GROUP
C00322958,MONTANA SHOOTING SPORTS ASSN POLITICAL COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00381517,DEMOCRATIC ADVANCEMENT PAC,,0.0,0.0,0.0,INEFFICIENT,
C00389858,FAIR AND BALANCED PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00405878,AMERICANS FOR LEGAL IMMIGRATION PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00419242,TEXAS RIGHT TO LIFE POLITICAL ACTION C,0.0,0.0,0.0,0.0,INEFFICIENT,
C00427344,DRAFT GORE,,0.0,0.0,0.0,INEFFICIENT,
C00430876,WORKING FOR US POLITICAL ACTION COMMITTEE INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00435818,YOUNG VOTERS,,0.0,0.0,0.0,INEFFICIENT,
C00447235,ASIAN PACIFIC AMERICANS FOR PROGRESS PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00452847,SCHLEP LABS,0.0,500000.0,2.0,250000.0,EFFICIENT,NON_PARTISAN
C00455923,FEDUP POLITICAL ACTION COMMITTEE AKA FEDUP PAC,0.0,82095.0,32.0,2565.46875,MODERATE,REP
C00469890,PATRIOT MAJORITY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00473918,WOMEN VOTE,26409657.61,41528229.0,165.0,251686.23636363636,EFFICIENT,BIPARTISAN
C00479824,KEEP LIVINGSTON GREAT,11822.88,11806.0,37.0,319.0810810810811,INEFFICIENT,REP
C00483693,SIERRA CLUB INDEPENDENT ACTION,41336.14,43825.0,252.0,173.90873015873015,INEFFICIENT,DEM
C00483883,RETIRED AMERICANS PAC,4187460.44,4987456.0,26.0,191825.23076923078,EFFICIENT,BIPARTISAN
C00484253,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION WORKING FAMILIES ADVOCACY PROJECT,0.0,3891500.0,28.0,138982.14285714287,EFFICIENT,NON_PARTISAN
C00484642,SMP,0.0,386542977.0,179.0,2159457.972067039,EFFICIENT,NON_PARTISAN
C00485102,WOLF PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00485854,LOUISIANA TRUTH PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00486845,LCV VICTORY FUND,46685018.06,80136108.0,946.0,84710.47357293869,EFFICIENT,BIPARTISAN
C00487363,AMERICAN CROSSROADS,60267523.21,61567472.0,158.0,389667.5443037975,EFFICIENT,DEM
C00487470,CLUB FOR GROWTH ACTION,18476694.08,77693925.0,476.0,163222.53151260506,EFFICIENT,BIPARTISAN
C00487827,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,2816.41,2811.0,11.0,255.54545454545453,INEFFICIENT,DEM
C00488338,ADPAC INDEPENDENT EXPENDITURES COMMITTEE,97417.12,278607.0,24.0,11608.625,EFFICIENT,REP
C00488403,TEXAS PATRIOTS PAC,650.28,15846.0,13.0,1218.923076923077,MODERATE,REP
C00488429,CITIZENS FOR STRENGTH AND SECURITY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00488437,CONCERNED TAXPAYERS OF AMERICA,,0.0,0.0,0.0,INEFFICIENT,
C00488486,COMMUNICATIONS WORKERS OF AMERICA - WORKING VOICES,436168.95,11571187.0,70.0,165302.67142857143,EFFICIENT,DEM
C00488494,NEW PROSPERITY FOUNDATION; THE,8000.0,8000.0,1.0,8000.0,MODERATE,DEM
C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,11750451.66,18400449.0,74.0,248654.7162162162,EFFICIENT,BIPARTISAN
C00488783,SPEECHNOW.ORG,0.0,0.0,0.0,0.0,INEFFICIENT,
C00489203,UNITED MINE WORKERS OF AMERICA POWER PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00489252,NEW POWER PAC,614.89,611.0,7.0,87.28571428571429,INEFFICIENT,DEM
C00489617,CAMPAIGN FOR AMERICAN VALUES PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00489625,FAITH FAMILY FREEDOM FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00489641,ACCOUNTABILITY 2010,0.0,0.0,0.0,0.0,INEFFICIENT,
C00490136,THE LINCOLN CLUB OF ORANGE COUNTY FEDERAL IE COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00490193,WORKING FAMILIES FOR HAWAII,0.0,0.0,0.0,0.0,INEFFICIENT,
C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,9510616.89,11245461.0,233.0,48263.78111587983,EFFICIENT,DEM
C00490649,U.S. ISRAEL FRIENDSHIP PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00490730,RGA RIGHT DIRECTION PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00490847,WORKING FOR WORKING AMERICANS - FEDERAL,0.0,35018333.0,25.0,1400733.32,EFFICIENT,NON_PARTISAN
C00492116,COOPERATIVE OF AMERICAN PHYSICIANS INDEPENDENT EXPENDITURE COMMITTEE,150244.1,150243.0,8.0,18780.375,EFFICIENT,DEM
C00492215,CHRISTINEPAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00494997,DOWNTOWN FOR DEMOCRACY,0.0,0.0,0.0,0.0,INEFFICIENT,
C00495259,"IMMIGRATION911,  LLC",,0.0,0.0,0.0,INEFFICIENT,
C00496349,REPUBLICAN SUPER PAC INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00498832,GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE,,0.0,0.0,0.0,INEFFICIENT,
C00499525,KEEP CONSERVATIVES UNITED,0.0,0.0,0.0,0.0,INEFFICIENT,
C00502377,TEXANS FOR AMERICA'S FUTURE,,0.0,0.0,0.0,INEFFICIENT,
C00502849,CAMPAIGN FOR PRIMARY ACCOUNTABILITY INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00503458,"LA FORWARD, INC.",0.0,0.0,0.0,0.0,INEFFICIENT,
C00503789,DGA ACTION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00503870,COMMONWEALTH VALUES PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00505792,AMERICAN CONSERVATIVE UNION SUPER PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00507707,RESTORING AMERICA'S TRADITIONS PAC (RATPAC),,0.0,0.0,0.0,INEFFICIENT,
C00508200,1911 UNITED,0.0,0.0,0.0,0.0,INEFFICIENT,
C00508440,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,1437320.66,1489811.0,92.0,16193.597826086956,EFFICIENT,DEM
C00508556,CENTRIST INDEPENDENT VOTER POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00508689,SMALLBIZADVOCATES.ORG,0.0,0.0,0.0,0.0,INEFFICIENT,
C00508952,A SUPERPAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00509463,PROTECTING OUR VOTE PAC,36204.0,36198.0,10.0,3619.8,MODERATE,DEM
C00509802,HISPANIC VOTE POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,286596.43,286554.0,112.0,2558.5178571428573,MODERATE,REP
C00510107,TAXPAYER NETWORK PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00510727,CONSERVATIVE RENEWAL POLITICAL ACTION COMMITTEE (PAC),0.0,0.0,0.0,0.0,INEFFICIENT,
C00511915,AMERICAN WORKING FAMILIES,0.0,1000.0,1.0,1000.0,MODERATE,NON_PARTISAN
C00512293,THE VOICES OF THE AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,0.0,1700000.0,7.0,242857.14285714287,EFFICIENT,NON_PARTISAN
C00512335,MIDDLE RESOLUTION FEDERAL PAC INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00512871,AMERICAN VALUES COALITION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00513366,STRENGTH AND LIBERTY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00513804,"AMERICANS FOR GROWTH, OPPORTUNITY AND PROSPERITY, INC.",0.0,0.0,0.0,0.0,INEFFICIENT,
C00514125,THE AMERICAN FOUNDATIONS COMMITTEE,2394348.85,2414337.0,70.0,34490.52857142857,EFFICIENT,REP
C00514224,AMERICANS FOR ACCOUNTABILITY IN LEADERSHIP,0.0,0.0,0.0,0.0,INEFFICIENT,
C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00517276,FRIENDS OF TRADITIONAL BANKING INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00518779,CONSERVATIVES ACTING TOGETHER POLITICAL ACTION COMMITTEE (CATPAC),0.0,0.0,0.0,0.0,INEFFICIENT,
C00519363,NATIONAL HORIZON,950000.0,1450000.0,4.0,362500.0,EFFICIENT,DEM
C00521013,FLORIDA FREEDOM PAC,287122.91,337113.0,32.0,10534.78125,EFFICIENT,BIPARTISAN
C00521211,SPIRIT OF DEMOCRACY AMERICA,6000.0,6000.0,4.0,1500.0,MODERATE,REP
C00522227,CONSERVATIVE ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00522458,TOGETHER WE THRIVE,,0.0,0.0,0.0,INEFFICIENT,
C00522474,INDIANA REPUBLICAN ASSEMBLY SUPER PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00522649,ENERGIZE PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00523241,SPECIAL OPERATIONS FOR AMERICA,676383.0,701383.0,31.0,22625.25806451613,EFFICIENT,REP
C00523498,COURAGE CALIFORNIA SUPER PAC,11190.04,40248.0,595.0,67.6436974789916,INEFFICIENT,DEM
C00523621,UNITED WE CAN,2466643.07,4764435.0,94.0,50685.47872340425,EFFICIENT,DEM
C00524181,SENATE CONSERVATIVES ACTION,1086612.37,1336568.0,174.0,7681.425287356322,MODERATE,REP
C00524751,CONNECTICUT'S FUTURE PAC INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00526269,TEAM [TEAMSTERS EDUCATION AND MOBILIZATION],0.0,0.0,0.0,0.0,INEFFICIENT,
C00526673,FAIR SHARE ACTION,0.0,900000.0,5.0,180000.0,EFFICIENT,NON_PARTISAN
C00527226,WE VOTE - NOSOTROS VOTAMOS - PPAMM COMMITTEE,27.31,15186.0,16.0,949.125,INEFFICIENT,DEM
C00527804,AMERICAN PRINCIPLES FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00528554,RJC VICTORY FUND,13344390.75,16260863.0,96.0,169383.98958333334,EFFICIENT,BIPARTISAN
C00528760,POLISH AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00528869,OHIOANS UNITED ACTION FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00528893,STANDING FOR WISCONSIN FAMILIES,0.0,0.0,0.0,0.0,INEFFICIENT,
C00528901,HOMETOWN FREEDOM ACTION NETWORK,45961.64,57957.0,24.0,2414.875,MODERATE,REP
C00528950,BLACK MEN VOTE PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00529818,GRAND OLD PRINCIPLES,,0.0,0.0,0.0,INEFFICIENT,
C00530766,WOMEN SPEAK OUT PAC,7003104.0,7009362.0,179.0,39158.4469273743,EFFICIENT,BIPARTISAN
C00531624,LOCAL VOICES,761674.76,806672.0,40.0,20166.8,EFFICIENT,DEM
C00531814,ENVIRONMENT AMERICA ACTION FUND,10609.13,10599.0,24.0,441.625,INEFFICIENT,BIPARTISAN
C00532416,FARM PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00532572,AMERICA'S LIBERTY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00532630,OUR AMERICAN CENTURY,905250.0,905250.0,13.0,69634.61538461539,EFFICIENT,BIPARTISAN
C00532705,INDEPENDENCE USA PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00532812,PROGRESSIVE USA VOTERS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00540203,DEFENDING MAIN STREET SUPERPAC INC.,4505033.15,5900025.0,54.0,109259.72222222222,EFFICIENT,BIPARTISAN
C00540898,TEA PARTY PATRIOTS CITIZENS FUND,615578.62,615570.0,33.0,18653.636363636364,EFFICIENT,REP
C00541045,GOAL WESTPAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00542902,AMERICARISINGPAC.ORG,0.0,0.0,0.0,0.0,INEFFICIENT,
C00543256,"KSL, INC.",0.0,1000.0,1.0,1000.0,MODERATE,NON_PARTISAN
C00543454,AMERICAN LEAGUE OF CHARITABLE ORGANIZATIONS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00544528,CITIZENS UNITED FOR EDUCATION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00544544,NEW REPUBLICAN PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00544551,HEARTLAND RESURGENCE,2140500.03,2140499.0,6.0,356749.8333333333,EFFICIENT,NON_PARTISAN
C00545798,AMERICAN LIBERTY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00546481,EQUIDAD POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00546911,THE MOBILIZATION PROJECT,0.0,0.0,0.0,0.0,INEFFICIENT,
C00548461,CLIMATE HAWKS VOTE POLITICAL ACTION,0.0,1000.0,1.0,1000.0,MODERATE,DEM
C00548867,AMERICAN HEARTLAND PAC,0.0,1455.0,1.0,1455.0,MODERATE,NON_PARTISAN
C00549063,EMERGES.COM INC POLITICAL ACTION COMMITTEE AKA EMERGES PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00549279,FIGHT FOR TOMORROW,0.0,0.0,0.0,0.0,INEFFICIENT,
C00549568,WINNING FLORIDA,0.0,0.0,0.0,0.0,INEFFICIENT,
C00550269,YESTERDAY'S OPTIMISM UNTO THE NEXT GENERATION PAC (YOUNG PAC),,0.0,0.0,0.0,INEFFICIENT,
C00550509,DETROITERS VOTE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00551382,VOTECLIMATE.US PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00555094,MICHIGAN PIPE TRADES ASSOCIATION INDEPENDENT EXPENDITURE COMMITTEE (MPAC) INDEPENDENT EXPENDITURE CO,0.0,10000.0,1.0,10000.0,EFFICIENT,NON_PARTISAN
C00555540,COALITION FOR KENTUCKY JOB CREATION ,0.0,0.0,0.0,0.0,INEFFICIENT,
C00555862,"FOUNDATION FOR A GREATER AMERICA, INC.",,0.0,0.0,0.0,INEFFICIENT,
C00556274,USW WORKS,53583.18,1663566.0,43.0,38687.58139534884,EFFICIENT,DEM
C00556860,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC,2095839.67,2252070.0,162.0,13901.666666666666,EFFICIENT,BIPARTISAN
C00557561,NEW HAMPSHIRE PRIORITIES,0.0,0.0,0.0,0.0,INEFFICIENT,
C00557934,UNITAS INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00558049,MUNOZ GROUP PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00558445,ARIZONA GRASSROOTS ACTION PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00558544,ENOUGH IS ENOUGH PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00559906,AMERICAS PAC,2528984.5,2528984.0,20.0,126449.2,EFFICIENT,BIPARTISAN
C00560854,GLOBAL DEMOCRATIC PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00560904,RAGA ACTION FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00561480,CITIZENS FOR RESPONSIBLE LEADERSHIP,0.0,0.0,0.0,0.0,INEFFICIENT,
C00562272,X-FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00562405,INDEPENDENT LEADERSHIP FOR NEW HAMPSHIRE PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00562595,MORNING IN AMERICA PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00564013,ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00564997,DIRECT SELLING EMPOWERS AMERICANS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00565689,PROSPERITY FOR PENNSYLVANIA INC.,0.0,0.0,0.0,0.0,INEFFICIENT,
C00565846,IOWA VALUES,0.0,0.0,0.0,0.0,INEFFICIENT,
C00566182,LEADERSHIP PROJECT FOR AMERICA PAC,0.0,1416.0,1.0,1416.0,MODERATE,NON_PARTISAN
C00566463,THE PRINCIPLES PROJECT,0.0,0.0,0.0,0.0,INEFFICIENT,
C00567313,VISIONARY LEADERS FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00567396,CHANGE CAMPAIGN SUPER PAC,20000.0,20000.0,1.0,20000.0,EFFICIENT,DEM
C00568170,PRIORITIES FOR IOWA POLITICAL FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00568444,CENTER FORWARD COMMITTEE,850000.0,850000.0,9.0,94444.44444444444,EFFICIENT,DEM
C00568519,CONCRETE AND PORTLAND CEMENT ACTION NETWORK,0.0,0.0,0.0,0.0,INEFFICIENT,
C00568931,MI PLANNED PARENTHOOD VOTES,798283.66,805870.0,36.0,22385.277777777777,EFFICIENT,BIPARTISAN
C00568964,LIUNA BUILDING AMERICA,200000.0,5317659.0,19.0,279876.7894736842,EFFICIENT,BIPARTISAN
C00569319,OHIOANS FOR A BETTER FUTURE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00569343,ALLIANCE FOR A BETTER RHODE ISLAND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00569392,FOR JUDICAL FAIRNESS PROJECT; THE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00569582,KANSAS AG COMMUNITIES COALITION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00569616,WASHINGTON'S FUTURE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00569996,ACTION PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00570721,LONG ISLAND LAW ENFORCEMENT FOUNDATION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00571398,BLAKPAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00571554,LEADERSHIP ALLIANCE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00571588,RESTORATION PAC,42999847.59,82922379.0,133.0,623476.5338345865,EFFICIENT,DEM
C00572743,INDEPENDENT VOICE FOR ILLINOIS PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00572792,VICTORY FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00573733,SECURITY IS STRENGTH PAC,113690.75,113690.0,2.0,56845.0,EFFICIENT,REP
C00574749,CONSERVATIVES FOR EFFECTIVE GOVERNMENT,1318294.55,1318294.0,8.0,164786.75,EFFICIENT,REP
C00580837,IRON DOME ALLIANCE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00581868,NEW DAY FOR AMERICA,,0.0,0.0,0.0,INEFFICIENT,
C00582072,SAVING OUR LAKES AND OPEN SPACES IN RANCHO MURIETA POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00582700,LET AMERICA WORK,0.0,26342.0,1.0,26342.0,EFFICIENT,NON_PARTISAN
C00582841,COALITION FOR PROGRESS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00586487,A TIME FOR CHOOSING,0.0,0.0,0.0,0.0,INEFFICIENT,
C00586610,GOOD JOBS AND STRONG COMMUNITIES PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00587022,COURAGEOUS CONSERVATIVES PAC,228736.51,448196.0,33.0,13581.69696969697,EFFICIENT,REP
C00589747,AMERICAN PATRIOTS LLC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00591040,USA SUPER PAC INC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00591131,FRUGAL HOOSIERS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00592303,OREGON RIGHT TO LIFE VICTORY PAC,32556.3,32489.0,134.0,242.455223880597,INEFFICIENT,BIPARTISAN
C00592337,"STAND FOR TRUTH, INC.",0.0,0.0,0.0,0.0,INEFFICIENT,
C00592808,THE COLLECTIVE SUPER PAC,0.0,4893.0,1.0,4893.0,MODERATE,DEM
C00594507,MIDDLE CLASS VALUES PAC,23988.24,23988.0,1.0,23988.0,EFFICIENT,DEM
C00595686,FAMILY POLICY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00604496,AMERICANS UNITED FOR VALUES,0.0,25000.0,3.0,8333.333333333334,MODERATE,NON_PARTISAN
C00607119,THE PALMETTO PAC,0.0,15.0,1.0,15.0,INEFFICIENT,NON_PARTISAN
C00609388,BLACKPAC,29393201.45,35258012.0,174.0,202632.2528735632,EFFICIENT,DEM
C00610337,CONSERVATIVE RESULTS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00610394,LETS CLEAN UP WASHINGTON,0.0,0.0,0.0,0.0,INEFFICIENT,
C00612820,COMMUNITY CHANGE VOTERS,2562576.47,2949569.0,320.0,9217.403125,MODERATE,DEM
C00612846,THE DEMOCRATIC COALITION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00613091,WISCONSIN RIGHT TO LIFE VICTORY FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00614859,SOLUTIONS NJ PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00615377,PACOH.IO,0.0,0.0,0.0,0.0,INEFFICIENT,
C00615898,FULL EMPLOYMENT NOW-POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0.0,INEFFICIENT,
C00616128,DEFEND LOUISIANA PAC,,0.0,0.0,0.0,INEFFICIENT,
C00619072,TEA PARTY EXPRESS CAMPAIGN FUND,0.0,0.0,0.0,0.0,INEFFICIENT,
C00619445,WARRIOR PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00619759,CREATIVE MAJORITY POLITICAL ACTION COMMITTEE,0.0,5000.0,1.0,5000.0,MODERATE,NON_PARTISAN
C00620971,FOR OUR FUTURE,11308766.16,12600956.0,1580.0,7975.288607594936,MODERATE,DEM
C00621755,PEOPLE AND POLITICS,500.0,500.0,3.0,166.66666666666666,INEFFICIENT,REP
C00622340,JOBS AND OPPORTUNITY,0.0,250000.0,1.0,250000.0,EFFICIENT,NON_PARTISAN
C00622415,"KENTUCKY TOMORROW, INC.",0.0,0.0,0.0,0.0,INEFFICIENT,
C00622464,STANDING BY VETERANS PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00622472,"ASSOCIATION FOR EMERGENCY RESPONDERS AND FIREFIGHTERS, PAC",0.0,0.0,0.0,0.0,INEFFICIENT,
C00622910,"DECLARATION OF LIBERTY, LLC",0.0,0.0,0.0,0.0,INEFFICIENT,
C00623355,NATIONAL TREASURY EMPLOYEES UNION ADVOCACY COMMITTEE,0.0,50000.0,1.0,50000.0,EFFICIENT,NON_PARTISAN
C00623371,AMERICAN VALUES PAC INC.,0.0,0.0,0.0,0.0,INEFFICIENT,
C00624015,OUR NATION UNITED,0.0,0.0,0.0,0.0,INEFFICIENT,
C00624056,EDUCATORS FOR OHIO,0.0,325000.0,1.0,325000.0,EFFICIENT,NON_PARTISAN
C00624064,KENTUCKY MOVING FORWARD,,0.0,0.0,0.0,INEFFICIENT,
C00625137,CITZENS FOR AMERICAN ENERGY FEDERAL PAC,20000.0,27500.0,13.0,2115.3846153846152,MODERATE,NON_PARTISAN
C00625228,SAVE THE DAY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00626036,GRASSROOTS NORTH SHORE,1496.42,4748.0,36.0,131.88888888888889,INEFFICIENT,DEM
C00626119,"COMMITTEE FOR WORKING FAMILIES, SPONSORED BY LABOR ORGANIZATIONS",0.0,0.0,0.0,0.0,INEFFICIENT,
C00626663,STRONGER NY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00626861,WFP IE COMMITTEE,0.0,87000.0,1.0,87000.0,EFFICIENT,NON_PARTISAN
C00627075,LEGISLATIVE MAJORITY PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00627141,UNITED FOR PROGRESS PAC,324.0,324.0,3.0,108.0,INEFFICIENT,DEM
C00627158,ONE VOTE AT A TIME,0.0,0.0,0.0,0.0,INEFFICIENT,
C00627240,WORKING MICHIGAN (SUPERPAC),0.0,0.0,0.0,0.0,INEFFICIENT,
C00627372,UNITE HERE PAC,0.0,19815000.0,26.0,762115.3846153846,EFFICIENT,NON_PARTISAN
C00627414,POLICY OVER PARTY,0.0,1175000.0,3.0,391666.6666666667,EFFICIENT,NON_PARTISAN
C00628115,MISSOURI RIGHT TO LIFE VICTORY FUND,9392.0,9392.0,1.0,9392.0,MODERATE,REP
C00629444,MAKE LOUISIANA GREAT AGAIN,0.0,0.0,0.0,0.0,INEFFICIENT,
C00629477,ULTRAVIOLET PAC,98901.28,122901.0,8.0,15362.625,EFFICIENT,DEM
C00629543,"FREEDOM BUILDERS, INC.",0.0,0.0,0.0,0.0,INEFFICIENT,
C00630129,DEMOCRACY LEGACY,0.0,0.0,0.0,0.0,INEFFICIENT,
C00631549,FORWARD MAJORITY ACTION,1763615.0,2838615.0,11.0,258055.9090909091,EFFICIENT,DEM
C00631903,PA VALUES,48000.0,48000.0,2.0,24000.0,EFFICIENT,REP
C00632679,CONSERVATIVE LOUISIANA,0.0,0.0,0.0,0.0,INEFFICIENT,
C00634261,DEFEND US PAC,1201000.0,1208000.0,4.0,302000.0,EFFICIENT,DEM
C00637041,FUND FOR A WORKING CONGRESS,35000.0,35000.0,1.0,35000.0,EFFICIENT,DEM
C00637348,REACH TO ACHIEVE,0.0,105000.0,2.0,52500.0,EFFICIENT,NON_PARTISAN
C00637512,"AMERICA FIRST ACTION, INC.",0.0,1300000.0,2.0,650000.0,EFFICIENT,NON_PARTISAN
C00637520,OHIO MAJORITY TRUST,0.0,0.0,0.0,0.0,INEFFICIENT,
C00638528,LOUISIANA LEGACY PAC,22390.0,47390.0,12.0,3949.1666666666665,MODERATE,REP
C00639708,ASSOCIATION FOR FIREFIGHTERS PAC DBA ASSOCIATION FOR FIREFIGHTERS,4088.0,4088.0,2.0,2044.0,MODERATE,REP
C00639948,EQUALITY 51,0.0,0.0,0.0,0.0,INEFFICIENT,
C00640300,ACTIVATE AMERICA,110841.62,121541.0,379.0,320.688654353562,INEFFICIENT,BIPARTISAN
C00647271,LINCOLN-ROOSEVELT PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
C00647289,GUARD FREEDOM,0.0,0.0,0.0,0.0,INEFFICIENT,
C00648717,SWAMP DRAINERS FOUNDATION,0.0,0.0,0.0,0.0,INEFFICIENT,
C00649996,1ST DISTRICT DEMOCRATS,0.0,0.0,0.0,0.0,INEFFICIENT,
C00650432,"DEMOCRATS WORK FOR AMERICA, INC",10578.09,8937.0,71.0,125.87323943661971,INEFFICIENT,DEM
C00651091,LEADERSHIP FOR A STRONG AMERICA,0.0,0.0,0.0,0.0,INEFFICIENT,
C00651505,JUSTICE & PUBLIC SAFETY PAC,0.0,543000.0,5.0,108600.0,EFFICIENT,NON_PARTISAN
C00652867,STAND FIRM AMERICA,0.0,0.0,0.0,0.0,INEFFICIENT,
C00652982,SOLUTION FUND PAC,0.0,0.0,0.0,0.0,INEFFICIENT,
