CMTE_ID,CMTE_NM,CMTE_TP,CMTE_DSGN,CMTE_FILING_FREQ,TTL_RECEIPTS,TRANS_FROM_AFF,IND_ITEM_CONTRIB,IND_UNITEM_CONTRIB,IND_CONTRIB,POL_PTY_CONTRIB,OTHER_POL_CMTE_CONTRIB,CAND_CONTRIB,TTL_CONTRIB,TRANF_FROM_OTHER_AUTH_CMTE,LOANS_MADE_BY_CAND,ALL_OTHER_LOANS,TTL_LOANS,OFFSETS_TO_OP_EXPEND,OFFSETS_TO_FNDRSG,OFFSETS_TO_LEGAL_ACCTG,TTL_OFFSETS_TO_OP_EXPEND,OTHER_RECEIPTS,TTL_DISBURSEMENTS,TRANF_TO_OTHER_AUTH_CMTE,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,TTL_LOAN_REPAY,IND_REFUND,POL_PTY_CMTE_REFUND,OTHER_POL_CMTE_REFUND,TTL_CONTRIB_REFUND,OTHER_DISBURSEMENTS,SHARED_FED_OP_EXPEND,SHARED_NONFED_OP_EXPEND,SHARED_FED_ACTVY,SHARED_NONFED_ACTVY,FNDRSG_DISBURSEMENTS,EXEMPT_LEGAL_ACCTG_DISB,MAIL_PHONE_CAMPAIGNS,DIRECT_CAND_SUPPORT,COORD_EXPEND_BY_PTY_CMTE,LOAN_REPAY_TO_CAND,LOANS_MADE,IND_EXPEND,PTY_COORD_EXPEND,NONFED_SHARE_ALLOC_EXPEND,CONTRIB_TO_OTHER_CMTE,TTL_CONTRIB_TO_OTHER_CMTE,CVG_END_DT,OFFICE_SEGMENT,TOTAL_DEM_DISB,TOTAL_REP_DISB,IMBALANCE_SCORE,PTY_GROUP,CANDIDATE_DIRECT_RATE,NON_CANDIDATE_RATE,ATTACK_RATE,Q4_CONCENTRATION,MEGADONOR_RECEIPTS,MEGADONOR_DEPENDENCY,DEPENDENCY_CLASS,TOTAL_TRANS_AMT,TRANSACTION_COUNT,AVG_TRANSACTION_SIZE,EFFICIENCY_CLASS
C00872051,FAIR CHANCE LLC,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00872085,SOUTH CAROLINA PATRIOTS PAC,O,U,T,4058500.0,0.0,15000.0,4043500.0,0.0,0.0,0.0,4058500.0,0.0,0.0,82523.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819813.7,0.0,0.0,08/20/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,7643878.0,1.0,REP,1.0,0.0,0,0.0,2900985.0,0.7590348773227411,MEGADONOR_DEPENDENT,7947962.0,85.0,93505.43529411765,EFFICIENT
C00872119,VIRGINIANS FOR FREEDOM,O,U,T,831750.0,0.0,15000.0,815000.0,0.0,0.0,0.0,831750.0,0.0,0.0,50304.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761764.67,0.0,0.0,07/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,1371774.0,1.0,REP,0.9999964949805298,3.5050194702179738e-06,0,0.0,609394.0,0.7999795211627779,MEGADONOR_DEPENDENT,761762.0,11.0,69251.09090909091,EFFICIENT
C00872127,LOWCOUNTRY CONSERVATIVES,O,U,T,515000.0,0.0,15000.0,500000.0,0.0,0.0,0.0,515000.0,0.0,0.0,6431.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495244.11,0.0,0.0,07/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,990486.0,1.0,REP,0.9999977586810674,2.241318932560965e-06,0,0.0,495243.0,1.0,MEGADONOR_DEPENDENT,495243.0,7.0,70749.0,EFFICIENT
C00872150,ROCKY MOUNTAIN VALUES PAC,O,U,Q,925066.64,0.0,925066.64,0.0,0.0,0.0,0.0,924420.97,0.0,0.0,0.0,0.0,0.0,0.0,645.67,0.0,0.0,0.0,846216.09,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,1878300.0,1.0,REP,1.0,0.0,0,0.0,77000.0,0.08198903263589416,BROAD_BASED,939150.0,54.0,17391.666666666668,EFFICIENT
C00872200,VIRGINIA PATRIOTS FOR FREEDOM,O,U,T,55000.0,0.0,15000.0,40000.0,0.0,0.0,0.0,55000.0,0.0,0.0,460.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46792.95,0.0,0.0,08/20/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,47168.0,1.0,REP,1.0,0.0,0,0.0,40000.0,0.746491489997014,MEGADONOR_DEPENDENT,94044.0,6.0,15674.0,EFFICIENT
C00872226,BUCKEYE PATRIOT ALLIANCE,O,U,Q,45000.0,0.0,45000.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,80000.0,1.0,REP,1.0,0.0,0,0.0,0.0,0.0,BROAD_BASED,40000.0,2.0,20000.0,EFFICIENT
C00872275,SOUTHERN ILLINOIS WORKING FAMILIES PAC,O,U,T,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.02,19640.38,0.0,0.0,10/24/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,39278.0,1.0,REP,1.0,0.0,0,0.017755326597979394,0.0,0.0,BROAD_BASED,19994.0,4.0,4998.5,MODERATE
C00872457,RESTORING STANDARDS PAC,O,U,Q,82907.0,0.0,82907.0,0.0,0.0,0.0,0.0,70917.89,0.0,0.0,0.0,0.0,0.0,0.0,11989.11,0.0,0.0,0.0,68330.15,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,136660.0,1.0,REP,0.9999978047757836,2.1952242164058333e-06,0,0.0,0.0,0.0,BROAD_BASED,68330.0,5.0,13666.0,EFFICIENT
C00872507,BRIGHTER FUTURE ND,O,U,T,123551.0,0.0,123551.0,0.0,0.0,0.0,0.0,123038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107633.0,0.0,0.0,10/15/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,215266.0,1.0,REP,1.0,0.0,0,0.0,0.0,0.0,BROAD_BASED,107633.0,5.0,21526.6,EFFICIENT
C00872531,HARDBALL USA,O,U,T,2839.32,0.0,2839.32,0.0,0.0,0.0,0.0,2839.32,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/14/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00872549,BATTLEGROUND CALIFORNIA,O,U,M,4163647.13,0.0,1482850.0,2680797.13,0.0,0.0,0.0,4034193.36,0.0,700.0,0.0,0.0,0.0,0.0,129453.77,0.0,0.0,2250000.0,61664.14,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,132610.0,0.0,1.0,DEM,1.0,0.0,0,0.4950010675528903,0.0,0.0,BROAD_BASED,3770305.0,40.0,94257.625,EFFICIENT
C00872614,AMERICAN MUSLIM PUBLIC AFFAIRS COMMITTE (AMPAC),O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00872655,ACLU VOTER EDUCATION FUND,O,U,M,6895514.09,0.0,5895514.09,1000000.0,0.0,0.0,0.0,5417533.87,0.0,0.0,0.0,0.0,0.0,0.0,1477980.22,21758.83,0.0,0.0,1003478.37,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,2006956.0,1.0,REP,1.0,0.0,0,0.0,1003478.0,1.0,MEGADONOR_DEPENDENT,2003478.0,2.0,1001739.0,EFFICIENT
C00872689,THE RAINEY-SMALLS PROJECT,O,B,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00848671,MOBILIZE NOW,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00848705,COLLEGE STUDENTS FOR DEMOCRACY,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00848739,"DEFENDING AMERICA PAC, INC.",O,U,Q,425000.0,0.0,70000.0,355000.0,0.0,0.0,0.0,422615.15,0.0,0.0,0.0,0.0,0.0,0.0,2384.85,0.0,0.0,0.0,267879.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,535758.0,1.0,REP,1.0,0.0,0,0.0,0.0,0.0,BROAD_BASED,322879.0,6.0,53813.166666666664,EFFICIENT
C00848762,THE PARKER PRESIDETIAL CAMPAIGN,U,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00848812,COMMITTEE TO ELECT TIM SCOTT DELEGATES,U,U,T,418133.66,305268.09,30000.0,0.0,0.0,0.0,0.0,418133.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,726667.0,101.0,7194.722772277228,MODERATE
C00848952,STOP ABORTION EXTREMISM PAC,O,U,Q,25.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849000,ACCOUNTABILITY ACTION,O,U,Q,110.0,0.0,110.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,104.8,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849034,BUILDING A STRONG RHODE ISLAND,U,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849042,CITIZENS ALLIANCE OF NORTH DAKOTA,O,U,Q,277821.2,0.0,4821.2,273000.0,0.0,0.0,0.0,277665.72,0.0,0.0,0.0,0.0,0.0,0.0,155.48,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,200000.0,1.0,200000.0,EFFICIENT
C00849109,DEFEAT THE MACHINE SUPER PAC,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849190,"FAMILY, FAITH, AND JUSTICE",O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/24/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849208,PATRIOT PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849224,SAINT AUGUSTINE PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/20/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849372,PROGRESSIVE ALLIANCE FOR PR,O,U,T,756000.0,0.0,481000.0,275000.0,0.0,0.0,0.0,756000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,275000.0,2.0,137500.0,EFFICIENT
C00849489,KEYSTONE RENEWAL PAC,O,U,Q,61995153.12,0.0,54858475.09,5210000.0,0.0,0.0,0.0,61721197.04,0.0,0.0,0.0,0.0,0.0,0.0,273956.08,0.0,0.0,0.0,54394982.49,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,70040184.0,26428054.0,0.45208797117243915,BIPARTISAN,0.999999825535379,1.744646209722589e-07,0,0.20565757954490865,53597077.0,0.9853314386239331,MEGADONOR_DEPENDENT,54394973.0,98.0,555050.7448979592,EFFICIENT
C00849539,PETE FOR PINAL,U,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849547,CONSERVATIVES FOR VIRTUE,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05/01/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849562,"UNCLE DONNIE--SHUT THE FUCK UP AND PLEAD GUILTY AND GET BACK TO WHAT YOU KNOW: COMPULSIVE LYING, GRIFTING, DRINKING AND RAW DOGGIN PORNSTARS",O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849729,LAST BEST PLACE PAC,O,U,T,41580000.0,0.0,41430000.0,0.0,0.0,0.0,0.0,41580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685995.09,33816255.22,0.0,0.0,11/08/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,3577340.0,64055102.0,0.8942123071646593,REP,1.0,0.0,0,0.38524125522835984,33790832.0,0.999249206468103,MEGADONOR_DEPENDENT,34502216.0,125.0,276017.728,EFFICIENT
C00849877,UNIFY COLORADO,O,U,Q,101682.87,0.0,89682.51,11000.0,0.0,0.0,0.0,101682.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,116000.0,1.0,REP,1.0,0.0,0,0.8529411764705882,0.0,0.0,BROAD_BASED,68000.0,2.0,34000.0,EFFICIENT
C00849927,UNITED FOR CHANGE,O,U,Q,185.0,0.0,155.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00849950,PATRIOT LEGAL DEFENSE FUND,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00767459,NICPAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,0.0,641.0,0.0,0.0,0.0,1392.72,601.72,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00767749,ZINC COLLECTIVE PAC,O,U,Q,284534.0,0.0,209534.0,75000.0,0.0,0.0,0.0,814410.87,0.0,0.0,0.0,0.0,0.0,561222.18,31345.31,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,5000.0,0.0,1.0,DEM,1.0,0.0,0,0.0,,0.0,BROAD_BASED,67500.0,5.0,13500.0,EFFICIENT
C00768572,TRUST THE PEOPLE,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00855601,OREGON FIGHT CLUB SUPERPAC,O,U,T,753.96,0.0,698.0,0.0,0.0,0.0,0.0,1617.18,0.0,0.0,0.0,0.0,0.0,763.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/05/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00855700,STAR,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00855775,RED STATE BLUE RESOURCES,O,U,Q,200.0,0.0,200.0,0.0,0.0,0.0,0.0,3801.06,0.0,0.0,0.0,0.0,0.0,3737.76,136.7,0.0,0.0,0.0,3500.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,7000.0,1.0,REP,1.0,0.0,0,1.0,0.0,0.0,BROAD_BASED,3500.0,1.0,3500.0,MODERATE
C00855783,MOVING IOWA FORWARD PAC,O,U,T,545.0,0.0,545.0,0.0,0.0,0.0,0.0,545.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00855809,PATRIOTS PREVAIL PAC,O,U,Q,517650.0,0.0,271650.0,246000.0,0.0,0.0,0.0,517650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6377.38,379164.6,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,758328.0,1.0,REP,1.0,0.0,0,0.975866124810509,379164.0,1.0,MEGADONOR_DEPENDENT,388541.0,7.0,55505.857142857145,EFFICIENT
C00855924,CONSERVATIVE AMERICANS PAC,O,U,Q,1461601.89,0.0,540000.0,916810.86,0.0,0.0,0.0,1400367.59,0.0,0.0,0.0,0.0,0.0,0.0,61234.3,0.0,0.0,250000.0,882921.09,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,1765840.0,1.0,REP,1.0,0.0,0,0.0,882920.0,1.0,MEGADONOR_DEPENDENT,902920.0,8.0,112865.0,EFFICIENT
C00856070,DRAFT ROMNEY MANCHIN COMMITTEE,O,U,T,38301.59,0.0,38301.59,0.0,0.0,0.0,0.0,38301.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00856211,"FRIENDS OF AMERICA, INC",U,U,Q,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00856278,JOBS FOR THE VALLEY PAC,O,U,T,75.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00856377,ISRAEL TODAY,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00856385,BEEHIVE VALUES PAC,O,U,T,178462.78,0.0,178462.64,0.0,0.0,0.0,0.0,178462.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97170.86,0.0,0.0,06/26/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,194340.0,1.0,REP,0.9999911496100786,8.850389921377655e-06,0,0.0,0.0,0.0,BROAD_BASED,97170.0,9.0,10796.666666666666,EFFICIENT
C00856419,ALINA HABBA: YOU MUST BE ONE GREAT FUCK/MISTRESS CUZ YOU'RE A JOKE OF A LAWYER,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00856427,SCREAMING EAGLE PAC INC.,O,U,Q,2061720.91,0.0,2061720.91,0.0,0.0,0.0,0.0,1992750.68,0.0,0.0,0.0,0.0,0.0,0.0,68970.23,0.0,0.0,575000.0,622350.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,1244700.0,0.0,1.0,DEM,1.0,0.0,0,1.0,0.0,0.0,BROAD_BASED,1197350.0,4.0,299337.5,EFFICIENT
C00856435,THE FUTURE - TODAY & TOMORROW,O,B,Q,31700.29,0.0,26220.29,1000.0,0.0,0.0,0.0,26279.3,0.0,0.0,0.0,0.0,0.0,0.0,5420.99,4480.0,0.0,0.0,17400.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,25800.0,9000.0,0.4827586206896552,BIPARTISAN,1.0,0.0,0,0.0,0.0,0.0,BROAD_BASED,17400.0,5.0,3480.0,MODERATE
C00856559,CONSERVATIVES FOR ACTION PAC,O,U,Q,43670.0,0.0,43670.0,0.0,0.0,0.0,0.0,42287.25,0.0,0.0,0.0,0.0,0.0,0.0,1382.75,0.0,0.0,0.0,26156.71,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,56984.0,1.0,REP,1.0,0.0,0,0.23017608470479917,0.0,0.0,BROAD_BASED,28492.0,29.0,982.4827586206897,INEFFICIENT
C00856914,GARDEN STATE INTEGRITY,O,U,M,2111000.0,0.0,991000.0,1020000.0,0.0,0.0,0.0,1733664.14,0.0,112000.0,0.0,0.0,0.0,0.0,377335.86,0.0,0.0,900000.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,1485000.0,11.0,135000.0,EFFICIENT
C00856930,MR.JOEL ETIETSOLA ASAGBA,U,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867101,COMMITTEE FOR A BETTER SAN FRANCISCO,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867267,270 SUPER PAC,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867291,ARIZONANS FOR A SECURE AMERICA,O,U,T,26925.6,0.0,25000.0,0.0,0.0,0.0,0.0,26925.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/10/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867325,PROTECT MIGHIGAN PAC INC.,O,U,T,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867333,FREEDOM FOREVER,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867341,HOUSE DEMOCRATS,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867358,HEARTLAND VOICES PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00867408,SENATE DEMOCRATS,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
