CMTE_ID,CMTE_NM,CMTE_TP,TTL_RECEIPTS,TTL_DISBURSEMENTS,OFFICE_SEGMENT,TOTAL_DEM_DISB,TOTAL_REP_DISB,IMBALANCE_SCORE,PTY_GROUP
C00786111,OKLAHOMANS FOR LAW AND ORDER,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00786145,PATRIOT GUN COALITION,O,0.0,0.0,OTHER,,,,
C00786152,ALABAMA CONSERVATIVES FUND,O,20191.34,0.0,OTHER,,,,
C00786269,A BETTER ORLANDO PAC,O,0.0,0.0,OTHER,,,,
C00786293,FREEDOM'S ACTION PAC,O,1022.92,0.0,OTHER,,,,
C00786517,NORTHWEST OHIO FREEDOM FUND PAC,O,35000.0,36755.46,OTHER,0.0,73508.0,1.0,REP
C00786624,DEMOCRACY PAC II,O,1515613.62,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00786897,"THENEWINTERNETPAC, INC.",O,,,OTHER,,,,
C00786970,NO MO PAC,O,0.0,0.0,OTHER,,,,
C00787085,"CRYPTOPAC, INC.",O,,,OTHER,,,,
C00787150,KEEP THE SENATE,O,5755.47,845.45,OTHER,,,,
C00787168,ELECT BLACK VOICES,O,0.0,0.0,OTHER,,,,
C00787176,ELECT LATINO VOICES,O,0.0,0.0,OTHER,,,,
C00787184,DIVERSITY MATTERS,O,0.0,0.0,OTHER,,,,
C00787242,KEEP THE HOUSE PAC,O,1575.4,410.02,OTHER,,,,
C00787283,AMERICANS FOR COMMON GROUND,O,0.0,0.0,OTHER,,,,
C00787382,COALITION OF MINORITY BUSINESS OWNERS,O,,,OTHER,,,,
C00787432,ALL FOR OUR COUNTRY,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00631986,I LOVE AMERICA SUPER PAC,O,,,OTHER,,,,
C00632109,FIRST STATE STRONG FEC,O,213970.88,150865.65,OTHER,10000.0,0.0,1.0,DEM
C00825539,MOMS FOR SAFE STREETS,O,0.0,0.0,OTHER,,,,
C00825570,1636 PAC,O,0.0,0.0,OTHER,,,,
C00825703,FFPA,O,,,OTHER,,,,
C00825802,JUSTICE & SAFETY ALLIANCE,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00825828,WE WILL DEFEND THIS ACTION,O,0.0,0.0,OTHER,,,,
C00825836,FIGHT CORPORATE MONOPOLIES PAC,O,104.52,0.0,OTHER,,,,
C00825851,MAKE AMERICA GREAT AGAIN INC.,O,410509931.12,376948786.7,OTHER,558256150.0,181871618.0,0.508539941714496,BIPARTISAN
C00825869,NEW MEXICANS FOR PROSPERITY,O,0.0,0.0,OTHER,,,,
C00825885,PATRIOTS FOR A BRIGHTER AMERICA,O,876736.12,717626.0,OTHER,109080.0,1296334.0,0.8447717185114137,REP
C00825893,AMERICA'S HOPE,O,,,OTHER,,,,
C00825901,THE MODERATE MICHIGAN VOICE,O,0.0,0.0,OTHER,,,,
C00825919,MODERATE CONSERVATIVES PAC,O,,,OTHER,,,,
C00825935,SAVE AMERICA TRUST,O,,,OTHER,,,,
C00825984,GOOD GOVERNMENT ALLIANCE,O,19543.3,0.0,OTHER,,,,
C00826008,VALENCIA FIRST,O,,,OTHER,,,,
C00826016,GOD SUPER PAC,O,,,OTHER,,,,
C00826024,PIVOT VICTORY FUND,O,20821.95,9721.6,OTHER,19442.0,0.0,1.0,DEM
C00826057,SOUTH DAKOTAN FOR POLITICAL INTEGRITY,O,4079.94,0.0,OTHER,,,,
C00826073,PROTECT WEST VIRGINIA VALUES,O,750000.0,523450.0,OTHER,0.0,1046900.0,1.0,REP
C00826115,ADVANCE RIGHT SUPER PAC,O,144925.0,0.0,OTHER,,,,
C00799031,UNITED DEMOCRACY PROJECT ('UDP'),O,87176557.14,37859810.12,OTHER,69928738.0,6162406.0,0.8380256708980482,DEM
C00799122,"AMERICAN-DNA PAC, INC.",O,,,OTHER,,,,
C00799460,STAND FOR NH PAC,O,1881.25,0.0,OTHER,,,,
C00799569,FOSTER A NEW TEXAS,O,,,OTHER,,,,
C00799726,BLUE2022,O,,,OTHER,,,,
C00799866,OKIEWAY,O,5000.0,0.0,OTHER,,,,
C00799916,PROGRESSIVE VOICES ACTION FUND,O,22000.0,7000.0,OTHER,14000.0,0.0,1.0,DEM
C00800086,RESTORING AMERICA ACTION,O,0.0,0.0,OTHER,,,,
C00824144,"NJ GRASSROOTS COALITION, INC.",O,159200.0,0.0,OTHER,,,,
C00824193,AMERICAN ENERGY SUPER-PAC,O,,,OTHER,,,,
C00824276,UNITED FOR BETTER,O,,,OTHER,,,,
C00824292,AMERICAN LEADERSHIP PAC,O,1551828.24,1166598.74,OTHER,0.0,2333190.0,1.0,REP
C00824318,RHR PAC,O,,,OTHER,,,,
C00824367,BLOCKPAC.NET,O,,,OTHER,,,,
C00824375,CONSERVATIVE NOVA,O,150.0,0.0,OTHER,,,,
C00824441,PRIDE PAC,O,,,OTHER,,,,
C00824482,AMERICANS FOR TRANSPARENCY,O,0.0,0.0,OTHER,,,,
C00824490,DOME PAC,O,0.0,0.0,OTHER,,,,
C00824532,RHODE ISLAND VICTORY COMMITTEE,O,0.0,0.0,OTHER,,,,
C00824656,UNITED TOMORROW,O,392084.37,0.0,OTHER,,,,
C00824714,PEOPLE WHO LOVE AMERICA,O,10000.0,33500.0,OTHER,67000.0,0.0,1.0,DEM
C00824730,FRIENDS OF FRANK GILROY,U,,,OTHER,,,,
C00821454,THE FOUNDATION PAC,O,,,OTHER,,,,
C00821462,DRUM MAJOR PAC,O,102.0,0.0,OTHER,,,,
C00821488,THE AMERICAN COMEBACK PAC,O,3431.0,0.0,OTHER,,,,
C00821587,MAKE A DIFFERENCE MN 05,O,0.0,0.0,OTHER,,,,
C00821611,ASIAN AMERICANS FOR CHANGE FUND,O,220556.01,58365.99,OTHER,230730.0,0.0,1.0,DEM
C00821629,"TRUE WEST PAC, INC.",O,0.0,0.0,OTHER,,,,
C00821652,AMERICAN LIBERTY ACTION PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00821710,AMPL ( ADVANCEMENT OF MINORITY POLITICAL LEADERS),O,0.0,0.0,OTHER,,,,
C00821751,STRONGER AMERICA,O,950.0,0.0,OTHER,,,,
C00821769,NEIGHBOR IN CONGRESS,O,,,OTHER,,,,
C00821777,SAMUEL'S SUPER PAC,O,0.0,0.0,OTHER,,,,
C00821819,OLD DRUM CONSERVATIVE PAC,O,,,OTHER,,,,
C00821892,BEEHIVE PAC,O,0.0,0.0,OTHER,,,,
C00821934,"MAGA.COM, INC",O,1000.0,0.0,OTHER,,,,
C00821942,PINK IS THE NEW BLUE!,O,21780.0,14930.0,OTHER,29860.0,0.0,1.0,DEM
C00821975,ENERGIZE OUR FUTURE,O,1500.0,0.0,OTHER,,,,
C00796003,IMPACT VETS INC.,O,,,OTHER,,,,
C00796045,TRUTH AND COURAGE PAC,O,37916061.3,25897658.83,OTHER,43905814.0,7889456.0,0.6953599817126158,BIPARTISAN
C00796177,BUCKEYE FREEDOM FUND,O,109000.0,0.0,OTHER,,,,
C00796227,GEORGIA DEMOCRATS FOR CHANGE,O,1298.77,0.0,OTHER,,,,
C00796243,UNITED COALITION FOR HIP HOP CULTURE,O,,,OTHER,,,,
C00796615,EQUANIMITY DEMOCRATS,O,,,OTHER,,,,
C00796847,FIX JERSEY NOW PAC,O,7352.7,0.0,OTHER,,,,
C00796953,A BETTER KANSAS PAC,O,,,OTHER,,,,
C00797084,THE GUARDIAN SUPER PAC,O,72345.84,10200.0,OTHER,0.0,20400.0,1.0,REP
C00797118,HONOR IN GOVERNMENT FUND,O,0.0,0.0,OTHER,,,,
C00797134,PACHECO SUPER PAC,O,,,OTHER,,,,
C00797274,GREEN FLORIDA,O,0.0,0.0,OTHER,,,,
C00797332,TEXANS FOR FREEDOM,O,50035.0,44388.44,OTHER,0.0,88776.0,1.0,REP
C00797340,BLUE CD2 NEW MEXICO USA,O,345911.68,77606.43,OTHER,152210.0,3000.0,0.9613426969911733,DEM
C00800250,"GEORGIANS FOR STRONG FAMILIES, INC.",O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00800524,"CHASE STELL FOR GEORGIA, INC.",U,,,OTHER,,,,
C00800995,DEMOCRATIC MESSAGING PROJECT,O,779789.8,307153.99,OTHER,644026.0,1358.0,0.9957916527214805,DEM
C00801126,FREE OHIO,O,0.0,0.0,OTHER,,,,
C00801217,PRESCRIPTION FOR CHANGE PAC,O,,,OTHER,,,,
C00801449,REPUBLICAN ELECTION COMMITTEE,O,0.0,0.0,OTHER,,,,
C00801506,THE CONSORTIUM OF RETURNING CITIZENS,O,,,OTHER,,,,
C00794628,THE CONSERVATIVE CONSERVATION ACTION FUND,O,0.0,0.0,OTHER,,,,
C00794669,GEORGE WASHINGTON INITIATIVE ACTION FUND,O,9612.0,0.0,OTHER,,,,
C00794719,"RESTORE COMMON SENSE, INC.",O,0.0,0.0,OTHER,,,,
C00794768,RED WAVE PAC,O,0.0,0.0,OTHER,,,,
C00794891,AMERICAN LEADERSHIP ACTION,O,25021.79,0.0,OTHER,,,,
C00795120,THE FUTURE OF AMERICA SUPER PAC,U,,,OTHER,,,,
C00828319,MILLENNIAL CONGRESS COMMITTEE AKA THE CONGRESS FOR A MILLENNIAL SOCIETY,O,,,OTHER,,,,
C00828343,RELAY,O,3164618.0,189238.52,OTHER,378476.0,0.0,1.0,DEM
C00828400,RON TO THE RESCUE,O,291.01,0.0,OTHER,,,,
C00828418,MAKE AMERICA FAIR,O,0.0,0.0,OTHER,,,,
C00828491,AMERICAN FREEDOM NOW,O,0.0,0.0,OTHER,,,,
C00828517,JOIN THE RED WAVE,O,0.0,0.0,OTHER,,,,
C00828525,"AAPI SUPER GAPPAC FUND, INC.",O,0.0,9362.82,OTHER,0.0,0.0,,NON_PARTISAN
C00828533,WORKER POWER PAC FOR GEORGIA,O,1030000.0,1030000.0,OTHER,2060000.0,0.0,1.0,DEM
C00828608,HARDWORKING AMERICANS INC.,O,2905685.24,323688.45,OTHER,367174.0,280200.0,0.13434892349708205,BIPARTISAN
C00828665,ELECT LIBERTY,O,,,OTHER,,,,
C00828673,RED ELEPHANT PAC,O,,,OTHER,,,,
C00828681,FINAL FIGHT FUND,O,,,OTHER,,,,
C00828715,PEOPLE'S PARTY OF USA,U,,,OTHER,,,,
C00828731,I-95 PAC,O,0.0,0.0,OTHER,,,,
C00828798,FUNDDONALDTRUMP,O,,,OTHER,,,,
C00828863,PROJECT NEPTUNE,O,,,OTHER,,,,
C00828921,CUT CRUZ PAC,O,46316.8,2000.0,OTHER,0.0,4000.0,1.0,REP
C00828962,PATRIOTIC FREEDOM COALITION,O,,,OTHER,,,,
C00797407,GLENALE PARENTS UNITED,O,,,OTHER,,,,
C00797589,CONSERVATIVE LEADERS PAC,O,0.0,0.0,OTHER,,,,
C00797829,STOP HIM NOW,O,100.0,0.0,OTHER,,,,
C00797860,ATAP,O,,,OTHER,,,,
C00797951,AMERICANS FOR ACTION,O,,,OTHER,,,,
C00797977,PARENTS AND STUDENTS FIRST OKLAHOMA,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00797985,STAND FOR COLORADO,O,0.0,0.0,OTHER,,,,
C00798009,HEALTHCARE FREEDOM SUPER PAC,O,347297.17,236503.23,OTHER,201488.0,271510.0,0.14803868092465508,BIPARTISAN
C00798355,AGENDA PAC,O,384702.25,325.0,OTHER,0.0,650.0,1.0,REP
C00798363,RESET DC,O,1346.0,0.0,OTHER,,,,
C00798504,GOP WAGON,O,287.0,0.0,OTHER,,,,
C00798520,BLACKCOPSMATTER:INDEPENDENTPOLICINGINTHEHOODS,O,,,OTHER,,,,
C00798538,CANNABIS VICTORY FUND,O,,,OTHER,,,,
C00798710,FREE AMERICA NOW,O,,,OTHER,,,,
C00801803,SOS AMERICA PAC,O,3482521.18,5390117.18,OTHER,0.0,20219202.0,1.0,REP
C00801845,AMERICAN PATRIOT ALLIANCE,O,0.0,0.0,OTHER,,,,
C00801878,LABOR LEGACY SUPERPAC,O,0.0,0.0,OTHER,,,,
C00801910,FOOD AND WATER ACTION PAC,O,23836.24,5554.47,OTHER,11100.0,0.0,1.0,DEM
C00802009,STOP SOCIALISM IN OC,O,0.0,0.0,OTHER,,,,
C00802082,ACCOUNTABILITY PROJECT,U,0.0,0.0,OTHER,,,,
C00802140,FAIR ELECTIONS GROUP,O,,,OTHER,,,,
C00802207,ADVANCE LIBERTY PAC,O,273553.0,182980.22,OTHER,56200.0,357758.0,0.7284748694311983,BIPARTISAN
C00802215,VOTE THE R,O,253.0,0.0,OTHER,,,,
C00802314,MUSKOGEE DIVERSITY COALITION,O,,,OTHER,,,,
C00802389,GIVEGREEN UNITED ACTION,O,4081809.24,38902.02,OTHER,109652.0,428.0,0.9922238372093023,DEM
C00802652,ANDY'S FIGHT,O,597.51,0.0,HOU,,,,
C00802793,PENNSYLVANIA CONSERVATIVE FUND,O,0.0,0.0,OTHER,,,,
C00802801,WEB 3.0 PAC,O,0.0,0.0,OTHER,,,,
C00802892,AMERICA THE GREAT PAC,O,,,OTHER,,,,
C00808790,STUDENT GUARDIAN PAC,O,0.0,0.0,OTHER,,,,
C00808832,UNITED ALLIANCE OF AMERICA,O,,,OTHER,,,,
C00808865,ADVOCATE FOR USA,O,,,OTHER,,,,
C00808915,DEADHEADS FOR DEMOCRATS,O,,,OTHER,,,,
C00809087,"GARDEN STATE ADVANCE, INC.",O,5.11,0.0,OTHER,,,,
C00809095,THE AMERICAN SOS PROJECT PAC,O,108510.0,0.0,OTHER,,,,
C00640458,NJ7 CITIZENS FOR CHANGE,O,1400.0,0.0,OTHER,,,,
C00803957,TRUE MICHIGAN PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00804005,STEPHAN MCCLURE,U,,,OTHER,,,,
C00804104,WISCONSIN TRUTH PAC,O,0.0,0.0,OTHER,,,,
C00804146,DISTRICT 66 WESTSIDE BOARD OF EDUCATION,U,,,OTHER,,,,
C00804187,WEB3 FORWARD,O,12731.82,0.0,OTHER,,,,
C00804294,REDWOOD STELLAR PAC,O,,,OTHER,,,,
C00793471,LETS GO BRANDON PAC,O,0.0,0.0,OTHER,,,,
C00793695,"DEFEND AMERICAN VALUES, INC.",O,10594.2,0.0,OTHER,,,,
C00793869,ALASKANS FOR L.I.S.A. (LEADERSHIP IN A STRONG ALASKA),O,20.0,0.0,OTHER,,,,
C00793893,SHUT DOWN SHERMAN,O,130.0,0.0,OTHER,,,,
C00794180,"LETS GO, LLC",O,0.0,0.0,OTHER,,,,
C00794396,SCHOOL FREEDOM FUND,O,14697585.29,1596941.98,OTHER,1522972.0,1670892.0,0.04631380672439402,BIPARTISAN
C00638031,CALIFORNIA 2020,O,0.0,0.0,OTHER,,,,
C00638064,AMERICA FIRST AGENDA,O,,,OTHER,,,,
C00638163,POWER TO IMPEACH,O,436.0,0.0,OTHER,,,,
C00784801,RESTORE AMERICA PAC,O,15500.0,0.0,OTHER,,,,
C00784876,DEFEND OKLAHOMA VALUES,O,0.0,0.0,OTHER,,,,
C00785071,AMERICANS AGAINST SEDITION,O,,,OTHER,,,,
C00785121,AFFORDABLE ENERGY FUND PAC,O,1000000.0,849999.75,OTHER,1699998.0,0.0,1.0,DEM
C00785147,RESET OHIO PAC,O,0.0,0.0,OTHER,,,,
C00785550,CONSERVATIVE ACTION LEAGUE INC,O,0.0,0.0,OTHER,,,,
C00785568,SECURE ARIZONA'S FUTURE,O,25000.0,21270.0,OTHER,0.0,42540.0,1.0,REP
C00785725,KEEP AMERICA FREE PAC,O,0.0,0.0,OTHER,,,,
C00785998,SAFEGUARD LIBERTY PAC,O,0.0,0.0,OTHER,,,,
C00786012,FREEDOM CONFERENCE PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00804526,CONSERVATIVES FOR A STRONG AMERICA PAC,O,225.0,0.0,OTHER,,,,
C00804674,TRUTH & ACCOUNTABILITY PROJECT,O,0.0,0.0,OTHER,,,,
C00804690,AMERICA 21 PAC,O,1029165.29,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00804732,CRYPTO INNOVATION,O,16102.81,0.0,OTHER,,,,
C00804773,CONNECTICUT PATRIOTS PAC,O,0.0,0.0,OTHER,,,,
C00804823,MAINSTREAM DEMOCRATS PAC,O,3592229.91,2573066.54,OTHER,4814834.0,331286.0,0.8712482413935159,DEM
C00804856,REPUBLICAN ACCOUNTABILITY PAC,O,41790354.46,36750840.41,OTHER,39380754.0,50435768.0,0.12308441424618959,BIPARTISAN
C00804864,MINNICK FAMILY COMMITTEE,O,,,OTHER,,,,
C00804997,SECURE OUR FREEDOM ACTION FUND,O,0.0,0.0,OTHER,,,,
C00829721,EARLY VOTE ACTION PAC,O,7146279.41,0.0,OTHER,,,,
C00829747,MENTAL HEALTH MATTERS,O,,,OTHER,,,,
C00829762,NATIONAL GROUND WORK STRATEGIES - GRASS ROOTS TABLE,O,,,OTHER,,,,
C00829804,FAMILIES FOR PRISON REFORM PAC,O,,,OTHER,,,,
C00829820,AMERICANISM 24,O,0.68,0.0,OTHER,,,,
C00829853,YE24 FOR REPARATIONS,O,,,OTHER,,,,
C00830067,SOUTH OC TAXPAYERS,O,0.0,0.0,OTHER,,,,
C00830075,SOONER VALUES PAC,O,0.0,0.0,OTHER,,,,
C00830224,KENTUCKIANS FOR BALANCE,O,53500.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00830331,AMERICANS FORMECONOMIC INDEPENDENCE,O,,,OTHER,,,,
C00830349,AMERICANS FOR ENERGY INDEPENDENCE,O,,,OTHER,,,,
C00791848,MOMS FOR LIBERTY ACTION,O,340318.99,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00791863,DEMOCRATIC BILLBOARD PROJECT,O,,,OTHER,,,,
C00792028,WAKE UP NEW YORK,O,50000.0,0.0,OTHER,,,,
C00792093,VOTE BLUE MAJORITY,O,734454.72,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00792259,PUT UTAH FIRST PAC,O,0.0,0.0,OTHER,,,,
C00792408,"URBAN EMPOWERMENT ACTION PAC, INC.",O,370.36,0.0,OTHER,,,,
C00792432,VETS4VETS INC.,O,0.0,0.0,OTHER,,,,
C00792770,RESTORE LIBERTY PAC,O,0.0,0.0,OTHER,,,,
C00792978,LEAGUE OF HER OWN PAC,O,0.0,0.0,OTHER,,,,
C00792986,CONSERVATIVES FOR FREEDOM PAC,O,,,OTHER,,,,
C00807396,GRANITE STATE PROSPERITY PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00807420,COMMON SENSE AMERICA ELECTION FUND,O,10000.0,0.0,OTHER,,,,
C00807552,JENERATIONAL CHANGE,O,,,OTHER,,,,
C00807719,FREE AMERICA PAC,O,23150.0,0.0,OTHER,,,,
C00777854,AGENDA FOR PROGRESS SUPER PAC,O,2032.5,0.0,OTHER,,,,
C00778001,ENERGY COAST PAC,O,0.0,0.0,OTHER,,,,
C00778050,BLUE CONGRESS,O,,,OTHER,,,,
C00778084,"MISSOURI FIRST ACTION, INC.",O,0.0,0.0,OTHER,,,,
C00778506,CONSERVATIVE ACTION COUNCIL INC,O,0.79,0.0,OTHER,,,,
C00778761,"AMERICA STRONG PAC, INC.",O,0.0,0.0,OTHER,,,,
C00814509,BIENVENIDO ACTION PAC,O,12596.38,0.0,OTHER,,,,
C00814624,ELECTION INTEGRITY PAC,O,1416710.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00814640,TAKE BACK AMERICA PAC,O,,,OTHER,,,,
C00814707,PROTECTING WOMEN'S CHOICE,O,,,OTHER,,,,
C00814715,CHULA VISTA CITIZENS FOR A BETTER TOMORROW INC,O,,,OTHER,,,,
C00814806,1787 FUND,O,134500.0,120291.0,OTHER,0.0,240582.0,1.0,REP
C00814921,VIRGINIA CONSERVATIVES FUND,O,6000.0,0.0,OTHER,,,,
C00814988,THE BATTLE OF DALLAS FOUNDATION,O,,,OTHER,,,,
C00790477,"MAKE AMERICA GREAT AGAIN, AGAIN! INC.",O,200.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00790659,CENTER STREET PAC,O,0.0,0.0,OTHER,,,,
C00790808,NEW HAMPSHIRE PRINCIPLES PAC,O,0.0,0.0,OTHER,,,,
C00790857,RUN RUBEN RUN DRAFT COMMITTEE,U,20.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00790923,"BUCKEYE LEADERSHIP FUND, INC.",O,7983400.0,7664535.5,OTHER,0.0,15329058.0,1.0,REP
C00810200,AMERICAN FREEDOM TRUST,O,0.0,0.0,OTHER,,,,
C00810267,REAL DEMOCRATS OF VIRGINIA,O,0.0,0.0,OTHER,,,,
C00810325,FRIENDS OF CHAS GALLOWAY,U,,,OTHER,,,,
C00810358,BY OUR BLOOD,O,,,OTHER,,,,
C00810465,SHESUN PAC,O,0.0,0.0,OTHER,,,,
C00810499,THE JOSHUA SUPER PAC,O,31661.95,0.0,OTHER,,,,
C00810556,EDUCATE TO INNOVATE,O,,,OTHER,,,,
C00810606,JUSTICE UNITES US PAC,O,502.88,0.0,OTHER,,,,
C00810689,DEMOCRACY FOR ALL,O,,,OTHER,,,,
C00810762,SENATE MAJORITY FUND,O,0.0,0.0,OTHER,,,,
C00810796,NO PARDONS,O,,,OTHER,,,,
C00789099,ACCOUNTABILITY WORKS,O,0.0,0.0,OTHER,,,,
C00789339,"34N22, INC.",O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00789545,FREEDOM DEFENSE PAC,O,0.0,0.0,OTHER,,,,
C00789727,FIGHT BACK PAC,O,6264.0,0.0,OTHER,,,,
C00789826,THE DINOSAUR EXTINCTION FUND,O,,,OTHER,,,,
C00789933,CITIZENS ALLIANCE POLITICAL ACTION COMMITTEE INC.,O,1840990.0,0.0,OTHER,0.0,29000.0,1.0,REP
C00790006,PROTECT OHIO'S FUTURE,O,0.0,0.0,OTHER,,,,
C00790048,DEMOCRATIC MAJORITY LEADERSHIP COALITION,O,0.0,0.0,OTHER,,,,
C00790170,BETTER SOLUTIONS,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00639088,"WOMENRUN, INC.",O,0.0,0.0,OTHER,,,,
C00639344,TIME TO ACT PAC,O,175.66,0.0,OTHER,,,,
C00811513,AMERICA FIRST - OKLAHOMA,O,0.0,0.0,OTHER,,,,
C00811612,COMMON SENSE KENTUCKY PAC,O,145750.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00811802,PACIFIC NORTHWEST POLITICAL ACTION COMMITTEE,O,19200.0,0.0,OTHER,,,,
C00811877,WE VOTE VALUES,O,4467.71,0.0,OTHER,,,,
C00812032,BLACK/BROWN PAC,O,0.0,0.0,OTHER,,,,
C00812156,UPWARD OPPORTUNITY PAC,O,0.0,0.0,OTHER,,,,
C00812164,FLOYD COUNTY CITIZENS FOR BETTER GOVERNMENT,O,,,OTHER,,,,
C00812230,TAKE BACK OREGON PAC,O,0.0,0.0,OTHER,,,,
C00805952,THE GREAT AMERICAN COMEBACK,O,0.0,0.0,OTHER,,,,
C00806000,RESTORE TRUTH USA,O,,,OTHER,,,,
C00806075,ALASKANS FOR BRISTOL BAY ACTION,O,815.0,0.0,OTHER,,,,
C00806083,TENNESSEE CONSERVATIVES PAC,O,0.0,0.0,OTHER,,,,
C00806158,TAKE BACK CONTROL PAC,O,0.0,0.0,OTHER,,,,
C00806216,SAVE AMERICA'S MILITARY PAC,O,35.0,0.0,OTHER,,,,
C00806315,HARD RESET,O,4255.09,0.0,HOU,,,,
C00806406,NEW YORK FIRST,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00806448,JORDAN HENRY FOR GLENDALE CITY COUNCIL 2022,U,0.0,0.0,OTHER,,,,
C00815753,J STREET ACTION FUND,O,240923.45,204995.0,OTHER,0.0,409988.0,1.0,REP
C00815779,DEMOCRACY PROTECTION PAC,O,0.0,0.0,OTHER,,,,
C00815787,GEORGIANS PAC,O,,,OTHER,,,,
C00815837,PERMANENT MAJORITY,O,,,OTHER,,,,
C00815910,COMMITTEE TO ORGANIZE AND REMOVE ABUSERS PAC,O,0.0,0.0,OTHER,,,,
C00815936,COALESCE MISSISSIPPI,O,0.0,0.0,OTHER,,,,
C00815969,N.C.P.,O,,,OTHER,,,,
C00816033,REAL REPUBLICAN REFORM PAC,O,0.0,0.0,OTHER,,,,
C00816173,TENNESSEE IMMIGRANT AND REFUGEE RIGHTS COALITION VOTES ACTION PAC,O,31271.77,7753.0,OTHER,15504.0,0.0,1.0,DEM
C00816256,AMERICAN HEMP GROWERS SUPER PAC,O,0.0,0.0,OTHER,,,,
C00816298,RETAKE THE HOUSE 2022,O,,,OTHER,,,,
C00779314,THE FREEDOM FORWARD FUND,O,65500.0,38853.58,OTHER,54074.0,23626.0,0.39186615186615187,BIPARTISAN
C00779488,WHAT'S NEXT AMERICA,O,9208.39,0.0,OTHER,,,,
C00779595,RSLC PAC,O,19520915.63,2234021.83,OTHER,1931118.0,1836906.0,0.02500302545843657,BIPARTISAN
C00780247,ST ROCCO FOUNDATION,O,3006.77,0.0,OTHER,,,,
C00817122,GOA VICTORY FUND,O,1580716.07,1280025.05,OTHER,0.0,2582424.0,1.0,REP
C00817189,AMERICAN LIBERTY PROJECT,O,,,OTHER,,,,
C00817197,LEFT DEMOCRATS FOR AMERICA,O,975.48,0.0,OTHER,,,,
C00817288,CONSERVATIVES FOR A BETTER AMERICA,O,0.0,0.0,OTHER,,,,
C00817312,OHIO ADVOCATES FOR FREEDOM AND LIBERTY PAC,O,,,OTHER,,,,
C00817502,ALOHAAINA NATIONAL COMMITTEE INC,O,,,OTHER,,,,
C00817536,CLIMATE POWER ACTION,O,10408979.71,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00817569,U.S. SUPER PAC,O,,,OTHER,,,,
C00817635,POSTERITY PAC,O,40109.01,0.0,OTHER,,,,
C00817643,OUR FAMILIES FIRST,O,31000.0,0.0,OTHER,,,,
C00817684,SAVE COLORADO SUPER PAC,O,,,OTHER,,,,
C00817742,MS CONSERVATIVE ACTION PAC,O,0.0,0.0,OTHER,,,,
C00787507,THE REPUBLIC PAC,O,0.0,0.0,OTHER,,,,
C00787515,"RIGHT DIRECTION WOMEN, INC.",O,11428.18,0.0,OTHER,,,,
C00787564,ONWARD KENTUCKY,O,109.0,0.0,OTHER,,,,
C00787671,FIREFIGHTERS COALITION OF AMERICA PAC,O,321423.6,54975.36,OTHER,65318.0,65318.0,0.0,BIPARTISAN
C00787887,"SNAKE RIVER CITIZENS FOR LIBERTY PAC, INC.",O,856.82,0.0,OTHER,,,,
C00787945,BLUEWAVEAMERICA LLC,O,4610076.58,969235.5,OTHER,1961602.0,110600.0,0.8932536499819999,DEM
C00787960,ENERGY DRIVES AMERICA PAC,O,0.0,0.0,OTHER,,,,
C00787978,BATTLE BORN VALUES PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00788075,CHANGE NEW YORK - SAVE AMERICA PAC,O,0.0,0.0,OTHER,,,,
C00788091,FIREBRAND PAC,O,300.0,0.0,OTHER,,,,
C00788315,PARENT PARTY SUPER PAC,O,0.0,0.0,OTHER,,,,
C00788430,POLICE OFFICER RIGHTS PAC,O,0.0,0.0,OTHER,,,,
C00788679,"GMI PAC, INC.",O,250.0,0.0,OTHER,,,,
C00788851,OHIO LEADS,O,,,OTHER,,,,
C00788877,WYOMING VALUES,O,0.0,0.0,OTHER,,,,
C00782037,TEAM PAC,O,0.0,0.0,OTHER,,,,
C00782086,OHIO WOMEN RISING,O,0.0,0.0,OTHER,,,,
