CMTE_ID,CMTE_NM,TTL_RECEIPTS,TTL_DISBURSEMENTS,MEGADONOR_RECEIPTS,MEGADONOR_DEPENDENCY,DEPENDENCY_CLASS,PTY_GROUP
C00820241,FAMILIES UNITED FOR FREEDOM,0.0,0.0,,0.0,BROAD_BASED,
C00820308,CONSERVATIVE AMERICANS PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00820357,JOBS & PROSPERITY PAC,140000.0,108915.6,77958.0,0.7157691777992012,MEGADONOR_DEPENDENT,REP
C00820423,RUNRONRUN,,,,0.0,BROAD_BASED,
C00820522,FOR A BETTER ILLINOIS,,,,0.0,BROAD_BASED,
C00826966,ALASKA MARCH ON,6628.13,2337.28,0.0,0.0,BROAD_BASED,DEM
C00827014,FAIRNESS FIRST,36015.68,0.0,,0.0,BROAD_BASED,
C00827030,CEDAR KEY PROGRESS,461786.52,306800.0,0.0,0.0,BROAD_BASED,BIPARTISAN
C00827048,"AMERICAN RESOLVE PAC, INC.",,,,0.0,BROAD_BASED,
C00827097,AMERICAN CITIZENS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00827113,RURAL AMERICA VOTES,,,,0.0,BROAD_BASED,
C00827188,SAVE AMERICA FUND,,,,0.0,BROAD_BASED,
C00827204,THE ROOSEVELT PAC,,,,0.0,BROAD_BASED,
C00827287,DAGA FEDERAL PAC,0.0,0.0,,0.0,BROAD_BASED,
C00827360,BACK THE BLUE VICTORY FUND,50.0,0.0,,0.0,BROAD_BASED,
C00827410,BLUEGRASS CONSERVATIVES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00827444,THE AMERICAN DREAM,,,,0.0,BROAD_BASED,
C00827501,SAFER CITIES USA ACTION FUND,0.0,0.0,,0.0,BROAD_BASED,
C00827535,OREGON FOR PROGRESS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00827543,NO LABELS 2024,2149475.49,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00827550,ABC PAC,0.0,0.0,,0.0,BROAD_BASED,
C00827576,WE'RE SICK OF IT,321.14,0.0,,0.0,BROAD_BASED,
C00827584,EVERY JOB IS ESSENTIAL PAC,0.0,0.0,,0.0,BROAD_BASED,
C00822775,BITCOIN FREEDOM PAC,537287.14,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00822841,OHIO VOTERS,0.0,0.0,,0.0,BROAD_BASED,
C00822866,MEGA RED PAC,,,,0.0,BROAD_BASED,
C00822932,PROGRESSIVE ERA PAC,2680084.32,0.0,,0.0,BROAD_BASED,
C00823047,LYMEPAC,,,,0.0,BROAD_BASED,
C00823096,TRUE AMERICANS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00823138,1912 PAC,,,,0.0,BROAD_BASED,
C00823153,SHE BELIEVES PAC,938.0,0.0,,0.0,BROAD_BASED,
C00823161,RURAL ALLIANCE OF CONSERVATIVES,0.0,0.0,,0.0,BROAD_BASED,
C00823187,TOGETHER WE WILL PAC,0.0,0.0,,0.0,BROAD_BASED,
C00823203,CITIZENS FOR VIRGINIA,,,,0.0,BROAD_BASED,
C00823237,MARIJUANA FOR AMERICA,38.4,0.0,,0.0,BROAD_BASED,
C00823344,53 PEAKS,0.0,0.0,,0.0,BROAD_BASED,
C00786095,CLEVELAND FOR ALL,0.0,0.0,,0.0,BROAD_BASED,
C00786111,OKLAHOMANS FOR LAW AND ORDER,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00786145,PATRIOT GUN COALITION,0.0,0.0,,0.0,BROAD_BASED,
C00786152,ALABAMA CONSERVATIVES FUND,20191.34,0.0,,0.0,BROAD_BASED,
C00786269,A BETTER ORLANDO PAC,0.0,0.0,,0.0,BROAD_BASED,
C00786293,FREEDOM'S ACTION PAC,1022.92,0.0,,0.0,BROAD_BASED,
C00786517,NORTHWEST OHIO FREEDOM FUND PAC,35000.0,36755.46,0.0,0.0,BROAD_BASED,REP
C00786624,DEMOCRACY PAC II,1515613.62,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00786897,"THENEWINTERNETPAC, INC.",,,,0.0,BROAD_BASED,
C00786970,NO MO PAC,0.0,0.0,,0.0,BROAD_BASED,
C00787085,"CRYPTOPAC, INC.",,,,0.0,BROAD_BASED,
C00787150,KEEP THE SENATE,5755.47,845.45,,0.0,BROAD_BASED,
C00787168,ELECT BLACK VOICES,0.0,0.0,,0.0,BROAD_BASED,
C00787176,ELECT LATINO VOICES,0.0,0.0,,0.0,BROAD_BASED,
C00787184,DIVERSITY MATTERS,0.0,0.0,,0.0,BROAD_BASED,
C00787242,KEEP THE HOUSE PAC,1575.4,410.02,,0.0,BROAD_BASED,
C00787283,AMERICANS FOR COMMON GROUND,0.0,0.0,,0.0,BROAD_BASED,
C00787382,COALITION OF MINORITY BUSINESS OWNERS,,,,0.0,BROAD_BASED,
C00787432,ALL FOR OUR COUNTRY,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00631986,I LOVE AMERICA SUPER PAC,,,,0.0,BROAD_BASED,
C00632109,FIRST STATE STRONG FEC,213970.88,150865.65,0.0,0.0,BROAD_BASED,DEM
C00825539,MOMS FOR SAFE STREETS,0.0,0.0,,0.0,BROAD_BASED,
C00825570,1636 PAC,0.0,0.0,,0.0,BROAD_BASED,
C00825703,FFPA,,,,0.0,BROAD_BASED,
C00825802,JUSTICE & SAFETY ALLIANCE,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00825828,WE WILL DEFEND THIS ACTION,0.0,0.0,,0.0,BROAD_BASED,
C00825836,FIGHT CORPORATE MONOPOLIES PAC,104.52,0.0,,0.0,BROAD_BASED,
C00825851,MAKE AMERICA GREAT AGAIN INC.,410509931.12,376948786.7,375022472.0,0.994839237166482,MEGADONOR_DEPENDENT,BIPARTISAN
C00825869,NEW MEXICANS FOR PROSPERITY,0.0,0.0,,0.0,BROAD_BASED,
C00825885,PATRIOTS FOR A BRIGHTER AMERICA,876736.12,717626.0,0.0,0.0,BROAD_BASED,REP
C00825893,AMERICA'S HOPE,,,,0.0,BROAD_BASED,
C00825901,THE MODERATE MICHIGAN VOICE,0.0,0.0,,0.0,BROAD_BASED,
C00825919,MODERATE CONSERVATIVES PAC,,,,0.0,BROAD_BASED,
C00825935,SAVE AMERICA TRUST,,,,0.0,BROAD_BASED,
C00825984,GOOD GOVERNMENT ALLIANCE,19543.3,0.0,,0.0,BROAD_BASED,
C00826008,VALENCIA FIRST,,,,0.0,BROAD_BASED,
C00826016,GOD SUPER PAC,,,,0.0,BROAD_BASED,
C00826024,PIVOT VICTORY FUND,20821.95,9721.6,0.0,0.0,BROAD_BASED,DEM
C00826057,SOUTH DAKOTAN FOR POLITICAL INTEGRITY,4079.94,0.0,,0.0,BROAD_BASED,
C00826073,PROTECT WEST VIRGINIA VALUES,750000.0,523450.0,0.0,0.0,BROAD_BASED,REP
C00826115,ADVANCE RIGHT SUPER PAC,144925.0,0.0,,0.0,BROAD_BASED,
C00799031,UNITED DEMOCRACY PROJECT ('UDP'),87176557.14,37859810.12,36429086.0,0.9622117828707637,MEGADONOR_DEPENDENT,DEM
C00799122,"AMERICAN-DNA PAC, INC.",,,,0.0,BROAD_BASED,
C00799460,STAND FOR NH PAC,1881.25,0.0,,0.0,BROAD_BASED,
C00799569,FOSTER A NEW TEXAS,,,,0.0,BROAD_BASED,
C00799726,BLUE2022,,,,0.0,BROAD_BASED,
C00799866,OKIEWAY,5000.0,0.0,,0.0,BROAD_BASED,
C00799916,PROGRESSIVE VOICES ACTION FUND,22000.0,7000.0,7000.0,1.0,MEGADONOR_DEPENDENT,DEM
C00800086,RESTORING AMERICA ACTION,0.0,0.0,,0.0,BROAD_BASED,
C00824144,"NJ GRASSROOTS COALITION, INC.",159200.0,0.0,,0.0,BROAD_BASED,
C00824193,AMERICAN ENERGY SUPER-PAC,,,,0.0,BROAD_BASED,
C00824276,UNITED FOR BETTER,,,,0.0,BROAD_BASED,
C00824292,AMERICAN LEADERSHIP PAC,1551828.24,1166598.74,9734.0,0.008343941127812136,BROAD_BASED,REP
C00824318,RHR PAC,,,,0.0,BROAD_BASED,
C00824367,BLOCKPAC.NET,,,,0.0,BROAD_BASED,
C00824375,CONSERVATIVE NOVA,150.0,0.0,,0.0,BROAD_BASED,
C00824441,PRIDE PAC,,,,0.0,BROAD_BASED,
C00824482,AMERICANS FOR TRANSPARENCY,0.0,0.0,,0.0,BROAD_BASED,
C00824490,DOME PAC,0.0,0.0,,0.0,BROAD_BASED,
C00824532,RHODE ISLAND VICTORY COMMITTEE,0.0,0.0,,0.0,BROAD_BASED,
C00824656,UNITED TOMORROW,392084.37,0.0,,0.0,BROAD_BASED,
C00824714,PEOPLE WHO LOVE AMERICA,10000.0,33500.0,0.0,0.0,BROAD_BASED,DEM
C00824730,FRIENDS OF FRANK GILROY,,,,0.0,BROAD_BASED,
C00821454,THE FOUNDATION PAC,,,,0.0,BROAD_BASED,
C00821462,DRUM MAJOR PAC,102.0,0.0,,0.0,BROAD_BASED,
C00821488,THE AMERICAN COMEBACK PAC,3431.0,0.0,,0.0,BROAD_BASED,
C00821587,MAKE A DIFFERENCE MN 05,0.0,0.0,,0.0,BROAD_BASED,
C00821611,ASIAN AMERICANS FOR CHANGE FUND,220556.01,58365.99,105215.0,0.9120183764573311,MEGADONOR_DEPENDENT,DEM
C00821629,"TRUE WEST PAC, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00821652,AMERICAN LIBERTY ACTION PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00821710,AMPL ( ADVANCEMENT OF MINORITY POLITICAL LEADERS),0.0,0.0,,0.0,BROAD_BASED,
C00821751,STRONGER AMERICA,950.0,0.0,,0.0,BROAD_BASED,
C00821769,NEIGHBOR IN CONGRESS,,,,0.0,BROAD_BASED,
C00821777,SAMUEL'S SUPER PAC,0.0,0.0,,0.0,BROAD_BASED,
C00821819,OLD DRUM CONSERVATIVE PAC,,,,0.0,BROAD_BASED,
C00821892,BEEHIVE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00821934,"MAGA.COM, INC",1000.0,0.0,,0.0,BROAD_BASED,
C00821942,PINK IS THE NEW BLUE!,21780.0,14930.0,0.0,0.0,BROAD_BASED,DEM
C00821975,ENERGIZE OUR FUTURE,1500.0,0.0,,0.0,BROAD_BASED,
C00796003,IMPACT VETS INC.,,,,0.0,BROAD_BASED,
C00796045,TRUTH AND COURAGE PAC,37916061.3,25897658.83,25624254.0,0.9894437851178303,MEGADONOR_DEPENDENT,BIPARTISAN
C00796177,BUCKEYE FREEDOM FUND,109000.0,0.0,,0.0,BROAD_BASED,
C00796227,GEORGIA DEMOCRATS FOR CHANGE,1298.77,0.0,,0.0,BROAD_BASED,
C00796243,UNITED COALITION FOR HIP HOP CULTURE,,,,0.0,BROAD_BASED,
C00796615,EQUANIMITY DEMOCRATS,,,,0.0,BROAD_BASED,
C00796847,FIX JERSEY NOW PAC,7352.7,0.0,,0.0,BROAD_BASED,
C00796953,A BETTER KANSAS PAC,,,,0.0,BROAD_BASED,
C00797084,THE GUARDIAN SUPER PAC,72345.84,10200.0,0.0,0.0,BROAD_BASED,REP
C00797118,HONOR IN GOVERNMENT FUND,0.0,0.0,,0.0,BROAD_BASED,
C00797134,PACHECO SUPER PAC,,,,0.0,BROAD_BASED,
C00797274,GREEN FLORIDA,0.0,0.0,,0.0,BROAD_BASED,
C00797332,TEXANS FOR FREEDOM,50035.0,44388.44,0.0,0.0,BROAD_BASED,REP
C00797340,BLUE CD2 NEW MEXICO USA,345911.68,77606.43,0.0,0.0,BROAD_BASED,DEM
C00800250,"GEORGIANS FOR STRONG FAMILIES, INC.",0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00800524,"CHASE STELL FOR GEORGIA, INC.",,,,0.0,BROAD_BASED,
C00800995,DEMOCRATIC MESSAGING PROJECT,779789.8,307153.99,0.0,0.0,BROAD_BASED,DEM
C00801126,FREE OHIO,0.0,0.0,,0.0,BROAD_BASED,
C00801217,PRESCRIPTION FOR CHANGE PAC,,,,0.0,BROAD_BASED,
C00801449,REPUBLICAN ELECTION COMMITTEE,0.0,0.0,,0.0,BROAD_BASED,
C00801506,THE CONSORTIUM OF RETURNING CITIZENS,,,,0.0,BROAD_BASED,
C00794628,THE CONSERVATIVE CONSERVATION ACTION FUND,0.0,0.0,,0.0,BROAD_BASED,
C00794669,GEORGE WASHINGTON INITIATIVE ACTION FUND,9612.0,0.0,,0.0,BROAD_BASED,
C00794719,"RESTORE COMMON SENSE, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00794768,RED WAVE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00794891,AMERICAN LEADERSHIP ACTION,25021.79,0.0,,0.0,BROAD_BASED,
C00795120,THE FUTURE OF AMERICA SUPER PAC,,,,0.0,BROAD_BASED,
C00828319,MILLENNIAL CONGRESS COMMITTEE AKA THE CONGRESS FOR A MILLENNIAL SOCIETY,,,,0.0,BROAD_BASED,
C00828343,RELAY,3164618.0,189238.52,0.0,0.0,BROAD_BASED,DEM
C00828400,RON TO THE RESCUE,291.01,0.0,,0.0,BROAD_BASED,
C00828418,MAKE AMERICA FAIR,0.0,0.0,,0.0,BROAD_BASED,
C00828491,AMERICAN FREEDOM NOW,0.0,0.0,,0.0,BROAD_BASED,
C00828517,JOIN THE RED WAVE,0.0,0.0,,0.0,BROAD_BASED,
C00828525,"AAPI SUPER GAPPAC FUND, INC.",0.0,9362.82,,0.0,BROAD_BASED,NON_PARTISAN
C00828533,WORKER POWER PAC FOR GEORGIA,1030000.0,1030000.0,1030000.0,1.0,MEGADONOR_DEPENDENT,DEM
C00828608,HARDWORKING AMERICANS INC.,2905685.24,323688.45,0.0,0.0,BROAD_BASED,BIPARTISAN
C00828665,ELECT LIBERTY,,,,0.0,BROAD_BASED,
C00828673,RED ELEPHANT PAC,,,,0.0,BROAD_BASED,
C00828681,FINAL FIGHT FUND,,,,0.0,BROAD_BASED,
C00828715,PEOPLE'S PARTY OF USA,,,,0.0,BROAD_BASED,
C00828731,I-95 PAC,0.0,0.0,,0.0,BROAD_BASED,
C00828798,FUNDDONALDTRUMP,,,,0.0,BROAD_BASED,
C00828863,PROJECT NEPTUNE,,,,0.0,BROAD_BASED,
C00828921,CUT CRUZ PAC,46316.8,2000.0,0.0,0.0,BROAD_BASED,REP
C00828962,PATRIOTIC FREEDOM COALITION,,,,0.0,BROAD_BASED,
C00797407,GLENALE PARENTS UNITED,,,,0.0,BROAD_BASED,
C00797589,CONSERVATIVE LEADERS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00797829,STOP HIM NOW,100.0,0.0,,0.0,BROAD_BASED,
C00797860,ATAP,,,,0.0,BROAD_BASED,
C00797951,AMERICANS FOR ACTION,,,,0.0,BROAD_BASED,
C00797977,PARENTS AND STUDENTS FIRST OKLAHOMA,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00797985,STAND FOR COLORADO,0.0,0.0,,0.0,BROAD_BASED,
C00798009,HEALTHCARE FREEDOM SUPER PAC,347297.17,236503.23,59000.0,0.24947251362585043,BROAD_BASED,BIPARTISAN
C00798355,AGENDA PAC,384702.25,325.0,0.0,0.0,BROAD_BASED,REP
C00798363,RESET DC,1346.0,0.0,,0.0,BROAD_BASED,
C00798504,GOP WAGON,287.0,0.0,,0.0,BROAD_BASED,
C00798520,BLACKCOPSMATTER:INDEPENDENTPOLICINGINTHEHOODS,,,,0.0,BROAD_BASED,
C00798538,CANNABIS VICTORY FUND,,,,0.0,BROAD_BASED,
C00798710,FREE AMERICA NOW,,,,0.0,BROAD_BASED,
C00801803,SOS AMERICA PAC,3482521.18,5390117.18,10109601.0,1.0,MEGADONOR_DEPENDENT,REP
C00801845,AMERICAN PATRIOT ALLIANCE,0.0,0.0,,0.0,BROAD_BASED,
C00801878,LABOR LEGACY SUPERPAC,0.0,0.0,,0.0,BROAD_BASED,
C00801910,FOOD AND WATER ACTION PAC,23836.24,5554.47,629.0,0.11333333333333333,BROAD_BASED,DEM
C00802009,STOP SOCIALISM IN OC,0.0,0.0,,0.0,BROAD_BASED,
C00802082,ACCOUNTABILITY PROJECT,0.0,0.0,,0.0,BROAD_BASED,
C00802140,FAIR ELECTIONS GROUP,,,,0.0,BROAD_BASED,
C00802207,ADVANCE LIBERTY PAC,273553.0,182980.22,35000.0,0.19127878062509907,BROAD_BASED,BIPARTISAN
C00802215,VOTE THE R,253.0,0.0,,0.0,BROAD_BASED,
C00802314,MUSKOGEE DIVERSITY COALITION,,,,0.0,BROAD_BASED,
C00802389,GIVEGREEN UNITED ACTION,4081809.24,38902.02,0.0,0.0,BROAD_BASED,DEM
C00802652,ANDY'S FIGHT,597.51,0.0,,0.0,BROAD_BASED,
C00802793,PENNSYLVANIA CONSERVATIVE FUND,0.0,0.0,,0.0,BROAD_BASED,
C00802801,WEB 3.0 PAC,0.0,0.0,,0.0,BROAD_BASED,
C00802892,AMERICA THE GREAT PAC,,,,0.0,BROAD_BASED,
C00808790,STUDENT GUARDIAN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00808832,UNITED ALLIANCE OF AMERICA,,,,0.0,BROAD_BASED,
C00808865,ADVOCATE FOR USA,,,,0.0,BROAD_BASED,
C00808915,DEADHEADS FOR DEMOCRATS,,,,0.0,BROAD_BASED,
C00809087,"GARDEN STATE ADVANCE, INC.",5.11,0.0,,0.0,BROAD_BASED,
C00809095,THE AMERICAN SOS PROJECT PAC,108510.0,0.0,,0.0,BROAD_BASED,
C00640458,NJ7 CITIZENS FOR CHANGE,1400.0,0.0,,0.0,BROAD_BASED,
C00803957,TRUE MICHIGAN PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00804005,STEPHAN MCCLURE,,,,0.0,BROAD_BASED,
C00804104,WISCONSIN TRUTH PAC,0.0,0.0,,0.0,BROAD_BASED,
C00804146,DISTRICT 66 WESTSIDE BOARD OF EDUCATION,,,,0.0,BROAD_BASED,
C00804187,WEB3 FORWARD,12731.82,0.0,,0.0,BROAD_BASED,
C00804294,REDWOOD STELLAR PAC,,,,0.0,BROAD_BASED,
C00793471,LETS GO BRANDON PAC,0.0,0.0,,0.0,BROAD_BASED,
C00793695,"DEFEND AMERICAN VALUES, INC.",10594.2,0.0,,0.0,BROAD_BASED,
C00793869,ALASKANS FOR L.I.S.A. (LEADERSHIP IN A STRONG ALASKA),20.0,0.0,,0.0,BROAD_BASED,
C00793893,SHUT DOWN SHERMAN,130.0,0.0,,0.0,BROAD_BASED,
C00794180,"LETS GO, LLC",0.0,0.0,,0.0,BROAD_BASED,
C00794396,SCHOOL FREEDOM FUND,14697585.29,1596941.98,1505906.0,0.9429994514481518,MEGADONOR_DEPENDENT,BIPARTISAN
C00638031,CALIFORNIA 2020,0.0,0.0,,0.0,BROAD_BASED,
C00638064,AMERICA FIRST AGENDA,,,,0.0,BROAD_BASED,
C00638163,POWER TO IMPEACH,436.0,0.0,,0.0,BROAD_BASED,
C00784801,RESTORE AMERICA PAC,15500.0,0.0,,0.0,BROAD_BASED,
C00784876,DEFEND OKLAHOMA VALUES,0.0,0.0,,0.0,BROAD_BASED,
C00785071,AMERICANS AGAINST SEDITION,,,,0.0,BROAD_BASED,
C00785121,AFFORDABLE ENERGY FUND PAC,1000000.0,849999.75,849999.0,1.0,MEGADONOR_DEPENDENT,DEM
C00785147,RESET OHIO PAC,0.0,0.0,,0.0,BROAD_BASED,
C00785550,CONSERVATIVE ACTION LEAGUE INC,0.0,0.0,,0.0,BROAD_BASED,
C00785568,SECURE ARIZONA'S FUTURE,25000.0,21270.0,0.0,0.0,BROAD_BASED,REP
C00785725,KEEP AMERICA FREE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00785998,SAFEGUARD LIBERTY PAC,0.0,0.0,,0.0,BROAD_BASED,
C00786012,FREEDOM CONFERENCE PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00804526,CONSERVATIVES FOR A STRONG AMERICA PAC,225.0,0.0,,0.0,BROAD_BASED,
C00804674,TRUTH & ACCOUNTABILITY PROJECT,0.0,0.0,,0.0,BROAD_BASED,
C00804690,AMERICA 21 PAC,1029165.29,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00804732,CRYPTO INNOVATION,16102.81,0.0,,0.0,BROAD_BASED,
C00804773,CONNECTICUT PATRIOTS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00804823,MAINSTREAM DEMOCRATS PAC,3592229.91,2573066.54,1920427.0,0.7463591987749995,MEGADONOR_DEPENDENT,DEM
C00804856,REPUBLICAN ACCOUNTABILITY PAC,41790354.46,36750840.41,37616137.0,0.8376217685204956,MEGADONOR_DEPENDENT,BIPARTISAN
C00804864,MINNICK FAMILY COMMITTEE,,,,0.0,BROAD_BASED,
C00804997,SECURE OUR FREEDOM ACTION FUND,0.0,0.0,,0.0,BROAD_BASED,
C00829721,EARLY VOTE ACTION PAC,7146279.41,0.0,,0.0,BROAD_BASED,
C00829747,MENTAL HEALTH MATTERS,,,,0.0,BROAD_BASED,
C00829762,NATIONAL GROUND WORK STRATEGIES - GRASS ROOTS TABLE,,,,0.0,BROAD_BASED,
C00829804,FAMILIES FOR PRISON REFORM PAC,,,,0.0,BROAD_BASED,
C00829820,AMERICANISM 24,0.68,0.0,,0.0,BROAD_BASED,
C00829853,YE24 FOR REPARATIONS,,,,0.0,BROAD_BASED,
C00830067,SOUTH OC TAXPAYERS,0.0,0.0,,0.0,BROAD_BASED,
C00830075,SOONER VALUES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00830224,KENTUCKIANS FOR BALANCE,53500.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00830331,AMERICANS FORMECONOMIC INDEPENDENCE,,,,0.0,BROAD_BASED,
C00830349,AMERICANS FOR ENERGY INDEPENDENCE,,,,0.0,BROAD_BASED,
C00791848,MOMS FOR LIBERTY ACTION,340318.99,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00791863,DEMOCRATIC BILLBOARD PROJECT,,,,0.0,BROAD_BASED,
C00792028,WAKE UP NEW YORK,50000.0,0.0,,0.0,BROAD_BASED,
C00792093,VOTE BLUE MAJORITY,734454.72,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00792259,PUT UTAH FIRST PAC,0.0,0.0,,0.0,BROAD_BASED,
C00792408,"URBAN EMPOWERMENT ACTION PAC, INC.",370.36,0.0,,0.0,BROAD_BASED,
C00792432,VETS4VETS INC.,0.0,0.0,,0.0,BROAD_BASED,
C00792770,RESTORE LIBERTY PAC,0.0,0.0,,0.0,BROAD_BASED,
C00792978,LEAGUE OF HER OWN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00792986,CONSERVATIVES FOR FREEDOM PAC,,,,0.0,BROAD_BASED,
C00807396,GRANITE STATE PROSPERITY PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00807420,COMMON SENSE AMERICA ELECTION FUND,10000.0,0.0,,0.0,BROAD_BASED,
C00807552,JENERATIONAL CHANGE,,,,0.0,BROAD_BASED,
C00807719,FREE AMERICA PAC,23150.0,0.0,,0.0,BROAD_BASED,
C00777854,AGENDA FOR PROGRESS SUPER PAC,2032.5,0.0,,0.0,BROAD_BASED,
C00778001,ENERGY COAST PAC,0.0,0.0,,0.0,BROAD_BASED,
C00778050,BLUE CONGRESS,,,,0.0,BROAD_BASED,
C00778084,"MISSOURI FIRST ACTION, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00778506,CONSERVATIVE ACTION COUNCIL INC,0.79,0.0,,0.0,BROAD_BASED,
C00778761,"AMERICA STRONG PAC, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00814509,BIENVENIDO ACTION PAC,12596.38,0.0,,0.0,BROAD_BASED,
C00814624,ELECTION INTEGRITY PAC,1416710.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00814640,TAKE BACK AMERICA PAC,,,,0.0,BROAD_BASED,
C00814707,PROTECTING WOMEN'S CHOICE,,,,0.0,BROAD_BASED,
C00814715,CHULA VISTA CITIZENS FOR A BETTER TOMORROW INC,,,,0.0,BROAD_BASED,
C00814806,1787 FUND,134500.0,120291.0,0.0,0.0,BROAD_BASED,REP
C00814921,VIRGINIA CONSERVATIVES FUND,6000.0,0.0,,0.0,BROAD_BASED,
C00814988,THE BATTLE OF DALLAS FOUNDATION,,,,0.0,BROAD_BASED,
C00790477,"MAKE AMERICA GREAT AGAIN, AGAIN! INC.",200.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00790659,CENTER STREET PAC,0.0,0.0,,0.0,BROAD_BASED,
C00790808,NEW HAMPSHIRE PRINCIPLES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00790857,RUN RUBEN RUN DRAFT COMMITTEE,20.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00790923,"BUCKEYE LEADERSHIP FUND, INC.",7983400.0,7664535.5,7664529.0,1.0,MEGADONOR_DEPENDENT,REP
C00810200,AMERICAN FREEDOM TRUST,0.0,0.0,,0.0,BROAD_BASED,
C00810267,REAL DEMOCRATS OF VIRGINIA,0.0,0.0,,0.0,BROAD_BASED,
C00810325,FRIENDS OF CHAS GALLOWAY,,,,0.0,BROAD_BASED,
C00810358,BY OUR BLOOD,,,,0.0,BROAD_BASED,
C00810465,SHESUN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00810499,THE JOSHUA SUPER PAC,31661.95,0.0,,0.0,BROAD_BASED,
C00810556,EDUCATE TO INNOVATE,,,,0.0,BROAD_BASED,
C00810606,JUSTICE UNITES US PAC,502.88,0.0,,0.0,BROAD_BASED,
C00810689,DEMOCRACY FOR ALL,,,,0.0,BROAD_BASED,
C00810762,SENATE MAJORITY FUND,0.0,0.0,,0.0,BROAD_BASED,
C00810796,NO PARDONS,,,,0.0,BROAD_BASED,
C00789099,ACCOUNTABILITY WORKS,0.0,0.0,,0.0,BROAD_BASED,
C00789339,"34N22, INC.",0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00789545,FREEDOM DEFENSE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00789727,FIGHT BACK PAC,6264.0,0.0,,0.0,BROAD_BASED,
C00789826,THE DINOSAUR EXTINCTION FUND,,,,0.0,BROAD_BASED,
C00789933,CITIZENS ALLIANCE POLITICAL ACTION COMMITTEE INC.,1840990.0,0.0,,0.0,BROAD_BASED,REP
C00790006,PROTECT OHIO'S FUTURE,0.0,0.0,,0.0,BROAD_BASED,
C00790048,DEMOCRATIC MAJORITY LEADERSHIP COALITION,0.0,0.0,,0.0,BROAD_BASED,
C00790170,BETTER SOLUTIONS,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00639088,"WOMENRUN, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00639344,TIME TO ACT PAC,175.66,0.0,,0.0,BROAD_BASED,
C00811513,AMERICA FIRST - OKLAHOMA,0.0,0.0,,0.0,BROAD_BASED,
C00811612,COMMON SENSE KENTUCKY PAC,145750.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00811802,PACIFIC NORTHWEST POLITICAL ACTION COMMITTEE,19200.0,0.0,,0.0,BROAD_BASED,
C00811877,WE VOTE VALUES,4467.71,0.0,,0.0,BROAD_BASED,
C00812032,BLACK/BROWN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00812156,UPWARD OPPORTUNITY PAC,0.0,0.0,,0.0,BROAD_BASED,
C00812164,FLOYD COUNTY CITIZENS FOR BETTER GOVERNMENT,,,,0.0,BROAD_BASED,
C00812230,TAKE BACK OREGON PAC,0.0,0.0,,0.0,BROAD_BASED,
