CMTE_ID,CMTE_NM,TTL_RECEIPTS,TTL_DISBURSEMENTS,MEGADONOR_RECEIPTS,MEGADONOR_DEPENDENCY,DEPENDENCY_CLASS,PTY_GROUP
C00651505,JUSTICE & PUBLIC SAFETY PAC,744226.19,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00652867,STAND FIRM AMERICA,0.0,0.0,,0.0,BROAD_BASED,
C00652982,SOLUTION FUND PAC,0.0,0.0,,0.0,BROAD_BASED,
C00656413,FEDERAL DEMOCRATIC ELECTION COMMITTEE,31985.7,0.0,,0.0,BROAD_BASED,
C00657866,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,19599051.34,9160728.55,7175410.0,0.7832802206901008,MEGADONOR_DEPENDENT,REP
C00659011,"WITH HONOR FUND, INC.",4356143.59,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00659219,AMERICAN JOBS AND GROWTH PAC,1536588.85,156604.25,163620.0,0.905879747536264,MEGADONOR_DEPENDENT,BIPARTISAN
C00659482,C-FARAR,0.0,0.0,,0.0,BROAD_BASED,
C00661496,PROGRESS PUERTO RICO PAC,2550.0,0.0,,0.0,BROAD_BASED,
C00664094,SUNSHINE COLORADO,0.0,0.0,,0.0,BROAD_BASED,
C00665323,FIRST FREEDOM OHIO PAC,20.0,0.0,,0.0,BROAD_BASED,
C00668301,DEFENDARIZONA,0.0,0.0,,0.0,BROAD_BASED,
C00669242,CFG ACTION MONTANA,0.0,0.0,,0.0,BROAD_BASED,
C00669325,LONE STAR VALUES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00670265,7GEN LEADERS,400.0,0.0,,0.0,BROAD_BASED,
C00670513,TENTH AMENDMENT ACTION PROJECT,0.0,0.0,,0.0,BROAD_BASED,
C00671669,MISSISSIPPI VICTORY FUND,0.0,0.0,,0.0,BROAD_BASED,
C00671685,AUTISM HEAR US NOW PAC,889600.01,233807.33,0.0,0.0,BROAD_BASED,BIPARTISAN
C00672139,CONSERVATION OHIO,330249.77,313301.73,0.0,0.0,BROAD_BASED,DEM
C00674218,MIDDLE CLASS PAC,,,,0.0,BROAD_BASED,
C00674291,HONOR AND PRINCIPLES PAC,,,,0.0,BROAD_BASED,
C00674424,CITIZENS AGAINST TYRANNY IN AMERICA,0.0,0.0,,0.0,BROAD_BASED,
C00675397,A STRONGER TEXAS FUND,0.0,2384.0,0.0,0.0,BROAD_BASED,DEM
C00675447,NEW MEXICO STRONG FUND,0.0,700.0,0.0,0.0,BROAD_BASED,DEM
C00676700,CITIZENS FOR A STRONGER NEW JERSEY,0.0,0.0,,0.0,BROAD_BASED,
C00676718,ASSOCIATION FOR POLICE OFFICERS,0.0,0.0,,0.0,BROAD_BASED,
C00677948,KING'S LIST,0.0,0.0,,0.0,BROAD_BASED,
C00678003,WISCONSIN FIRST PAC,0.0,0.0,,0.0,BROAD_BASED,
C00679159,CLEAN UP CONGRESS PAC,1300.0,0.0,,0.0,BROAD_BASED,
C00679316,COMMITTEE TO BUILD THE ECONOMY,0.0,48879.02,36642.0,0.7497391197593763,MEGADONOR_DEPENDENT,DEM
C00679423,BLUE ORGANIZING PROJECT,0.0,0.0,,0.0,BROAD_BASED,
C00680223,AMERICAN VALUES COMMITTEE,180.0,0.0,,0.0,BROAD_BASED,
C00680314,C3 PAC,55139.6,0.0,,0.0,BROAD_BASED,
C00680447,VISION BLUE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00681221,ECONOMIC JUSTICE FOR ALL,1681134.96,0.0,,0.0,BROAD_BASED,
C00681320,CALIFORNIA JUSTICE PAC,3530.0,0.0,,0.0,BROAD_BASED,
C00681478,FIRST FOR AMERICA,270000.0,264000.0,0.0,0.0,BROAD_BASED,REP
C00682559,PROTECTING OUR CONSTITUTION,0.0,0.0,,0.0,BROAD_BASED,
C00682633,THE NEW AMERICAN POPULIST PAC,25000.0,0.0,,0.0,BROAD_BASED,
C00682898,AMERICAN UPRISING 2020,0.0,0.0,,0.0,BROAD_BASED,
C00682930,HIP HOP SUPER PAC,0.0,0.0,,0.0,BROAD_BASED,
C00682971,DEMOCRATIC TOMORROW,773.92,0.0,225.0,0.4639175257731959,MEGADONOR_INFLUENCED,DEM
C00683599,CHANGE NOW,,,,0.0,BROAD_BASED,
C00683649,"MIND THE GAP, INC",4174839.98,0.0,,0.0,BROAD_BASED,
C00684001,UNITE U.S. AGAIN INC.,,,,0.0,BROAD_BASED,
C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),826000.12,865721.68,194000.0,0.1976268479128975,BROAD_BASED,BIPARTISAN
C00685982,UNITED VETERANS ALLIANCE OF AMERICA PAC,700994.88,174828.46,0.0,0.0,BROAD_BASED,BIPARTISAN
C00686337,CALIFORNIA MODERATE VOICES,0.0,0.0,,0.0,BROAD_BASED,
C00686352,DEMOCRATIC FRONTLINE,785.0,0.0,,0.0,BROAD_BASED,
C00686477,NOSOTROS PAC,1307.12,0.0,,0.0,BROAD_BASED,
C00687327,AMERICAN FREEDOM AND OPPORTUNITY PAC,6000.0,1500.0,0.0,0.0,BROAD_BASED,REP
C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,952665.69,1841.84,0.0,0.0,BROAD_BASED,DEM
C00687533,MISSOURI DEMOCRACY PROJECT PAC,207516.45,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00687541,WE BELIEVE WE VOTE,,,,0.0,BROAD_BASED,
C00687657,AMERICAN PRO-ISRAEL PAC,,,,0.0,BROAD_BASED,
C00688358,GOOD GOVERNMNENT,0.0,0.0,,0.0,BROAD_BASED,
C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,533083.31,251.89,0.0,0.0,BROAD_BASED,DEM
C00688580,TERM LIMITS ACTION,1118847.79,589941.0,0.0,0.0,BROAD_BASED,BIPARTISAN
C00688655,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),23210400.63,9298927.91,9204244.0,0.9712603615770132,MEGADONOR_DEPENDENT,BIPARTISAN
C00689745,MAKE THE ROAD ACTION INDEPENDENT EXPENDITURE COMMITTEE,767391.27,440775.53,1005759.0,1.0,MEGADONOR_DEPENDENT,DEM
C00690776,MICHIGAN LIBERATION ACTION FUND,119885.0,15192.51,0.0,0.0,BROAD_BASED,DEM
C00690800,"RESTORE AMERICA'S PROSPERITY, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00692129,TEA PARTY PAC,134135.07,2322.21,0.0,0.0,BROAD_BASED,REP
C00692970,UFCW LOCAL 227 WORKING FAMILIES FUND,36000.0,0.0,,0.0,BROAD_BASED,
C00692988,ALL FOR OUR COUNTRY VICTORY FUND,0.0,0.0,,0.0,BROAD_BASED,
C00693184,COMMITTEE FOR AN OPEN UNION,,,,0.0,BROAD_BASED,
C00694695,FIGHTING FOR KANSAS PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00694836,RETAKE THE HOUSE,,,,0.0,BROAD_BASED,
C00696112,PROTECT AMERICAN VALUES PAC,18382.8,6500.0,0.0,0.0,BROAD_BASED,REP
C00696211,BATTLE FOR AMERICA PAC,4285.0,0.0,,0.0,BROAD_BASED,
C00697466,AMERICANS FOR NATURAL PRODUCTS,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00697755,VIRGINIA PLUS PAC,1507825.01,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00698928,PA ACCOUNTABILITY PROJECT,0.0,0.0,,0.0,BROAD_BASED,
C00699041,DEFEAT I.O. PAC,0.0,0.0,,0.0,BROAD_BASED,
C00700518,OUR COLORADO PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00701888,UNITE THE COUNTRY,7045395.35,3797221.39,3072092.0,0.7608679876610326,MEGADONOR_DEPENDENT,DEM
C00702324,CONSERVATIVES FOR A BETTER NORTH CAROLINA,0.0,0.0,,0.0,BROAD_BASED,
C00703827,DELIVERING WISCONSIN,3475.0,3202.75,0.0,0.0,BROAD_BASED,REP
C00705384,AMERICA GREAT PAC,826165.35,0.0,,0.0,BROAD_BASED,
C00706929,HELP AMERICA VOTE,0.0,0.0,,0.0,BROAD_BASED,
C00707356,CRYPTO AND DATA CENTER PAC,0.0,0.0,,0.0,BROAD_BASED,
C00708644,"BLACK BEAR PAC, INC.",10482354.83,0.0,,0.0,BROAD_BASED,REP
C00710160,AMERICAN ALLIANCE FOR DISABLED CHILDREN PAC,3462681.74,50000.0,0.0,0.0,BROAD_BASED,REP
C00710178,HONORING AMERICAN LAW ENFORCEMENT PAC,1759210.66,86000.0,0.0,0.0,BROAD_BASED,BIPARTISAN
C00710616,AMERICA UNITED,0.0,0.0,,0.0,BROAD_BASED,
C00715904,"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",,,,0.0,BROAD_BASED,
C00716555,SPANKTHEELEPHANTPAC.COM,0.0,0.0,,0.0,BROAD_BASED,
C00717421,GRIT PAC,0.0,0.0,,0.0,BROAD_BASED,
C00717629,OUR SHARED VALUES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00717710,JUST GOOD GOVERNMENT PAC,36500.0,9162.73,0.0,0.0,BROAD_BASED,DEM
C00717918,FLIP THE SENATE PAC,368.86,0.0,,0.0,BROAD_BASED,
C00718841,RIGHT WOMEN PAC,0.25,0.0,,0.0,BROAD_BASED,
C00718916,REINVESTING IN AMERICA 2020,0.0,0.0,,0.0,BROAD_BASED,
C00720540,STAND AMERICA PAC,97397.24,51764.97,0.0,0.0,BROAD_BASED,REP
C00720649,REFORM LEADERS PAC,60399.88,512676.8,0.0,0.0,BROAD_BASED,REP
C00720938,WOMEN WIN,55.82,0.0,,0.0,BROAD_BASED,
C00721969,ALLIANCE FOR A GREATER MINNESOTA,0.0,0.0,,0.0,BROAD_BASED,
C00722025,SEAL PAC USA,411830.0,155750.0,0.0,0.0,BROAD_BASED,REP
C00722306,ENOUGH IS ENOUGH VOTER PROJECT,2251.15,0.0,,0.0,BROAD_BASED,
C00722322,FAITH PAC,0.0,0.0,,0.0,BROAD_BASED,
C00722371,ENERGY SECURITY PAC,0.0,0.0,,0.0,BROAD_BASED,
C00723528,"AMERICAN INDIGENOUS INDIAN, ABORIGINAL CALFORNIANS INDEPENDENT ORGINAL CALIFORNIANS",0.0,0.0,,0.0,BROAD_BASED,
C00723544,A UNITED HOUSTON,0.0,0.0,,0.0,BROAD_BASED,
C00725317,BETTER FUTURE MI FUND,0.0,0.0,,0.0,BROAD_BASED,
C00727834,ARIZONA LEADERSHIP ALLIANCE,775.0,0.0,,0.0,BROAD_BASED,
C00728352,DREAM DEFENDERS FIGHT PAC,1494.65,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00728386,DEFEATING COMMUNISM PAC,148064.29,29416.21,0.0,0.0,BROAD_BASED,REP
C00731067,"GTTOUCAN, LLC",888.0,0.0,,0.0,BROAD_BASED,
C00731109,VOTE LIBERATION,0.0,0.0,,0.0,BROAD_BASED,
C00731273,RURAL AMERICA PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00731372,VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION,6020000.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00733915,MICHIGAN PEOPLES CHOICE,273414.0,411247.69,0.0,0.0,BROAD_BASED,DEM
C00733972,CHRISTIANS FOR AMERICA,0.0,0.0,,0.0,BROAD_BASED,
C00735571,TEXANS COMING TOGETHER,0.0,0.0,,0.0,BROAD_BASED,
C00735670,REPUBLIC RENEWAL,312020.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00735696,"RIGHT FOR ALABAMA PAC, INC",0.0,0.0,,0.0,BROAD_BASED,
C00735894,VALOR PROJECT,145850.0,0.0,,0.0,BROAD_BASED,
C00736744,AMERICAN FREEDOM FUND,0.0,0.0,,0.0,BROAD_BASED,
C00736751,FAITH AND POWER PAC,13606.8,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00737296,AMERICAN DIGNITY PAC,,,,0.0,BROAD_BASED,
C00737304,"PEOPLE AGAINST SCHOOL SHOOTINGS DBA PARENTS AGAINST SCHOOL SHOOTINGS, POLICE AGAINST SCHOOL SHOOTINGS, POLITICIANS AGAINST SCHOOL SHOOTINGS, PASS LAWS, PASSLAWS.ORG, PASSLAWS",1712.85,0.0,,0.0,BROAD_BASED,
C00738674,REPRODUCTIVE FREEDOM FOR ALL FREEDOM FUND,2762180.0,2638037.61,1423625.0,0.5278652017020721,MEGADONOR_DEPENDENT,BIPARTISAN
C00738732,CLEAN WAVE,301362.0,184550.56,0.0,0.0,BROAD_BASED,DEM
C00739771,UNITE TO WIN,358500.0,322115.22,0.0,0.0,BROAD_BASED,DEM
C00740134,AX FED PAC,1000.0,0.0,,0.0,BROAD_BASED,
C00740209,DISARM THE DEEP STATE,0.0,0.0,,0.0,BROAD_BASED,
C00740217,OHIO REPUBLICAN PAC,17400.0,531.06,,0.0,BROAD_BASED,NON_PARTISAN
C00740225,NRDC ACTION VOTES,5005267.79,4404837.76,3100000.0,0.7037719451984138,MEGADONOR_DEPENDENT,REP
C00740274,"NH FREEDOM FUND, INC.",0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00741348,AMERICANS FOR PROGRESSIVE ACTION USA,,,,0.0,BROAD_BASED,
C00742494,KEEP KENTUCKY GREAT,11000.0,0.0,,0.0,BROAD_BASED,
C00742635,GUN RIGHTS AMERICA,168659.36,119912.59,0.0,0.0,BROAD_BASED,BIPARTISAN
C00742759,WORKING AMERICA PAC,10118.06,0.0,,0.0,BROAD_BASED,
C00743963,ELECT HONEST LEADERSHIP PAC,400.0,0.0,,0.0,BROAD_BASED,
C00743989,"GOD, GUNS, LIFE PAC",2025.0,0.0,,0.0,BROAD_BASED,
C00744185,NUESTRO PAC,493457.51,326389.3,0.0,0.0,BROAD_BASED,DEM
C00745315,LIBERTY PAC; THE,0.0,0.0,,0.0,BROAD_BASED,
C00745745,IN UNION USA,6890000.0,2061874.95,2061864.0,1.0,MEGADONOR_DEPENDENT,BIPARTISAN
C00746784,BLUEPRINT FOR PROGRESS,0.0,0.0,,0.0,BROAD_BASED,
C00746867,COMMITTEE FOR ADVANCING FREEDOM,10500.0,0.0,,0.0,BROAD_BASED,
C00747097,JUST THE TRUTH POLITICAL ACTION COMMITTEE,662030.0,621000.0,0.0,0.0,BROAD_BASED,REP
C00747121,RED SENATE,3761224.37,2881703.92,2253817.0,0.6788165826610626,MEGADONOR_DEPENDENT,BIPARTISAN
C00748301,BLOC PAC,67607.76,76580.01,57934.0,0.7565358196871164,MEGADONOR_DEPENDENT,DEM
C00748319,MAKE OKLAHOMA GREAT AGAIN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00748475,CONSERVATIVE OUTSIDER PAC INC,5259175.0,5156563.81,4321616.0,0.8380852646205252,MEGADONOR_DEPENDENT,REP
C00748582,REALLY AMERICAN PAC,198834.59,21500.0,0.0,0.0,BROAD_BASED,REP
C00748608,THE UNITED PEACE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00748772,GENERATION ACTION FUND,1650.0,0.0,,0.0,BROAD_BASED,
C00748798,CENTER FOR ESSENTIAL INFORMATION,0.0,0.0,,0.0,BROAD_BASED,
C00749671,CITIZENS FOR FREE ENTERPRISE,15120645.43,0.0,,0.0,BROAD_BASED,REP
C00750174,PLAINS PAC,11000.0,0.0,,0.0,BROAD_BASED,
C00750182,"OPPORTUNITY MATTERS FUND, INC.",178098.28,1047773.7,1047767.0,1.0,MEGADONOR_DEPENDENT,REP
C00750224,CONCERNED AMERICANS FOR AMERICA,491618.0,486241.33,0.0,0.0,BROAD_BASED,REP
C00751032,JOBS FOR OUR FUTURE PAC,0.0,0.0,,0.0,BROAD_BASED,
C00751495,ATU ACTION FUND,3600000.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00751503,NEW LEADERSHIP PAC,93438.49,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00752469,THE SOUTHERN STRATEGY,7184.0,0.0,,0.0,BROAD_BASED,
C00752691,ONE FOR ALL COMMITTEE,20890969.07,16350507.1,16102237.0,0.9848177490144934,MEGADONOR_DEPENDENT,DEM
C00752808,ELEVENTHREE,0.0,0.0,,0.0,BROAD_BASED,
C00752840,MAGGPAC,0.0,0.0,,0.0,BROAD_BASED,
C00752931,WHAT DO YOU HAVE TO LOSE 2024,0.0,0.0,,0.0,BROAD_BASED,
C00754051,WORKERS VOTE,27552767.88,9322389.74,5253720.0,0.5110667808440716,MEGADONOR_DEPENDENT,BIPARTISAN
C00754192,ORANGE COUNTY PAC,832946.47,244660.9,0.0,0.0,BROAD_BASED,DEM
C00754218,TEXAS ALLIANCE FOR LIFE FED PAC,31544.15,44914.14,699.0,0.015584936790707007,BROAD_BASED,BIPARTISAN
C00755231,"OPERATION RESTORE MILITARY HONOR AND VALOR, INC.",0.0,0.0,,0.0,BROAD_BASED,
C00755363,VOTE FOR EQUALITY,453285.96,204286.31,0.0,0.0,BROAD_BASED,DEM
C00755629,STOP SOCIALISM NOW PAC,0.0,0.0,,0.0,BROAD_BASED,
C00755694,UNITED WOMEN'S HEALTH ALLIANCE PAC,221244.98,0.0,,0.0,BROAD_BASED,
C00756569,WORKER POWER PAC,12056955.79,2804390.03,2125523.0,0.7579670370816785,MEGADONOR_DEPENDENT,DEM
C00756593,DAGA INDIVIDUAL PAC,770529.0,0.0,,0.0,BROAD_BASED,
C00756635,AMERICANS FOR DECENCY AND DEMOCRACY,7361.14,0.0,,0.0,BROAD_BASED,
C00756643,HEROES PAC INC.,4523.1,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00756684,"USA VOTE FOR FREEDOM ORGANIZATION SUPER PAC, INC",,,,0.0,BROAD_BASED,
C00756718,CAROLINA COMEBACK PAC,,,,0.0,BROAD_BASED,
C00756791,VOTEBLUE,13157.6,30197.83,0.0,0.0,BROAD_BASED,DEM
C00756858,KEEP FL GREAT PAC,0.0,0.0,,0.0,BROAD_BASED,
C00756874,ALL THE FACTS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00758011,VOTAR ES PODER PAC,840026.9,376547.63,468051.0,0.8785631426608552,MEGADONOR_DEPENDENT,BIPARTISAN
C00758086,UNITED AGAINST WHITE SUPREMACY,,,,0.0,BROAD_BASED,
C00758102,MOVE AHEAD USA,2408.2,975.0,0.0,0.0,BROAD_BASED,REP
C00758193,OHIOANS FOR JUSTICE AND INTEGRITY,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00758292,"PATRIOTIC LEGAL IMMIGRANTS USA, INC.",333.77,0.0,,0.0,BROAD_BASED,
C00758326,TOGETHER WE WIN QC INC,1.08,0.0,,0.0,BROAD_BASED,
C00758441,WOMEN FOR A MORE CHRISTIAN AMERICA,0.0,0.0,,0.0,BROAD_BASED,
C00759332,THE DISABLED VETERANS COALITION PAC,14158.0,0.0,,0.0,BROAD_BASED,
C00759365,PATRIOTS FOR POLICE PAC,226.0,0.0,,0.0,BROAD_BASED,
C00759373,HELLFIGHTERS PAC,540.0,0.0,,0.0,BROAD_BASED,
C00759456,NATIONAL IMMIGRANT VICTORY FUND,0.0,0.0,,0.0,BROAD_BASED,
C00759597,WORKING PEOPLE RISING,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00759910,MARGINS PAC,0.0,0.0,,0.0,BROAD_BASED,
C00759936,AMERICANS FOR A CLEANER WORLD,0.0,0.0,,0.0,BROAD_BASED,
C00760801,THE TURNOUT PROJECT,752020.0,343571.97,0.0,0.0,BROAD_BASED,DEM
C00760835,LOSERS AND SUCKERS VOTE,13000.0,0.0,,0.0,BROAD_BASED,
C00761064,API PA VOTES,3013240.55,788098.58,410318.0,0.40178331874325574,MEGADONOR_INFLUENCED,DEM
C00761072,ONE APIA PAC,1180000.0,1158673.37,1000000.0,0.8630629759792312,MEGADONOR_DEPENDENT,DEM
C00761205,FREEDOM THROUGH TRUTH,0.0,0.0,,0.0,BROAD_BASED,
C00761213,AMERICAN DREAMS PAC,68724.57,0.0,,0.0,BROAD_BASED,
C00761973,RED AMERICA,,,,0.0,BROAD_BASED,
C00762377,PEACHTREE PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00762435,THE PEOPLE FOR THE REMOVAL OF JOE BIDEN PAC,0.0,0.0,,0.0,BROAD_BASED,
C00763391,ONWARD AMERICA,9856.76,0.0,,0.0,BROAD_BASED,
C00763409,ORGANIZING EMPOWERMENT PAC,4819606.59,1422489.25,2292483.0,1.0,MEGADONOR_DEPENDENT,DEM
C00763433,GALEO IMPACT FUND PAC,5041.81,0.0,,0.0,BROAD_BASED,
C00763540,RED WAVE MAJORITY,0.0,0.0,,0.0,BROAD_BASED,
C00764522,GUN OWNERS ACTION FUND,0.0,0.0,,0.0,BROAD_BASED,
C00766154,DEFEAT SEDITIONISTS,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00766527,CARRY THE TORCH,0.0,0.0,,0.0,BROAD_BASED,
C00766659,NOVEMBER COALITION,1896444.38,309094.3,0.0,0.0,BROAD_BASED,DEM
C00768929,OPERATION 147,28907.95,0.0,,0.0,BROAD_BASED,
C00769182,LIBERTY COOKIES,0.0,0.0,,0.0,BROAD_BASED,
C00769232,JEFFERSON RISING,18511970.98,5639747.74,5639747.0,1.0,MEGADONOR_DEPENDENT,BIPARTISAN
C00771329,AMERICA FIRST FUTURE,243.11,0.0,,0.0,BROAD_BASED,
C00771345,CONSERVATIVE ACTION FORCE,0.0,0.0,,0.0,BROAD_BASED,
C00771477,MAKE AMERICA GREAT AGAIN ACTION INC,1232803.7,1619957.69,1619957.0,1.0,MEGADONOR_DEPENDENT,DEM
C00771642,AMERICAN FOCUS PAC,,,,0.0,BROAD_BASED,
C00771816,AMERICAN RESURGENCE,0.0,0.0,,0.0,BROAD_BASED,
C00772020,KENTUCKY FREEDOM PAC,0.0,0.0,,0.0,BROAD_BASED,
C00772079,DIGITAL LEADERSHIP FUND,250000.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00772152,ELECT PRINCIPLED VETERANS FUND (EPV FUND),6445131.0,3334317.33,2248042.0,0.6742148527836785,MEGADONOR_DEPENDENT,REP
C00772194,DEFEND THE AMERICAN DREAM PAC,37600.0,18826.3,9227.0,0.4901460823373174,MEGADONOR_INFLUENCED,REP
C00773788,SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC,510773.64,123283.68,0.0,0.0,BROAD_BASED,BIPARTISAN
C00774042,CIVIC DATA PAC,276500.0,0.0,,0.0,BROAD_BASED,
C00774125,NO SURRENDER NY,1454.46,0.0,,0.0,BROAD_BASED,
C00774257,HOOSIER HONOR,350000.0,111810.0,0.0,0.0,BROAD_BASED,REP
C00774323,POLICE AND TROOPER SUPPORT PAC,1763009.8,25995.34,0.0,0.0,BROAD_BASED,REP
C00774422,PUSH BACK PA,9659.0,0.0,,0.0,BROAD_BASED,
C00774596,ALASKA FIRST,0.0,0.0,,0.0,BROAD_BASED,
C00774661,CHARLES R DOWNS SUPER PAC,,,,0.0,BROAD_BASED,
C00774737,PATRIOTIC MAJORITY PAC,0.0,0.0,,0.0,BROAD_BASED,
C00776294,REPUBLICAN RESET PAC,0.0,0.0,,0.0,BROAD_BASED,
C00776385,SAVE MISSOURI VALUES,766001.0,0.0,,0.0,BROAD_BASED,
C00776419,THE PEOPLE UNITED PAC,211406.26,7805.0,0.0,0.0,BROAD_BASED,DEM
C00776450,BUILDING A BETTER OHIO,,,,0.0,BROAD_BASED,
C00776799,IREP USA,0.0,0.0,,0.0,BROAD_BASED,
C00776823,GRASSROOTS ORGANIZING WINS (GROWPAC),11742.0,0.0,,0.0,BROAD_BASED,
C00777185,SAVING ARIZONA PAC,20446.72,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00777300,BEACHES ENVIRONMENTAL ACTION COMMITTEE (FOR) HOSPITALITY,,,,0.0,BROAD_BASED,
C00777334,LIBERTY CHAMPIONS,3038.0,0.0,,0.0,BROAD_BASED,
C00777359,INDEPENDENT RISING PAC,0.0,0.0,,0.0,BROAD_BASED,
C00818534,MONTANA FREEDOM PAC,0.0,0.0,,0.0,BROAD_BASED,
C00818674,POLITICIANS DEPENDENT ON ALL CITIZENS,5.0,0.0,,0.0,BROAD_BASED,
C00818849,TOGETHER FOR PROGRESS,0.0,0.0,,0.0,BROAD_BASED,
C00819136,TRUE DEMOCRATS ONLY PAC,1800.0,0.0,,0.0,BROAD_BASED,
C00812958,GRAND GATE PAC,,,,0.0,BROAD_BASED,
C00812990,OFFICAL FUND RAISING CAMPAIGN INC,,,,0.0,BROAD_BASED,
C00813006,"BETTER ACCESS TO CHIROPRACTIC PAC (CHIROPRACTIC FUTURE, LLC)",61949.14,20000.0,0.0,0.0,BROAD_BASED,REP
C00813089,"FIGHT TO WIN AMERICA, INC.",85025.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00813113,AMERICAN LIBERTY FOUNDATION PAC,0.0,0.0,,0.0,BROAD_BASED,
C00813170,CHANGE FOR US ACTION FUND,54875.43,0.0,,0.0,BROAD_BASED,
C00813329,TAR HEEL CONSERVATIVES,0.0,0.0,,0.0,BROAD_BASED,
C00813543,BUILD AND PROTECT OK,15000.0,0.0,,0.0,BROAD_BASED,
C00813550,SAFEGUARDING OKLAHOMA VALUES PAC,0.0,0.0,,0.0,BROAD_BASED,
C00780536,WE THE PEOPLE,,,,0.0,BROAD_BASED,
C00780593,DIGITAL ECONOMY ALLIANCE INC,,,,0.0,BROAD_BASED,
C00780684,ADVANCING ARIZONA FORWARD,872.02,0.0,,0.0,BROAD_BASED,
C00780841,PRINCIPLED VETERANS FUND (PV FUND),2824884.47,572011.45,29760.0,0.04529632104376361,BROAD_BASED,DEM
C00780965,MEET IN THE MIDDLE FOR AMERICA,12922.83,0.0,,0.0,BROAD_BASED,
C00781476,CONGRESSIONAL PRO-LIFE PAC,46.69,0.0,,0.0,BROAD_BASED,
C00781690,MAGACOIN VICTORY FUND,0.0,0.0,,0.0,BROAD_BASED,
C00781708,NATIONAL FIREFIGHTERS COALITION,207.0,0.0,,0.0,BROAD_BASED,
C00783217,BLUE TO RED PAC INC.,50.0,0.0,,0.0,BROAD_BASED,
C00783670,"WE THE PEOPLE, REPRESENTED",0.0,0.0,,0.0,BROAD_BASED,
C00783860,PEOPLE AGAINST CORRUPTION PAC,,,,0.0,BROAD_BASED,
C00783969,FORWARD USA FEDERAL POLITICAL ACTION COMMITTEE,36032.89,0.0,,0.0,BROAD_BASED,
C00784025,RESIST THIS PAC,784607.01,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00784173,GET GEORGIA RIGHT PAC,0.0,0.0,,0.0,BROAD_BASED,
C00784488,BATTLE READY PAC,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00819904,TRANSPARENCY IN POLITICS,,,,0.0,BROAD_BASED,
C00819987,NEVADA FOR FREEDOM,0.0,0.0,,0.0,BROAD_BASED,
C00820001,CONSERVATIVES FOR A STRONGER AMERICA,0.0,0.0,,0.0,BROAD_BASED,NON_PARTISAN
C00820068,CONSERVATIVE ACTION FOR AMERICA PAC,0.0,0.0,,0.0,BROAD_BASED,
C00820084,COMMON SENSE FOR CONNECTICUT,,,,0.0,BROAD_BASED,
C00820175,OUR HUDSON PAC,0.0,0.0,,0.0,BROAD_BASED,
C00820233,FUTURE REPUBLCIAN LEADERSHIP PAC,,,,0.0,BROAD_BASED,
