CMTE_ID,TTL_DISBURSEMENTS,PARTISAN_TOTAL,DISCREPANCY,DISCREPANCY_PCT
C00877027,32825.0,65648.0,-32823.0,99.993907083016
C00880815,93672.0,187338.0,-93666.0,99.99359467076607
C00868083,77057.59,154110.0,-77052.41,99.9932777549882
C00521013,287122.91,574226.0,-287103.09,99.99309703290484
C00890053,2799231.41,5598268.0,-2799036.59,99.99304023242578
C00888792,13631.49,27262.0,-13630.51,99.99281076390035
C00826800,41030.5,82058.0,-41027.5,99.99268836597166
C00864173,48253.77,96504.0,-48250.23,99.99266378564826
C00786517,36755.46,73508.0,-36752.54,99.99205560207926
C00524181,1086612.37,2173136.0,-1086523.63,99.99183333427354
C00860106,80059.6,160112.0,-80052.4,99.99100670000848
C00878215,56183.71,112362.0,-56178.29,99.9903530756513
C00874941,38799.98,77596.0,-38796.02,99.98979380917204
C00716704,96927.02,193844.0,-96916.98,99.98964169124356
C00654608,18430.96,36860.0,-18429.04,99.98958274555423
C00756569,2804390.03,5608484.0,-2804093.97,99.98944298058285
C00782847,77956.38,155904.0,-77947.62,99.98876294666323
C00720540,51764.97,103524.0,-51759.03,99.98852505854828
C00871327,11553.71,23106.0,-11552.29,99.98770957553896
C00826024,9721.6,19442.0,-9720.4,99.98765635286372
C00874784,62500.0,124992.0,-62492.0,99.9872
C00882779,40265.6,80526.0,-40260.4,99.98708575061592
C00866673,75818.9,151628.0,-75809.1,99.98707446296373
C00884015,5545.37,11090.0,-5544.63,99.98665553425651
C00772194,18826.3,37650.0,-18823.7,99.98618953272816
C00872275,19640.38,39278.0,-19637.62,99.98594731873823
C00879122,21749.55,43496.0,-21746.45,99.98574683154364
C00863548,102974.41,205934.0,-102959.59,99.98560807486054
C00877753,81767.1,163522.0,-81754.9,99.98507957356931
C00853119,65000.0,129990.0,-64990.0,99.98461538461538
C00886929,148988.7,297954.0,-148965.3,99.98429411089565
C00717710,9162.73,18324.0,-9161.27,99.98406588429431
C00891234,43184.45,86362.0,-43177.55,99.98402202644702
C00878728,9904.8,19808.0,-9903.2,99.9838462159761
C00837138,16222.43,32442.0,-16219.57,99.98237008882145
C00867770,5666.5,11332.0,-5665.5,99.98235242213006
C00779314,38853.58,77700.0,-38846.42,99.98157183971206
C00528901,45961.64,91914.0,-45952.36,99.97980924962643
C00611202,18068.96,36134.0,-18065.04,99.97830533688713
C00851279,4360.5,8720.0,-4359.5,99.97706685013186
C00867945,49228.89,98446.0,-49217.11,99.97607096158374
C00679316,48879.02,97746.0,-48866.98,99.97536775491818
C00879080,13978.79,27954.0,-13975.21,99.97438977193303
C00816173,7753.0,15504.0,-7751.0,99.97420353411583
C00845974,91789.62,183552.0,-91762.38,99.97032344180094
C00887208,73975.58,147928.0,-73952.42,99.96869237118518
C00509463,36204.0,72396.0,-36192.0,99.96685449121644
C00890848,5483.95,10966.0,-5482.05,99.96535344049454
C00739557,428067.78,855978.0,-427910.22,99.96319274484988
C00654764,7858.48,15714.0,-7855.52,99.96233368284962
C00758789,1408.3,2816.0,-1407.7,99.95739544131223
C00836189,3496.8,6992.0,-3495.2,99.95424388011895
C00703827,3202.75,6404.0,-3201.25,99.95316524861447
C00870295,9606.33,19208.0,-9601.67,99.95149031940397
C00635243,1617.47,3234.0,-1616.53,99.94188454809053
C00869305,38835.37,77648.0,-38812.63,99.94144513107508
C00881557,1707.5,3414.0,-1706.5,99.94143484626647
C00685768,6004.84,12006.0,-6001.16,99.9387161023441
C00556274,53583.18,107132.0,-53548.82,99.93587539970565
C00647966,423799.41,847302.0,-423502.59,99.9299621488383
C00891457,3020.16,6038.0,-3017.84,99.92318287772835
C00864348,1098457.31,2195910.0,-1097452.69,99.90854264513929
C00801910,5554.47,11100.0,-5545.53,99.83904855008667
C00872705,4905.1,9802.0,-4896.9,99.83282705755234
C00531814,10609.13,21198.0,-10588.87,99.80903240887802
C00881573,2851.73,5698.0,-2846.27,99.80853727386534
C00509893,286596.43,572636.0,-286039.57,99.80569890560047
C00826404,15142.83,30256.0,-15113.17,99.80413172438706
C00841593,7739200.57,15461392.0,-7722191.43,99.78022096925703
C00844290,1165.44,2328.0,-1162.56,99.75288303130148
C00479824,11822.88,23612.0,-11789.12,99.7144519778599
C00574178,117441.91,234548.0,-117106.09,99.7140543780325
C00754218,44914.14,89694.0,-44779.86,99.7010295644089
C00850032,16144.55,32236.0,-16091.45,99.6710964381169
C00755363,204286.31,407790.0,-203503.69,99.61690041784983
C00487827,2816.41,5622.0,-2805.59,99.61582298031892
C00883215,13576.68,27100.0,-13523.32,99.60697313334335
C00720649,512676.8,1023192.0,-510515.2,99.57836984236464
C00693838,19943506.23,39798284.0,-19854777.77,99.55510099890795
C00827600,917.09,1830.0,-912.91,99.54421049188193
C00883165,186.58,372.0,-185.42,99.37828277414512
C00888867,175.61,350.0,-174.39,99.3052787426684
C00483693,41336.14,82356.0,-41019.86,99.23485840719526
C00879510,173734996.5,346058444.0,-172323447.5,99.18752753996803
C00844613,54062372.99,107553842.0,-53491469.01,98.94399015724743
C00489252,614.89,1222.0,-607.11,98.73473304168226
C00488403,650.28,1292.0,-641.72,98.68364396875194
C00761577,584.4,1160.0,-575.6,98.49418206707735
C00826966,2337.28,4636.0,-2298.72,98.35021905805037
C00766659,309094.3,612938.0,-303843.7,98.30129510638017
C00871368,10495997.74,20811170.0,-10315172.26,98.2771958942895
C00672139,313301.73,5724.0,307577.73,98.17300721575971
C00761072,1158673.37,2283942.0,-1125268.63,97.11698388304202
C00571703,211093032.88,415811006.0,-204717973.12,96.97997623463773
C00825851,376948786.7,740127768.0,-363178981.3,96.34703548974177
C00825885,717626.0,1405414.0,-687788.0,95.84212389183223
C00528554,13344390.75,26114168.0,-12769777.25,95.69396976778427
C00740225,4404837.76,8589672.0,-4184834.24,95.0054115046453
C00847236,1287062.41,2507344.0,-1220281.59,94.81137670705496
C00887851,444394.0,865282.0,-420888.0,94.71054964738498
C00772152,3334317.33,6491622.0,-3157304.67,94.69118735618363
C00632109,150865.65,10000.0,140865.65,93.37158591104073
C00745745,2061874.95,3972442.0,-1910567.05,92.66163546921214
C00831404,4591519.2,8834896.0,-4243376.8,92.4177078471108
C00835967,7065745.17,13585376.0,-6519630.83,92.2709590162024
C00488742,11750451.66,22488534.0,-10738082.34,91.38442206910028
C00832238,17338.69,1558.0,15780.689999999999,91.01431538368816
C00881805,7346958.03,718220.0,6628738.03,90.22425339756569
C00835959,40661820.61,76762422.0,-36100601.39,88.78255043287892
C00492116,150244.1,280486.0,-130241.9,86.68686490850556
C00523241,676383.0,1252766.0,-576383.0,85.2154770300259
C00858779,2905066.39,538898.0,2366168.39,81.44971826272102
C00872119,761764.67,1371774.0,-610009.33,80.07844863689989
C00540203,4505033.15,8046070.0,-3541036.8499999996,78.60179341854564
C00776419,7805.0,13888.0,-6083.0,77.9372197309417
C00849489,54394982.49,96468238.0,-42073255.51,77.3476772747096
C00854893,1377216.59,330420.0,1046796.5900000001,76.00813100864549
C00650432,10578.09,17874.0,-7295.91,68.97190324529286
C00779595,2234021.83,3768024.0,-1534002.17,68.66549598577556
C00624817,713724.23,1198216.0,-484491.77,67.88220851070167
C00684332,4449.45,7398.0,-2948.55,66.26774095674747
C00738815,181367.93,65378.0,115989.93,63.9528333371837
C00740514,19826.13,32432.0,-12605.869999999999,63.582100995000026
C00662221,3468250.92,5659644.0,-2191393.08,63.18438690127991
C00865352,72330.82,115902.0,-43571.17999999999,60.238747466156184
C00864926,9635813.37,15357750.0,-5721936.630000001,59.38197856565586
C00715433,184250.0,291500.0,-107250.0,58.2089552238806
C00532630,905250.0,1416000.0,-510750.0,56.420878210439106
C00668905,7563135.98,11766654.0,-4203518.02,55.57903535141781
C00824821,52045.86,80832.0,-28786.14,55.30918309352559
C00587022,228736.51,326100.0,-97363.48999999999,42.565784535227884
C00754754,126761.9,179706.0,-52944.100000000006,41.76657181692607
C00853770,790960.91,1087518.0,-296557.08999999997,37.493267524434295
C00684530,614505.09,837950.0,-223444.91000000003,36.36176715802306
C00891135,1398194.49,1899494.0,-501299.51,35.85334612497293
C00875443,90000.0,120000.0,-30000.0,33.33333333333333
C00663724,172.49,128.0,44.49000000000001,25.792799582584504
C00889931,1812219.65,2279334.0,-467114.3500000001,25.775813103008794
C00865238,51656.37,64836.0,-13179.629999999997,25.51404599277881
C00592303,32556.3,25414.0,7142.299999999999,21.938303799878977
C00873638,123295.94,146778.0,-23482.059999999998,19.0452824318465
C00748475,5156563.81,6052788.0,-896224.1900000004,17.380259859520685
C00876482,17175380.13,14466816.0,2708564.129999999,15.770038913252273
C00886747,56042.12,48234.0,7808.120000000003,13.932592128920179
C00752378,532675.0,605350.0,-72675.0,13.643403576289481
C00489856,6044420.93,6819194.0,-774773.0700000003,12.817986685119898
C00877670,16235.36,18152.0,-1916.6399999999994,11.805343398606494
C00690776,15192.51,13516.0,1676.5100000000002,11.035108747665792
C00739565,231137.09,255608.0,-24470.910000000003,10.587184428081189
