CMTE_ID,TTL_DISBURSEMENTS,PARTISAN_TOTAL,DISCREPANCY,DISCREPANCY_PCT
C00889261,5000.0,10000.0,-5000.0,100.0
C00625566,69000.0,138000.0,-69000.0,100.0
C00661264,12375.0,24750.0,-12375.0,100.0
C00748582,21500.0,43000.0,-21500.0,100.0
C00736140,26800.0,53600.0,-26800.0,100.0
C00878041,549960.0,1099920.0,-549960.0,100.0
C00870642,21910.0,43820.0,-21910.0,100.0
C00544551,2140500.03,0.0,2140500.03,100.0
C00692467,100000.0,200000.0,-100000.0,100.0
C00488494,8000.0,16000.0,-8000.0,100.0
C00877936,71878.0,143756.0,-71878.0,100.0
C00834754,4680.0,9360.0,-4680.0,100.0
C00873398,58289.0,116578.0,-58289.0,100.0
C00862094,930000.0,1860000.0,-930000.0,100.0
C00845776,112000.0,0.0,112000.0,100.0
C00845693,81000.0,162000.0,-81000.0,100.0
C00876094,490000.0,980000.0,-490000.0,100.0
C00860411,120000.0,240000.0,-120000.0,100.0
C00876656,77040.0,154080.0,-77040.0,100.0
C00876177,1108.0,0.0,1108.0,100.0
C00881318,2500.0,5000.0,-2500.0,100.0
C00824714,33500.0,67000.0,-33500.0,100.0
C00821942,14930.0,29860.0,-14930.0,100.0
C00875039,947440.0,1894880.0,-947440.0,100.0
C00875005,46600.0,93200.0,-46600.0,100.0
C00782508,45405.38,0.0,45405.38,100.0
C00866418,20000.0,40000.0,-20000.0,100.0
C00877787,2650000.0,5300000.0,-2650000.0,100.0
C00864058,247785.0,495570.0,-247785.0,100.0
C00864017,10750.0,21500.0,-10750.0,100.0
C00878678,296427.94,0.0,296427.94,100.0
C00875625,27655.0,55310.0,-27655.0,100.0
C00878710,913.0,1826.0,-913.0,100.0
C00879072,51050.0,102100.0,-51050.0,100.0
C00879189,24000.0,48000.0,-24000.0,100.0
C00888768,12000.0,24000.0,-12000.0,100.0
C00668517,20600.0,41200.0,-20600.0,100.0
C00823534,100000.0,200000.0,-100000.0,100.0
C00892117,59792.0,0.0,59792.0,100.0
C00681478,264000.0,528000.0,-264000.0,100.0
C00687327,1500.0,3000.0,-1500.0,100.0
C00890087,595000.0,1190000.0,-595000.0,100.0
C00891887,50000.0,100000.0,-50000.0,100.0
C00879965,599900.0,1199800.0,-599900.0,100.0
C00880559,12400.0,24800.0,-12400.0,100.0
C00857425,283275.0,566550.0,-283275.0,100.0
C00833228,421000.0,842000.0,-421000.0,100.0
C00869347,12478.0,24956.0,-12478.0,100.0
C00886804,460700.0,921400.0,-460700.0,100.0
C00832550,10000.0,20000.0,-10000.0,100.0
C00832642,122900.0,245800.0,-122900.0,100.0
C00828525,9362.82,0.0,9362.82,100.0
C00828533,1030000.0,2060000.0,-1030000.0,100.0
C00826073,523450.0,1046900.0,-523450.0,100.0
C00799916,7000.0,14000.0,-7000.0,100.0
C00747097,621000.0,1242000.0,-621000.0,100.0
C00710178,86000.0,172000.0,-86000.0,100.0
C00868612,300000.0,600000.0,-300000.0,100.0
C00696112,6500.0,13000.0,-6500.0,100.0
C00891291,20476000.0,40952000.0,-20476000.0,100.0
C00891283,5231.0,0.0,5231.0,100.0
C00891267,4945.0,0.0,4945.0,100.0
C00743377,2250.0,4500.0,-2250.0,100.0
C00816843,30200.0,60400.0,-30200.0,100.0
C00885947,1400000.0,0.0,1400000.0,100.0
C00886002,358067.0,716134.0,-358067.0,100.0
C00808584,200000.0,400000.0,-200000.0,100.0
C00886242,21000.0,42000.0,-21000.0,100.0
C00734616,7000.0,14000.0,-7000.0,100.0
C00709691,35045.0,70090.0,-35045.0,100.0
C00683243,1908505.6,0.0,1908505.6,100.0
C00885145,14950.0,29900.0,-14950.0,100.0
C00885285,107.0,0.0,107.0,100.0
C00885400,751075.0,1502150.0,-751075.0,100.0
C00884395,108991.85,0.0,108991.85,100.0
C00883330,106500.0,213000.0,-106500.0,100.0
C00883322,376061.0,752122.0,-376061.0,100.0
C00888214,975.0,0.0,975.0,100.0
C00888115,3542.21,0.0,3542.21,100.0
C00842740,107000.0,214000.0,-107000.0,100.0
C00882936,9000.0,0.0,9000.0,100.0
C00842575,75000.0,150000.0,-75000.0,100.0
C00874529,19000.0,38000.0,-19000.0,100.0
C00758102,975.0,1950.0,-975.0,100.0
C00863456,34000.0,68000.0,-34000.0,100.0
C00863415,3700.0,7400.0,-3700.0,100.0
C00785568,21270.0,42540.0,-21270.0,100.0
C00797084,10200.0,20400.0,-10200.0,100.0
C00814806,120291.0,240582.0,-120291.0,100.0
C00828921,2000.0,4000.0,-2000.0,100.0
C00798355,325.0,650.0,-325.0,100.0
C00740217,531.06,0.0,531.06,100.0
C00722025,155750.0,311500.0,-155750.0,100.0
C00621755,500.0,1000.0,-500.0,100.0
C00883827,6209326.48,0.0,6209326.48,100.0
C00631903,48000.0,96000.0,-48000.0,100.0
C00634261,1201000.0,2402000.0,-1201000.0,100.0
C00625137,20000.0,0.0,20000.0,100.0
C00627141,324.0,648.0,-324.0,100.0
C00872226,40000.0,80000.0,-40000.0,100.0
C00855171,102750.0,205500.0,-102750.0,100.0
C00871012,189500.0,379000.0,-189500.0,100.0
C00871988,233340.0,466680.0,-233340.0,100.0
C00838169,568725.0,1137450.0,-568725.0,100.0
C00885640,60000.0,120000.0,-60000.0,100.0
C00854448,55500.0,111000.0,-55500.0,100.0
C00870766,373365.0,746730.0,-373365.0,100.0
C00827030,306800.0,613600.0,-306800.0,100.0
C00710160,50000.0,100000.0,-50000.0,100.0
C00813006,20000.0,40000.0,-20000.0,100.0
C00675447,700.0,1400.0,-700.0,100.0
C00675397,2384.0,4768.0,-2384.0,100.0
C00639708,4088.0,8176.0,-4088.0,100.0
C00637041,35000.0,70000.0,-35000.0,100.0
C00638528,22390.0,44780.0,-22390.0,100.0
C00631549,1763615.0,3527230.0,-1763615.0,100.0
C00628115,9392.0,18784.0,-9392.0,100.0
C00703082,626210.0,1252420.0,-626210.0,100.0
C00787150,845.45,0.0,845.45,100.0
C00774257,111810.0,223620.0,-111810.0,100.0
C00787242,410.02,0.0,410.02,100.0
C00844548,37500.0,75000.0,-37500.0,100.0
C00742130,6000.0,12000.0,-6000.0,100.0
C00848739,267879.0,535758.0,-267879.0,100.0
C00872507,107633.0,215266.0,-107633.0,100.0
C00856435,17400.0,34800.0,-17400.0,100.0
C00751859,30400.0,0.0,30400.0,100.0
C00746628,380000.0,760000.0,-380000.0,100.0
C00855775,3500.0,7000.0,-3500.0,100.0
C00849877,58000.0,116000.0,-58000.0,100.0
C00847574,38000.0,76000.0,-38000.0,100.0
C00825158,470000.0,940000.0,-470000.0,100.0
C00868448,30753.04,0.0,30753.04,100.0
C00856427,622350.0,1244700.0,-622350.0,100.0
C00623421,34000.0,68000.0,-34000.0,100.0
C00826412,80000.0,160000.0,-80000.0,100.0
C00521211,6000.0,12000.0,-6000.0,100.0
C00826776,252153.0,504306.0,-252153.0,100.0
C00827626,39000.0,78000.0,-39000.0,100.0
C00878801,112321879.52,224643752.0,-112321872.48,99.99999373229862
C00837427,8531652.32,17063304.0,-8531651.68,99.99999249852225
C00832691,9353287.62,18706574.0,-9353286.38,99.99998674262946
C00867036,69583233.16,139166452.0,-69583218.84,99.99997942032967
C00890335,4556977.5,9113954.0,-4556976.5,99.99997805563008
C00832485,3018691.38,6037382.0,-3018690.62,99.99997482352768
C00769232,5639747.74,11279494.0,-5639746.26,99.9999737576915
C00842344,19009955.72,38019906.0,-19009950.28,99.99997138341573
C00854869,536210.1,1072420.0,-536209.9,99.99996270118747
C00857011,10553442.0,21106880.0,-10553438.0,99.99996209767392
C00559906,2528984.5,5057968.0,-2528983.5,99.99996045843697
C00878520,794215.2,1588430.0,-794214.8,99.99994963581659
C00891325,393906.1,787812.0,-393905.9,99.99994922647811
C00834630,15829048.66,31658088.0,-15829039.34,99.99994112090877
C00887141,1964670.6,3929340.0,-1964669.4,99.99993892105881
C00845685,5477980.7,10955958.0,-5477977.3,99.99993793333371
C00853861,21184890.58,42369768.0,-21184877.42,99.99993788025505
C00666388,4032811.36,8065620.0,-4032808.64,99.99993255325487
C00872655,1003478.37,2006956.0,-1003477.63,99.99992625650715
C00733352,4194225.6,8388448.0,-4194222.4,99.99992370462857
C00571588,42999847.59,85999660.0,-42999812.41,99.99991818575651
C00835942,1947061.8,3894122.0,-1947060.2,99.99991782489903
C00574749,1318294.55,2636588.0,-1318293.45,99.99991655886008
C00882050,2358817.0,4717632.0,-2358815.0,99.99991521173538
C00771477,1619957.69,3239914.0,-1619956.31,99.99991481258996
C00865444,311285589.2,622570894.0,-311285304.8,99.99990863695274
C00878686,282897.14,565794.0,-282896.86,99.99990102409659
C00544387,7933282.25,15866556.0,-7933273.75,99.99989285645296
C00718353,4162190.59,8324376.0,-4162185.41,99.99987554630458
C00842443,125090.08,250180.0,-125089.92,99.9998720921755
C00855064,5342129.42,10684252.0,-5342122.58,99.99987196117013
C00855379,389086.25,778172.0,-389085.75,99.99987149378833
C00695528,2129640.59,4259278.0,-2129637.41,99.99985067902938
C00860155,5041597.05,10083186.0,-5041588.95,99.99983933662449
C00881987,23591142.83,47182246.0,-23591103.17,99.99983188605876
C00790923,7664535.5,15329058.0,-7664522.5,99.99983038763406
C00487363,60267523.21,120534944.0,-60267420.79,99.99983005772505
C00878611,680627.6,1361254.0,-680626.4,99.99982369213356
C00785121,849999.75,1699998.0,-849998.25,99.99982352935987
C00863084,3325728.0,6651450.0,-3325722.0,99.99981958837283
C00796045,25897658.83,51795270.0,-25897611.17,99.99981596792085
C00836031,32547.03,65094.0,-32546.97,99.99981565138202
C00891259,987807.92,1975614.0,-987806.08,99.99981372896868
C00870030,27014740.16,54029426.0,-27014685.84,99.99979892458829
C00849729,33816255.22,67632442.0,-33816186.78,99.99979761212603
C00657866,9160728.55,18321438.0,-9160709.45,99.9997915012993
C00483883,4187460.44,8374912.0,-4187451.56,99.99978793829513
C00838268,468834.5,937668.0,-468833.5,99.99978670511662
C00889287,72279.08,144558.0,-72278.92,99.99977863580996
C00875526,945915.08,1891828.0,-945912.92,99.99977164969187
C00855924,882921.09,1765840.0,-882918.91,99.99975309231769
C00825091,8576645.98,17153268.0,-8576622.02,99.99972063671444
C00874875,3245816.88,6491624.0,-3245807.12,99.99969930527936
C00855809,379164.6,758328.0,-379163.4,99.9996835147585
C00887414,757685.29,1515368.0,-757682.71,99.999659489232
C00885707,1717889.98,3435774.0,-1717884.02,99.99965306276482
C00836338,860683.58,1721364.0,-860680.42,99.99963284997258
C00752691,16350507.1,32700948.0,-16350440.9,99.99959511959112
C00847145,4475620.11,8951222.0,-4475601.89,99.9995929055739
C00881607,98112.2,196224.0,-98111.8,99.99959230350558
C00493262,1063619.18,2127234.0,-1063614.82,99.99959007884759
C00724203,20440190.56,40880296.0,-20440105.44,99.99958356552622
C00872457,68330.15,136660.0,-68329.85,99.99956095515671
C00890657,563696.24,1127390.0,-563693.76,99.99956004673723
C00872127,495244.11,990486.0,-495241.89,99.99955173621349
C00839464,3075231.22,6150448.0,-3075216.78,99.99953044181177
C00628008,399000.0,797998.0,-398998.0,99.99949874686716
C00834945,3982.01,7964.0,-3981.99,99.99949774109055
C00804823,2573066.54,5146120.0,-2573053.46,99.99949165714152
C00875856,2111275.41,4222540.0,-2111264.59,99.99948751356885
C00880906,649577.69,1299152.0,-649574.31,99.99947966193237
C00833566,682936.83,1365870.0,-682933.17,99.99946407927656
C00882555,4806118.9,9612212.0,-4806093.1,99.99946318431697
C00828343,189238.52,378476.0,-189237.48,99.99945042901415
C00824292,1166598.74,2333190.0,-1166591.26,99.99935881981152
C00868026,404297.4,808592.0,-404294.6,99.99930744051284
C00868935,222079.77,444158.0,-222078.23,99.9993065554778
C00883785,228024.82,456048.0,-228023.18,99.99928078004842
C00881474,3090434.15,6180846.0,-3090411.85,99.99927841853548
C00874842,187282.72,374564.0,-187281.28,99.9992311089886
C00884239,373142.64,746282.0,-373139.36,99.99912097958034
C00488486,436168.95,872334.0,-436165.05,99.99910585106986
C00828608,323688.45,647374.0,-323685.55,99.99910407677504
C00871079,884886.14,1769764.0,-884877.86,99.99906428639508
C00874503,1028979.89,2057950.0,-1028970.11,99.99904954410722
C00878264,263354.26,526706.0,-263351.74,99.99904311401683
C00815753,204995.0,409988.0,-204993.0,99.99902436644797
C00514125,2394348.85,4788674.0,-2394325.15,99.99901016929925
C00844282,4198730.82,8397418.0,-4198687.18,99.99896063830069
C00662072,67600.37,135200.0,-67599.63,99.99890533143532
C00820357,108915.6,217830.0,-108914.4,99.99889822945472
C00865717,60600.35,121200.0,-60599.65,99.99884489115988
C00860148,788746.59,1577484.0,-788737.41,99.99883612809028
C00818161,168918.0,337834.0,-168916.0,99.998815993559
C00882621,100783.6,201566.0,-100782.4,99.99880933008941
C00760488,94518.58,189036.0,-94517.42,99.99877272807103
C00794396,1596941.98,3193864.0,-1596922.02,99.99875011113429
C00819508,183640.15,367278.0,-183637.85,99.99874755057651
C00850487,40697.26,81394.0,-40696.74,99.99872227270336
C00750182,1047773.7,2095534.0,-1047760.3,99.99872109788593
C00573733,113690.75,227380.0,-113689.25,99.99868063144979
C00886317,43253.29,86506.0,-43252.71,99.9986590615419
C00881482,590572.0,1181136.0,-590564.0,99.99864538108817
C00728386,29416.21,58832.0,-29415.79,99.9985722157953
C00530766,7003104.0,14006108.0,-7003004.0,99.99857206176004
C00891937,89815.67,179630.0,-89814.33,99.9985080554429
C00830463,130591.0,261180.0,-130589.0,99.9984685008921
C00859611,114349.89,228698.0,-114348.11,99.99844337410381
C00886515,99742.83,199484.0,-99741.17,99.99833571997104
C00856385,97170.86,194340.0,-97169.14,99.99822992201571
C00882431,184259.65,368516.0,-184256.35,99.99820904902404
C00869503,96769.9,193538.0,-96768.1,99.99813991747435
C00891044,71824.67,143648.0,-71823.33,99.9981343457617
C00851410,306666.0,613326.0,-306660.0,99.99804347400755
C00797332,44388.44,88776.0,-44387.56,99.99801750185408
C00594507,23988.24,47976.0,-23987.76,99.99799901951955
C00833749,6554190.89,13108244.0,-6554053.11,99.9978978335799
C00887745,44088.47,88176.0,-44087.53,99.99786792329151
C00624890,57260.63,114520.0,-57259.37,99.99779953521295
C00835066,36255.4,72510.0,-36254.6,99.99779343215079
C00701805,474538.41,949066.0,-474527.59,99.99771988952381
C00733915,411247.69,822486.0,-411238.31,99.9977191361245
C00882944,43817.5,87634.0,-43816.5,99.99771780681235
C00488338,97417.12,194832.0,-97414.88,99.99770060950274
C00608943,1323483.26,2646936.0,-1323452.74,99.99769396403245
C00831552,1139628.67,2279230.0,-1139601.33,99.99760097295552
C00866269,809659.09,1619298.0,-809638.91,99.99750759297966
C00873901,2709502.7,5418932.0,-2709429.3,99.99729101580152
C00891895,65885.91,131770.0,-65884.09,99.99723764914226
C00540898,615578.62,1231140.0,-615561.38,99.99719938291555
C00763870,299622.22,599236.0,-299613.78,99.99718311946292
C00886382,25541.36,51082.0,-25540.64,99.99718104282623
C00891028,66907.96,133814.0,-66906.04,99.99713038627988
C00866780,758935.98,1517850.0,-758914.02,99.99710647530507
C00855577,74379.08,148756.0,-74376.92,99.9970959576268
C00879312,32997.48,65994.0,-32996.52,99.99709068692516
C00878652,491326.34,982638.0,-491311.66,99.99701216914198
C00832980,980956.03,1961882.0,-980925.97,99.99693564246707
C00889220,327987.07,655964.0,-327976.93,99.9969084147128
C00739771,322115.22,644220.0,-322104.78,99.99675892371683
C00857383,457452.6,914890.0,-457437.4,99.99667725136987
C00798009,236503.23,472998.0,-236494.77,99.99642288183549
C00752048,2786934.92,5573770.0,-2786835.08,99.99641756973644
C00887901,32847.6,65694.0,-32846.4,99.99634676506048
C00891549,167778.07,335550.0,-167771.93,99.99634040372499
C00797340,77606.43,155210.0,-77603.57,99.99631473835353
C00889246,378763.99,757514.0,-378750.01,99.9963090472249
C00836783,37467.72,74934.0,-37466.28,99.9961566916802
C00888966,112379.2,224754.0,-112374.8,99.99608468471034
C00875450,391272.8,782530.0,-391257.2,99.99601301189351
C00873679,819260.39,1638488.0,-819227.61,99.99599883011554
C00850081,87469.75,174936.0,-87466.25,99.99599861666462
C00870717,67001.35,134000.0,-66998.65,99.99597023045055
C00760801,343571.97,687130.0,-343558.03,99.99594262593658
C00867861,292558.0,585104.0,-292546.0,99.99589824923605
C00752089,474062.76,948106.0,-474043.24,99.99588240173094
C00886093,866737.39,1733438.0,-866700.61,99.99575650013206
C00885855,79393.73,158784.0,-79390.27,99.99564197323896
C00756056,44849.99,89698.0,-44848.01,99.99558528329662
C00860312,67736.53,135470.0,-67733.47,99.9954824966676
C00886846,14049.33,28098.0,-14048.67,99.99530226708319
C00889873,148322.53,296638.0,-148315.47,99.99524010276794
C00736637,418124.02,836228.0,-418103.98,99.99520716365446
C00880187,190000.81,379992.0,-189991.19,99.99493686369021
C00864215,141129.6,282252.0,-141122.4,99.99489830623767
C00877886,131149.36,262292.0,-131142.64,99.99487607106892
C00888909,209449.43,418888.0,-209438.57,99.99481497753419
C00814202,69178.8,138354.0,-69175.2,99.99479609360093
C00748301,76580.01,153156.0,-76575.99,99.99475058830627
C00756791,30197.83,60394.0,-30196.17,99.99450291626914
C00836866,3480.1,6960.0,-3479.9,99.99425303870579
C00875328,91296.65,182588.0,-91291.35,99.99419474865728
C00880849,13673.4,27346.0,-13672.6,99.99414922404084
C00737411,496758.8,993488.0,-496729.2,99.99404137380154
C00718593,91892.76,183780.0,-91887.24,99.99399299792499
