CMTE_ID,CMTE_NM,OFFICE_SEGMENT,PTY_GROUP,IMBALANCE_SCORE,GRIDLOCK_PROPENSITY,TOTAL_DEM_DISB,TOTAL_REP_DISB,TOTAL_OTHER_DISB,TOTAL_PARTISAN_DISB,TTL_RECEIPTS,TTL_DISBURSEMENTS,IND_EXPEND,TTL_CONTRIB_TO_OTHER_CMTE,PTY_COORD_EXPEND,CMTE_TP,CMTE_DSGN,CVG_END_DT
C00750224,CONCERNED AMERICANS FOR AMERICA,OTHER,REP,1.0,0.0,0.0,990746.0,0.0,990746.0,491618.0,486241.33,,,,O,U,
C00752691,ONE FOR ALL COMMITTEE,OTHER,DEM,1.0,0.0,32700948.0,0.0,181708.0,32700948.0,20890969.07,16350507.1,,,,O,U,
C00754051,WORKERS VOTE,OTHER,BIPARTISAN,0.7900607220477531,0.0,17584572.0,2062328.0,2464166.0,19646900.0,27552767.88,9322389.74,,,,O,U,
C00754192,ORANGE COUNTY PAC,OTHER,DEM,1.0,0.0,508444.0,0.0,0.0,508444.0,832946.47,244660.9,,,,O,U,
C00754218,TEXAS ALLIANCE FOR LIFE FED PAC,OTHER,BIPARTISAN,0.6747608535688006,0.0,75108.0,14586.0,8.0,89694.0,31544.15,44914.14,,,,O,U,
C00755363,VOTE FOR EQUALITY,OTHER,DEM,1.0,0.0,407790.0,0.0,676.0,407790.0,453285.96,204286.31,,,,O,U,
C00756569,WORKER POWER PAC,OTHER,DEM,1.0,0.0,5608484.0,0.0,1030000.0,5608484.0,12056955.79,2804390.03,,,,O,U,
C00756791,VOTEBLUE,OTHER,DEM,1.0,0.0,60394.0,0.0,0.0,60394.0,13157.6,30197.83,,,,O,U,
C00758011,VOTAR ES PODER PAC,OTHER,BIPARTISAN,0.5887833977167356,0.0,846418.0,219074.0,0.0,1065492.0,840026.9,376547.63,,,,O,U,
C00758102,MOVE AHEAD USA,OTHER,REP,1.0,0.0,0.0,1950.0,0.0,1950.0,2408.2,975.0,,,,O,U,
C00760801,THE TURNOUT PROJECT,OTHER,DEM,1.0,0.0,687130.0,0.0,10000.0,687130.0,752020.0,343571.97,,,,O,U,
C00761064,API PA VOTES,OTHER,DEM,0.9103241427075046,0.0,2002482.0,94002.0,435700.0,2096484.0,3013240.55,788098.58,,,,O,U,
C00761072,ONE APIA PAC,OTHER,DEM,1.0,0.0,2283942.0,0.0,83386.0,2283942.0,1180000.0,1158673.37,,,,O,U,
C00763409,ORGANIZING EMPOWERMENT PAC,OTHER,DEM,1.0,0.0,4584966.0,0.0,0.0,4584966.0,4819606.59,1422489.25,,,,O,U,
C00766659,NOVEMBER COALITION,OTHER,DEM,1.0,0.0,612938.0,0.0,0.0,612938.0,1896444.38,309094.3,,,,O,U,
C00769232,JEFFERSON RISING,OTHER,BIPARTISAN,0.6565448769244436,0.0,9342494.0,1937000.0,7133800.0,11279494.0,18511970.98,5639747.74,,,,O,U,
C00771477,MAKE AMERICA GREAT AGAIN ACTION INC,OTHER,DEM,1.0,0.0,3239914.0,0.0,0.0,3239914.0,1232803.7,1619957.69,,,,O,U,
C00772152,ELECT PRINCIPLED VETERANS FUND (EPV FUND),OTHER,REP,1.0,0.0,0.0,6491622.0,3078322.0,6491622.0,6445131.0,3334317.33,,,,O,U,
C00772194,DEFEND THE AMERICAN DREAM PAC,OTHER,REP,1.0,0.0,0.0,37650.0,0.0,37650.0,37600.0,18826.3,,,,O,U,
C00773788,SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC,OTHER,BIPARTISAN,0.13204462789652213,0.0,127428.0,166200.0,0.0,293628.0,510773.64,123283.68,,,,O,U,
C00774257,HOOSIER HONOR,OTHER,REP,1.0,0.0,0.0,223620.0,0.0,223620.0,350000.0,111810.0,,,,O,U,
C00774323,POLICE AND TROOPER SUPPORT PAC,OTHER,REP,1.0,0.0,0.0,72504.0,0.0,72504.0,1763009.8,25995.34,,,,O,U,
C00776419,THE PEOPLE UNITED PAC,OTHER,DEM,1.0,0.0,13888.0,0.0,21696.0,13888.0,211406.26,7805.0,,,,O,U,
C00813006,"BETTER ACCESS TO CHIROPRACTIC PAC (CHIROPRACTIC FUTURE, LLC)",OTHER,REP,1.0,0.0,0.0,40000.0,0.0,40000.0,61949.14,20000.0,,,,O,U,
C00780841,PRINCIPLED VETERANS FUND (PV FUND),OTHER,DEM,1.0,0.0,1314014.0,0.0,2036716.0,1314014.0,2824884.47,572011.45,,,,O,U,
C00820357,JOBS & PROSPERITY PAC,OTHER,REP,1.0,0.0,0.0,217830.0,0.0,217830.0,140000.0,108915.6,,,,O,U,
C00826966,ALASKA MARCH ON,OTHER,DEM,1.0,0.0,4636.0,0.0,0.0,4636.0,6628.13,2337.28,,,,O,U,
C00827030,CEDAR KEY PROGRESS,OTHER,BIPARTISAN,0.5573663624511083,0.0,135800.0,477800.0,0.0,613600.0,461786.52,306800.0,,,,O,U,
C00786517,NORTHWEST OHIO FREEDOM FUND PAC,OTHER,REP,1.0,0.0,0.0,73508.0,2672.0,73508.0,35000.0,36755.46,,,,O,U,
C00787150,KEEP THE SENATE,OTHER,UNCLASSIFIED,0.0,0.0,0.0,0.0,0.0,0.0,5755.47,845.45,,,,O,U,
C00787242,KEEP THE HOUSE PAC,OTHER,UNCLASSIFIED,0.0,0.0,0.0,0.0,0.0,0.0,1575.4,410.02,,,,O,U,
C00632109,FIRST STATE STRONG FEC,OTHER,DEM,1.0,0.0,10000.0,0.0,145862.0,10000.0,213970.88,150865.65,,,,O,U,
C00825851,MAKE AMERICA GREAT AGAIN INC.,OTHER,BIPARTISAN,0.508539941714496,0.0,558256150.0,181871618.0,24809593.0,740127768.0,410509931.12,376948786.7,,,,O,U,
C00825885,PATRIOTS FOR A BRIGHTER AMERICA,OTHER,REP,0.8447717185114137,0.0,109080.0,1296334.0,29834.0,1405414.0,876736.12,717626.0,,,,O,U,
C00826024,PIVOT VICTORY FUND,OTHER,DEM,1.0,0.0,19442.0,0.0,0.0,19442.0,20821.95,9721.6,,,,O,U,
C00826073,PROTECT WEST VIRGINIA VALUES,OTHER,REP,1.0,0.0,0.0,1046900.0,550000.0,1046900.0,750000.0,523450.0,,,,O,U,
C00799031,UNITED DEMOCRACY PROJECT ('UDP'),OTHER,DEM,0.8380256708980482,0.0,69928738.0,6162406.0,3350000.0,76091144.0,87176557.14,37859810.12,,,,O,U,
C00799916,PROGRESSIVE VOICES ACTION FUND,OTHER,DEM,1.0,0.0,14000.0,0.0,13429.0,14000.0,22000.0,7000.0,,,,O,U,
C00824292,AMERICAN LEADERSHIP PAC,OTHER,REP,1.0,0.0,0.0,2333190.0,150027.0,2333190.0,1551828.24,1166598.74,,,,O,U,
C00824714,PEOPLE WHO LOVE AMERICA,OTHER,DEM,1.0,0.0,67000.0,0.0,3674.0,67000.0,10000.0,33500.0,,,,O,U,
C00821611,ASIAN AMERICANS FOR CHANGE FUND,OTHER,DEM,1.0,0.0,230730.0,0.0,0.0,230730.0,220556.01,58365.99,,,,O,U,
C00821942,PINK IS THE NEW BLUE!,OTHER,DEM,1.0,0.0,29860.0,0.0,0.0,29860.0,21780.0,14930.0,,,,O,U,
C00796045,TRUTH AND COURAGE PAC,OTHER,BIPARTISAN,0.6953599817126158,0.0,43905814.0,7889456.0,6350000.0,51795270.0,37916061.3,25897658.83,,,,O,U,
C00797084,THE GUARDIAN SUPER PAC,OTHER,REP,1.0,0.0,0.0,20400.0,0.0,20400.0,72345.84,10200.0,,,,O,U,
C00797332,TEXANS FOR FREEDOM,OTHER,REP,1.0,0.0,0.0,88776.0,0.0,88776.0,50035.0,44388.44,,,,O,U,
C00797340,BLUE CD2 NEW MEXICO USA,OTHER,DEM,0.9613426969911733,0.0,152210.0,3000.0,0.0,155210.0,345911.68,77606.43,,,,O,U,
C00800995,DEMOCRATIC MESSAGING PROJECT,OTHER,DEM,0.9957916527214805,0.0,644026.0,1358.0,4500.0,645384.0,779789.8,307153.99,,,,O,U,
C00828343,RELAY,OTHER,DEM,1.0,0.0,378476.0,0.0,2010000.0,378476.0,3164618.0,189238.52,,,,O,U,
C00828525,"AAPI SUPER GAPPAC FUND, INC.",OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,4781.0,0.0,0.0,9362.82,,,,O,U,
C00828533,WORKER POWER PAC FOR GEORGIA,OTHER,DEM,1.0,0.0,2060000.0,0.0,1030000.0,2060000.0,1030000.0,1030000.0,,,,O,U,
C00828608,HARDWORKING AMERICANS INC.,OTHER,BIPARTISAN,0.13434892349708205,0.0,367174.0,280200.0,25000.0,647374.0,2905685.24,323688.45,,,,O,U,
C00828921,CUT CRUZ PAC,OTHER,REP,1.0,0.0,0.0,4000.0,0.0,4000.0,46316.8,2000.0,,,,O,U,
C00798009,HEALTHCARE FREEDOM SUPER PAC,OTHER,BIPARTISAN,0.14803868092465508,0.0,201488.0,271510.0,20000.0,472998.0,347297.17,236503.23,,,,O,U,
C00798355,AGENDA PAC,OTHER,REP,1.0,0.0,0.0,650.0,10000.0,650.0,384702.25,325.0,,,,O,U,
C00801803,SOS AMERICA PAC,OTHER,REP,1.0,0.0,0.0,20219202.0,0.0,20219202.0,3482521.18,5390117.18,,,,O,U,
C00801910,FOOD AND WATER ACTION PAC,OTHER,DEM,1.0,0.0,11100.0,0.0,0.0,11100.0,23836.24,5554.47,,,,O,U,
C00802207,ADVANCE LIBERTY PAC,OTHER,BIPARTISAN,0.7284748694311983,0.0,56200.0,357758.0,30000.0,413958.0,273553.0,182980.22,,,,O,U,
C00802389,GIVEGREEN UNITED ACTION,OTHER,DEM,0.9922238372093023,0.0,109652.0,428.0,1750370.0,110080.0,4081809.24,38902.02,,,,O,U,
C00794396,SCHOOL FREEDOM FUND,OTHER,BIPARTISAN,0.04631380672439402,0.0,1522972.0,1670892.0,2450000.0,3193864.0,14697585.29,1596941.98,,,,O,U,
C00785121,AFFORDABLE ENERGY FUND PAC,OTHER,DEM,1.0,0.0,1699998.0,0.0,25000.0,1699998.0,1000000.0,849999.75,,,,O,U,
C00785568,SECURE ARIZONA'S FUTURE,OTHER,REP,1.0,0.0,0.0,42540.0,0.0,42540.0,25000.0,21270.0,,,,O,U,
C00804823,MAINSTREAM DEMOCRATS PAC,OTHER,DEM,0.8712482413935159,0.0,4814834.0,331286.0,0.0,5146120.0,3592229.91,2573066.54,,,,O,U,
C00804856,REPUBLICAN ACCOUNTABILITY PAC,OTHER,BIPARTISAN,0.12308441424618959,0.0,39380754.0,50435768.0,0.0,89816522.0,41790354.46,36750840.41,,,,O,U,
C00814806,1787 FUND,OTHER,REP,1.0,0.0,0.0,240582.0,0.0,240582.0,134500.0,120291.0,,,,O,U,
C00790923,"BUCKEYE LEADERSHIP FUND, INC.",OTHER,REP,1.0,0.0,0.0,15329058.0,0.0,15329058.0,7983400.0,7664535.5,,,,O,U,
C00815753,J STREET ACTION FUND,OTHER,REP,1.0,0.0,0.0,409988.0,6500.0,409988.0,240923.45,204995.0,,,,O,B,
C00816173,TENNESSEE IMMIGRANT AND REFUGEE RIGHTS COALITION VOTES ACTION PAC,OTHER,DEM,1.0,0.0,15504.0,0.0,0.0,15504.0,31271.77,7753.0,,,,O,U,
C00779314,THE FREEDOM FORWARD FUND,OTHER,BIPARTISAN,0.39186615186615187,0.0,54074.0,23626.0,0.0,77700.0,65500.0,38853.58,,,,O,U,
C00779595,RSLC PAC,OTHER,BIPARTISAN,0.02500302545843657,0.0,1931118.0,1836906.0,1450000.0,3768024.0,19520915.63,2234021.83,,,,O,U,
C00817122,GOA VICTORY FUND,OTHER,REP,1.0,0.0,0.0,2582424.0,0.0,2582424.0,1580716.07,1280025.05,,,,O,U,
C00787671,FIREFIGHTERS COALITION OF AMERICA PAC,OTHER,BIPARTISAN,0.0,0.0,65318.0,65318.0,0.0,130636.0,321423.6,54975.36,,,,O,U,
C00787945,BLUEWAVEAMERICA LLC,OTHER,DEM,0.8932536499819999,0.0,1961602.0,110600.0,43500.0,2072202.0,4610076.58,969235.5,,,,O,U,
C00782508,CHANGE FOR ARIZONA 2024 PAC,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,165810.0,0.0,349849.49,45405.38,,,,O,U,
C00782847,KEEPING AMERICA STRONG PAC,OTHER,REP,1.0,0.0,0.0,155904.0,0.0,155904.0,176276.79,77956.38,,,,O,U,
C00865717,FLIP THE 40TH,OTHER,DEM,1.0,0.0,121200.0,0.0,0.0,121200.0,398075.0,60600.35,,,,O,U,
C00865725,NEIGHBORS FOR RESULTS,OTHER,DEM,1.0,0.0,4793348.0,0.0,102000.0,4793348.0,2565000.54,1956217.82,,,,O,U,
C00866269,CENTRAL VALLEY VALUES PAC,OTHER,BIPARTISAN,0.7532263981058459,0.0,199800.0,1419498.0,450000.0,1619298.0,980000.0,809659.09,,,,O,U,
C00866368,CONSERVATIVE VOTERS ALLIANCE,OTHER,REP,1.0,0.0,0.0,1972756.0,0.0,1972756.0,1741421.0,977611.87,,,,O,U,
C00866418,IMPACT 65,OTHER,DEM,1.0,0.0,40000.0,0.0,0.0,40000.0,80000.0,20000.0,,,,O,U,
C00866517,GO AMERICA PAC,OTHER,REP,1.0,0.0,0.0,48176.0,0.0,48176.0,41785.28,21299.33,,,,O,U,
C00866673,ALABAMA FAMILIES PAC,OTHER,BIPARTISAN,0.05840609913736249,0.0,80242.0,71386.0,0.0,151628.0,104389.3,75818.9,,,,O,U,
C00866780,PA UNITED FEDERAL ACTION COMMITTEE,OTHER,DEM,1.0,0.0,1517850.0,0.0,335000.0,1517850.0,1573000.4,758935.98,,,,O,U,
C00867036,RIGHT FOR AMERICA,OTHER,BIPARTISAN,0.4693177059655153,0.0,102239866.0,36926586.0,500000.0,139166452.0,72503980.31,69583233.16,,,,O,U,
C00881318,EMPIRICALPOLITICAL CORP,OTHER,REP,1.0,0.0,0.0,5000.0,0.0,5000.0,2425.0,2500.0,,,,O,U,
C00881474,FLORIDA PATRIOTS PAC,OTHER,REP,1.0,0.0,0.0,6180846.0,4570000.0,6180846.0,4570000.0,3090434.15,,,,O,U,
C00881482,1889 PAC,OTHER,BIPARTISAN,0.0,0.0,590568.0,590568.0,0.0,1181136.0,650000.0,590572.0,,,,O,U,
C00881557,CITIZENS ALERT MEDIA,OTHER,REP,1.0,0.0,0.0,3414.0,0.0,3414.0,2200.0,1707.5,,,,O,U,
C00881573,VIRGINIANS DEFENDING THE CONSTITUTION,OTHER,DEM,1.0,0.0,5698.0,0.0,0.0,5698.0,13915.0,2851.73,,,,O,U,
C00881607,RIGHT REASON PAC,OTHER,REP,1.0,0.0,0.0,196224.0,0.0,196224.0,100600.01,98112.2,,,,O,U,
C00881805,SAG PAC INC.,OTHER,BIPARTISAN,0.4,0.0,215466.0,502754.0,23397678.0,718220.0,16907482.4,7346958.03,,,,O,U,
C00881987,DUTY TO AMERICA PAC,OTHER,DEM,0.9629774301121655,0.0,46308842.0,873404.0,0.0,47182246.0,23640000.0,23591142.83,,,,O,U,
C00882019,MI FAMILIA DECIDE PAC,OTHER,DEM,1.0,0.0,440000.0,0.0,10000.0,440000.0,235000.0,215000.0,,,,O,U,
C00882050,TOGETHER FOR NEVADA'S FUTURE PAC,OTHER,REP,1.0,0.0,0.0,4717632.0,0.0,4717632.0,2893800.0,2358817.0,,,,O,U,
C00882266,BLUE WAVE ACTION D/B/A BWA,OTHER,DEM,1.0,0.0,4642536.0,0.0,1564524.0,4642536.0,2425100.0,2311811.41,,,,O,U,
C00882381,PEOPLE POWER PENNSYLVANIA,OTHER,BIPARTISAN,0.07992281933142914,0.0,2821482.0,3311660.0,1145000.0,6133142.0,4749000.0,3058375.12,,,,O,U,
C00882399,ANTI-PSYCHOPATH PAC INC.,OTHER,REP,1.0,0.0,0.0,5506250.0,0.0,5506250.0,3291994.25,2717105.38,,,,O,U,
C00882431,EMPOWERING BLACK AMERICANS PAC,OTHER,DEM,1.0,0.0,368516.0,0.0,0.0,368516.0,352271.94,184259.65,,,,O,U,
C00882555,FC PAC,OTHER,DEM,1.0,0.0,9612212.0,0.0,0.0,9612212.0,6500200.0,4806118.9,,,,O,U,
C00882621,OREGONIANS FOR TRUTH AND ACCOUNTABILITY PAC,OTHER,DEM,1.0,0.0,201566.0,0.0,0.0,201566.0,134500.0,100783.6,,,,O,U,
C00758789,NEW SOUTH SUPER PAC,OTHER,DEM,1.0,0.0,2816.0,0.0,0.0,2816.0,740.75,1408.3,,,,O,U,
C00758938,POLICE COALITION OF AMERICA PAC,OTHER,REP,1.0,0.0,0.0,113764.0,0.0,113764.0,3327417.49,42892.04,,,,O,U,
C00868604,MONTANANS FOR PUBLIC LANDS,OTHER,DEM,1.0,0.0,498344.0,0.0,70000.0,498344.0,259307.56,221077.51,,,,O,U,
C00868612,LOUISIANA FAMILIES FIRST PAC,OTHER,DEM,1.0,0.0,600000.0,0.0,0.0,600000.0,345000.0,300000.0,,,,O,U,
C00868679,AMERICANS FOR CONTRACEPTION VICTORY FUND,OTHER,BIPARTISAN,0.0,0.0,947232.0,947232.0,70000.0,1894464.0,1427400.43,918157.07,,,,O,U,
C00868935,BUCKEYES FOR VALUES,OTHER,REP,1.0,0.0,0.0,444158.0,2300.0,444158.0,222675.0,222079.77,,,,O,U,
C00869073,POWER TO THE POLLS FEDERAL FUND,OTHER,BIPARTISAN,0.15560820159263697,0.0,5852498.0,4276364.0,529300.0,10128862.0,4168847.31,2221032.8,,,,O,U,
C00869305,UNITE HERE LOCAL 11 PAC,OTHER,BIPARTISAN,0.009942303729651762,0.0,38438.0,39210.0,0.0,77648.0,38835.37,38835.37,,,,O,U,
C00869321,VICTORY PAC,OTHER,DEM,0.9867387379159841,0.0,2088424.0,13940.0,1750000.0,2102364.0,4355565.74,543915.77,,,,O,U,
C00869347,UNITED DEMOCRATS FUND,OTHER,BIPARTISAN,0.7034781214938292,0.0,3700.0,21256.0,0.0,24956.0,49194.0,12478.0,,,,O,U,
C00869503,"RESIDENTS FOR STRONG, ETHICAL LEADERSHIP",OTHER,DEM,1.0,0.0,193538.0,0.0,100000.0,193538.0,100000.0,96769.9,,,,O,U,
C00760132,NYIC POLITICAL ACTION FUND,OTHER,DEM,1.0,0.0,50994.0,0.0,0.0,50994.0,65000.0,12790.25,,,,O,U,
C00760488,WOMEN'S MARCH WIN,OTHER,BIPARTISAN,0.2695994413762458,0.0,69036.0,120000.0,0.0,189036.0,321411.11,94518.58,,,,O,U,
C00832238,DEMOCRACY THROUGH VOTING,OTHER,DEM,1.0,0.0,1558.0,0.0,29783.0,1558.0,85172.62,17338.69,,,,O,U,
C00832485,SHOW-ME STRONG PAC,OTHER,DEM,1.0,0.0,6037382.0,0.0,0.0,6037382.0,3603000.0,3018691.38,,,,O,U,
C00832550,ACTION NEVADA PAC,OTHER,REP,1.0,0.0,0.0,20000.0,0.0,20000.0,42463.0,10000.0,,,,O,U,
C00832642,HONEST HOOSIERS PAC,OTHER,REP,1.0,0.0,0.0,245800.0,0.0,245800.0,137400.0,122900.0,,,,O,U,
C00832691,STANDING STRONG PAC,OTHER,REP,0.9625799999508194,0.0,350000.0,18356574.0,6111226.0,18706574.0,10579552.0,9353287.62,,,,O,U,
C00832980,ARIZONA'S BOLD ERA PAC (ABE PAC),OTHER,REP,1.0,0.0,0.0,1961882.0,0.0,1961882.0,1652446.82,980956.03,,,,O,U,
C00761577,FAMILY FIRST COALITION PAC,OTHER,REP,1.0,0.0,0.0,1160.0,0.0,1160.0,5000.0,584.4,,,,O,U,
C00833228,PROJECT 72 WI PAC,OTHER,REP,1.0,0.0,0.0,842000.0,2855000.0,842000.0,3550325.93,421000.0,,,,O,U,
C00833418,SHE SPEAKS FOR ME,OTHER,DEM,1.0,0.0,2985334.0,0.0,0.0,2985334.0,1515000.0,1490167.0,,,,O,U,
C00833566,CONSTITUTIONAL CONSERVATIVES FUND,OTHER,REP,1.0,0.0,0.0,1365870.0,105000.0,1365870.0,1000813.8,682936.83,,,,O,U,
C00833749,AMERICAN EXCEPTIONALISM PAC,OTHER,REP,1.0,0.0,0.0,13108244.0,116816.0,13108244.0,8872226.96,6554190.89,,,,O,U,
C00834077,NEVER BACK DOWN INC.,OTHER,REP,1.0,0.0,0.0,80778912.0,12350000.0,80778912.0,145723168.71,37764477.49,,,,O,U,
C00884239,"WOMEN4US, INC.",OTHER,DEM,1.0,0.0,746282.0,0.0,0.0,746282.0,748868.45,373142.64,,,,O,U,
C00884395,MAKE A DIFFERENCE MN,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,227980.0,0.0,117169.36,108991.85,,,,O,U,
C00884817,TAT SUPER PAC,OTHER,BIPARTISAN,0.47344360989410045,0.0,813528.0,290726.0,0.0,1104254.0,593368.38,472660.62,,,,O,U,
C00885145,INSPIRE COLORADO,OTHER,REP,1.0,0.0,0.0,29900.0,0.0,29900.0,22400.0,14950.0,,,,O,U,
C00885285,FAITH OVER FALSE IDOLS PAC,OTHER,UNCLASSIFIED,0.0,0.0,0.0,0.0,0.0,0.0,142.0,107.0,,,,O,U,
C00885400,1959 PAC,OTHER,REP,1.0,0.0,0.0,1502150.0,0.0,1502150.0,754500.0,751075.0,,,,O,U,
C00762658,KEEP AMERICA AMERICA ACTION FUND,OTHER,BIPARTISAN,0.08464644329352077,0.0,256546.0,216504.0,0.0,473050.0,335070.0,222525.75,,,,O,U,
C00835942,DEFEND OHIO VALUES PAC,OTHER,REP,1.0,0.0,0.0,3894122.0,22201.0,3894122.0,2000000.0,1947061.8,,,,O,U,
C00835959,FAIRSHAKE,OTHER,BIPARTISAN,0.3162546121851132,0.0,50519446.0,26242976.0,90811210.0,76762422.0,260070709.37,40661820.61,,,,O,U,
C00835967,CONSERVATIVES FOR AMERICAN EXCELLENCE INC.,OTHER,REP,1.0,0.0,0.0,13585376.0,596008.0,13585376.0,10568973.31,7065745.17,,,,O,U,
C00836031,GREEN BERET POLITICAL ACTION COMMITTEE,OTHER,REP,1.0,0.0,0.0,65094.0,0.0,65094.0,98992.24,32547.03,,,,O,U,
C00836189,WORKING FOR AMERICA INC.,OTHER,REP,1.0,0.0,0.0,6992.0,25500.0,6992.0,217005.39,3496.8,,,,O,U,
C00836221,DEFEND AMERICAN JOBS,OTHER,REP,1.0,0.0,0.0,118135110.0,54550000.0,118135110.0,60325000.01,57809173.64,,,,O,U,
C00836338,CAMPAIGN FOR DEMOCRACY GROUP,OTHER,DEM,1.0,0.0,1721364.0,0.0,8790832.0,1721364.0,10123527.5,860683.58,,,,O,U,
C00836783,REAL LEADERSHIP FOR COLORADO,OTHER,BIPARTISAN,0.7330984599781141,0.0,10000.0,64934.0,112000.0,74934.0,355501.0,37467.72,,,,O,U,
C00836866,VOTERS DESERVE BETTER,OTHER,DEM,1.0,0.0,6960.0,0.0,0.0,6960.0,136569.0,3480.1,,,,O,U,
C00837138,DW PAC,OTHER,REP,1.0,0.0,0.0,32442.0,0.0,32442.0,450404.4,16222.43,,,,O,U,
C00837427,PROJECT RESCUE AMERICA,OTHER,DEM,1.0,0.0,17063304.0,0.0,0.0,17063304.0,10756358.4,8531652.32,,,,O,U,
C00837443,AMERICAN PACT,OTHER,REP,1.0,0.0,0.0,44094.0,0.0,44094.0,23950.0,21998.0,,,,O,U,
C00838169,REPUBLICAN LEADERSHIP FUND INC.,OTHER,BIPARTISAN,0.6,0.0,227490.0,909960.0,6284437.0,1137450.0,7408550.0,568725.0,,,,O,U,
C00838268,VIRGINIA NOW,OTHER,REP,1.0,0.0,0.0,937668.0,0.0,937668.0,475000.0,468834.5,,,,O,U,
C00885640,NEW HAMPSHIRE 1ST,OTHER,REP,1.0,0.0,0.0,120000.0,0.0,120000.0,75000.0,60000.0,,,,O,U,
C00885707,MAINSTREAM COLORADO FUND,OTHER,BIPARTISAN,0.5471192226264009,0.0,2657776.0,777998.0,100000.0,3435774.0,2079226.98,1717889.98,,,,O,U,
C00885715,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY.",OTHER,DEM,1.0,0.0,579204.0,0.0,215607.0,579204.0,331796.01,205271.67,,,,O,U,
C00885855,BILLBOARDS 47 SWING STATES,OTHER,REP,1.0,0.0,0.0,158784.0,0.0,158784.0,83392.73,79393.73,,,,O,U,
C00885947,VOTERS OF THESE 50 STATES OF AMERICA,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,4827559.0,0.0,10238679.13,1400000.0,,,,O,U,
C00886002,SUNSHINE PAC,OTHER,REP,1.0,0.0,0.0,716134.0,0.0,716134.0,400000.0,358067.0,,,,O,U,
C00886093,FOR MICHIGAN ACTION FUND,OTHER,DEM,1.0,0.0,1733438.0,0.0,0.0,1733438.0,2475444.87,866737.39,,,,O,U,
C00886242,MUST WIN. CAN WIN.,OTHER,REP,1.0,0.0,0.0,42000.0,0.0,42000.0,39255.11,21000.0,,,,O,U,
C00886317,ASIANS MAKING AMERICA GREAT AGAIN,OTHER,REP,1.0,0.0,0.0,86506.0,0.0,86506.0,97570.51,43253.29,,,,O,U,
C00886382,FORCE FOR GOOD,HOU,REP,1.0,0.0,0.0,51082.0,0.0,51082.0,25700.26,25541.36,,,,O,U,
C00886515,LAST STAND POLITICAL ACTION COMMITTEE,OTHER,DEM,1.0,0.0,199484.0,0.0,0.0,199484.0,105038.75,99742.83,,,,O,U,
C00886614,YOUR COMMUNITY PAC,OTHER,BIPARTISAN,0.7156713671451487,0.0,32791294.0,5434318.0,10000.0,38225612.0,21363428.8,19033256.97,,,,O,U,
C00886747,RESTORING LIBERTY PAC,OTHER,REP,1.0,0.0,0.0,48234.0,63848.0,48234.0,60001.0,56042.12,,,,O,U,
C00886804,FRECKA PAC,OTHER,REP,1.0,0.0,0.0,921400.0,75000.0,921400.0,2000000.0,460700.0,,,,O,U,
C00886846,POINT OF FRICTION,OTHER,DEM,1.0,0.0,28098.0,0.0,0.0,28098.0,87686.35,14049.33,,,,O,U,
C00886929,SAFER NM COMMUNITIES,OTHER,BIPARTISAN,0.3284466729763655,0.0,197908.0,100046.0,0.0,297954.0,178150.01,148988.7,,,,O,U,
C00763870,CAREER EDUCATION PAC,OTHER,REP,1.0,0.0,0.0,599236.0,0.0,599236.0,271750.0,299622.22,,,,O,U,
C00847236,DUTY FIRST NEVADA PAC,OTHER,REP,1.0,0.0,0.0,2507344.0,105154.0,2507344.0,2647252.64,1287062.41,,,,O,U,
C00847574,TO FORM A MORE PERFECT UNION,OTHER,REP,1.0,0.0,0.0,76000.0,0.0,76000.0,40000.0,38000.0,,,,O,U,
C00848440,PROTECT PROGRESS,OTHER,DEM,1.0,0.0,69074492.0,0.0,31735000.0,69074492.0,38036003.06,34535912.31,,,,O,U,
C00870030,MARYLAND'S FUTURE,OTHER,DEM,0.9734971828129361,0.0,53313460.0,715966.0,0.0,54029426.0,30638186.03,27014740.16,,,,O,U,
C00870295,AMERICANS FIRST,OTHER,REP,1.0,0.0,0.0,19208.0,0.0,19208.0,11730.0,9606.33,,,,O,U,
C00870311,LISTEN TO US,OTHER,BIPARTISAN,0.7036644968295098,0.0,1293940.0,225068.0,270000.0,1519008.0,992324.04,607734.79,,,,O,U,
C00870592,FIX WASHINGTON PAC,OTHER,DEM,0.8971408476114596,0.0,31483428.0,1706968.0,200000.0,33190396.0,17304980.58,16581630.12,,,,O,U,
C00870642,AMERICA FIRST PRIORITIES PAC,OTHER,REP,1.0,0.0,0.0,43820.0,0.0,43820.0,27000.0,21910.0,,,,O,U,
C00870717,COMMON SENSE ALABAMA,OTHER,REP,1.0,0.0,0.0,134000.0,0.0,134000.0,82400.0,67001.35,,,,O,U,
C00870766,OHIO TRUTH PAC,OTHER,REP,1.0,0.0,0.0,746730.0,1150000.0,746730.0,828793.25,373365.0,,,,O,U,
