CMTE_ID,CMTE_NM,OFFICE_SEGMENT,PTY_GROUP,IMBALANCE_SCORE,GRIDLOCK_PROPENSITY,TOTAL_DEM_DISB,TOTAL_REP_DISB,TOTAL_OTHER_DISB,TOTAL_PARTISAN_DISB,TTL_RECEIPTS,TTL_DISBURSEMENTS,IND_EXPEND,TTL_CONTRIB_TO_OTHER_CMTE,PTY_COORD_EXPEND,CMTE_TP,CMTE_DSGN,CVG_END_DT
C00514125,THE AMERICAN FOUNDATIONS COMMITTEE,OTHER,REP,1.0,0.0,0.0,4788674.0,20000.0,4788674.0,2587500.0,2394348.85,,,,O,U,
C00519363,NATIONAL HORIZON,OTHER,DEM,1.0,0.0,2000000.0,0.0,500000.0,2000000.0,1600000.0,950000.0,,,,O,U,
C00521013,FLORIDA FREEDOM PAC,OTHER,BIPARTISAN,0.6061063065761564,0.0,461134.0,113092.0,50000.0,574226.0,167931.58,287122.91,,,,O,U,
C00521211,SPIRIT OF DEMOCRACY AMERICA,OTHER,REP,1.0,0.0,0.0,12000.0,0.0,12000.0,21500.0,6000.0,,,,O,U,
C00523241,SPECIAL OPERATIONS FOR AMERICA,OTHER,REP,1.0,0.0,0.0,1252766.0,125000.0,1252766.0,5149297.31,676383.0,,,,O,U,
C00523498,COURAGE CALIFORNIA SUPER PAC,OTHER,DEM,0.9975332328354118,0.0,29152.0,36.0,26308.0,29188.0,48883.0,11190.04,,,,O,U,
C00523621,UNITED WE CAN,OTHER,DEM,0.9204702586457836,0.0,5442968.0,225402.0,1934250.0,5668370.0,4136976.78,2466643.07,,,,O,U,
C00524181,SENATE CONSERVATIVES ACTION,OTHER,REP,1.0,0.0,0.0,2173136.0,250000.0,2173136.0,2338825.88,1086612.37,,,,O,U,
C00527226,WE VOTE - NOSOTROS VOTAMOS - PPAMM COMMITTEE,OTHER,DEM,1.0,0.0,28.0,0.0,15172.0,28.0,536700.65,27.31,,,,O,U,
C00528554,RJC VICTORY FUND,OTHER,BIPARTISAN,0.7377533911859646,0.0,22689992.0,3424176.0,3491058.0,26114168.0,17018627.15,13344390.75,,,,O,U,
C00528901,HOMETOWN FREEDOM ACTION NETWORK,OTHER,REP,1.0,0.0,0.0,91914.0,12000.0,91914.0,250269.73,45961.64,,,,O,U,
C00530766,WOMEN SPEAK OUT PAC,OTHER,BIPARTISAN,0.5045235978474534,0.0,10536260.0,3469848.0,6308.0,14006108.0,11938802.4,7003104.0,,,,O,U,
C00531624,LOCAL VOICES,OTHER,DEM,1.0,0.0,1613344.0,0.0,0.0,1613344.0,957560.23,761674.76,,,,O,U,
C00531814,ENVIRONMENT AMERICA ACTION FUND,OTHER,BIPARTISAN,0.7194074912727616,0.0,18224.0,2974.0,0.0,21198.0,4372397.1,10609.13,,,,O,U,
C00532630,OUR AMERICAN CENTURY,OTHER,BIPARTISAN,0.4774011299435028,0.0,1046000.0,370000.0,394500.0,1416000.0,1527775.0,905250.0,,,,O,U,
C00540203,DEFENDING MAIN STREET SUPERPAC INC.,OTHER,BIPARTISAN,0.23627957499748325,0.0,4973596.0,3072474.0,2358980.0,8046070.0,4610383.61,4505033.15,,,,O,U,
C00540898,TEA PARTY PATRIOTS CITIZENS FUND,OTHER,REP,1.0,0.0,0.0,1231140.0,0.0,1231140.0,2018450.5,615578.62,,,,O,U,
C00544551,HEARTLAND RESURGENCE,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,4280998.0,0.0,2711050.0,2140500.03,,,,O,U,
C00556274,USW WORKS,OTHER,DEM,1.0,0.0,107132.0,0.0,2110000.0,107132.0,1790647.39,53583.18,,,,O,B,
C00556860,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC,OTHER,BIPARTISAN,0.20789007756777128,0.0,1743468.0,2658618.0,52037.0,4402086.0,2769047.53,2095839.67,,,,O,U,
C00559906,AMERICAS PAC,OTHER,BIPARTISAN,0.6710141305757569,0.0,4225968.0,832000.0,0.0,5057968.0,4016849.01,2528984.5,,,,O,U,
C00567396,CHANGE CAMPAIGN SUPER PAC,OTHER,DEM,1.0,0.0,40000.0,0.0,0.0,40000.0,21933.72,20000.0,,,,O,U,
C00568444,CENTER FORWARD COMMITTEE,OTHER,DEM,1.0,0.0,1700000.0,0.0,0.0,1700000.0,999528.56,850000.0,,,,O,B,
C00568931,MI PLANNED PARENTHOOD VOTES,OTHER,BIPARTISAN,0.14924243364314344,0.0,926140.0,685600.0,0.0,1611740.0,813761.31,798283.66,,,,O,U,
C00568964,LIUNA BUILDING AMERICA,OTHER,BIPARTISAN,0.6,0.0,320000.0,80000.0,5117659.0,400000.0,5445839.66,200000.0,,,,O,U,
C00571588,RESTORATION PAC,OTHER,DEM,0.9469498832902362,0.0,83718514.0,2281146.0,39922549.0,85999660.0,91002654.71,42999847.59,,,,O,U,
C00573733,SECURITY IS STRENGTH PAC,OTHER,REP,1.0,0.0,0.0,227380.0,0.0,227380.0,736048.8,113690.75,,,,O,U,
C00574749,CONSERVATIVES FOR EFFECTIVE GOVERNMENT,OTHER,REP,1.0,0.0,0.0,2636588.0,0.0,2636588.0,1375992.72,1318294.55,,,,O,U,
C00587022,COURAGEOUS CONSERVATIVES PAC,OTHER,REP,1.0,0.0,0.0,326100.0,350823.0,326100.0,268853.68,228736.51,,,,O,U,
C00592303,OREGON RIGHT TO LIFE VICTORY PAC,OTHER,BIPARTISAN,0.06036043125836153,0.0,13474.0,11940.0,22568.0,25414.0,184229.13,32556.3,,,,O,U,
C00594507,MIDDLE CLASS VALUES PAC,OTHER,DEM,1.0,0.0,47976.0,0.0,0.0,47976.0,25010.0,23988.24,,,,O,U,
C00609388,BLACKPAC,OTHER,DEM,0.9508514520840571,0.0,57403168.0,1446180.0,5833338.0,58849348.0,34730788.88,29393201.45,,,,O,U,
C00612820,COMMUNITY CHANGE VOTERS,OTHER,DEM,0.9220338684280814,0.0,5015680.0,203458.0,340000.0,5219138.0,4592032.71,2562576.47,,,,O,U,
C00620971,FOR OUR FUTURE,OTHER,DEM,0.9188831949119848,0.0,22178120.0,937534.0,1086258.0,23115654.0,12401852.71,11308766.16,,,,O,U,
C00621755,PEOPLE AND POLITICS,OTHER,REP,1.0,0.0,0.0,1000.0,0.0,1000.0,2106.17,500.0,,,,O,U,
C00625137,CITZENS FOR AMERICAN ENERGY FEDERAL PAC,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,27500.0,0.0,25000.0,20000.0,,,,O,U,
C00626036,GRASSROOTS NORTH SHORE,OTHER,DEM,1.0,0.0,8396.0,0.0,1100.0,8396.0,9545.49,1496.42,,,,O,U,
C00627141,UNITED FOR PROGRESS PAC,OTHER,DEM,1.0,0.0,648.0,0.0,0.0,648.0,156802.06,324.0,,,,O,U,
C00628115,MISSOURI RIGHT TO LIFE VICTORY FUND,OTHER,REP,1.0,0.0,0.0,18784.0,0.0,18784.0,905.61,9392.0,,,,O,U,
C00629477,ULTRAVIOLET PAC,OTHER,DEM,1.0,0.0,245802.0,0.0,0.0,245802.0,135720.81,98901.28,,,,O,U,
C00631549,FORWARD MAJORITY ACTION,OTHER,DEM,1.0,0.0,3527230.0,0.0,1075000.0,3527230.0,38140024.31,1763615.0,,,,O,U,
C00631903,PA VALUES,OTHER,REP,1.0,0.0,0.0,96000.0,0.0,96000.0,325580.2,48000.0,,,,O,U,
C00634261,DEFEND US PAC,OTHER,DEM,1.0,0.0,2402000.0,0.0,7000.0,2402000.0,1617187.6,1201000.0,,,,O,U,
C00637041,FUND FOR A WORKING CONGRESS,OTHER,DEM,1.0,0.0,70000.0,0.0,0.0,70000.0,225000.0,35000.0,,,,O,U,
C00638528,LOUISIANA LEGACY PAC,OTHER,REP,1.0,0.0,0.0,44780.0,25000.0,44780.0,1303204.62,22390.0,,,,O,U,
C00639708,ASSOCIATION FOR FIREFIGHTERS PAC DBA ASSOCIATION FOR FIREFIGHTERS,OTHER,REP,1.0,0.0,0.0,8176.0,0.0,8176.0,26602.87,4088.0,,,,O,U,
C00640300,ACTIVATE AMERICA,OTHER,BIPARTISAN,0.6565708772655227,0.0,192308.0,39868.0,6255.0,232176.0,1523364.84,110841.62,,,,O,U,
C00650432,"DEMOCRATS WORK FOR AMERICA, INC",OTHER,DEM,1.0,0.0,17874.0,0.0,0.0,17874.0,55800.67,10578.09,,,,O,U,
C00657866,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,OTHER,REP,0.9781676525608961,0.0,200000.0,18121438.0,1400000.0,18321438.0,19599051.34,9160728.55,,,,O,U,
C00659219,AMERICAN JOBS AND GROWTH PAC,OTHER,BIPARTISAN,0.45377034658398846,0.0,98660.0,262580.0,18000.0,361240.0,1536588.85,156604.25,,,,O,U,
C00671685,AUTISM HEAR US NOW PAC,OTHER,BIPARTISAN,0.006467753209962842,0.0,273568.0,270052.0,0.0,543620.0,889600.01,233807.33,,,,O,U,
C00672139,CONSERVATION OHIO,OTHER,DEM,1.0,0.0,5724.0,0.0,317232.0,5724.0,330249.77,313301.73,,,,O,U,
C00675397,A STRONGER TEXAS FUND,OTHER,DEM,1.0,0.0,4768.0,0.0,0.0,4768.0,0.0,2384.0,,,,O,U,
C00675447,NEW MEXICO STRONG FUND,OTHER,DEM,1.0,0.0,1400.0,0.0,0.0,1400.0,0.0,700.0,,,,O,U,
C00679316,COMMITTEE TO BUILD THE ECONOMY,OTHER,DEM,1.0,0.0,97746.0,0.0,0.0,97746.0,0.0,48879.02,,,,O,U,
C00681478,FIRST FOR AMERICA,OTHER,REP,1.0,0.0,0.0,528000.0,0.0,528000.0,270000.0,264000.0,,,,O,U,
C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),OTHER,BIPARTISAN,0.18785145253881075,0.0,1052396.0,719536.0,191364.0,1771932.0,826000.12,865721.68,,,,O,U,
C00685982,UNITED VETERANS ALLIANCE OF AMERICA PAC,OTHER,BIPARTISAN,0.001952933325482345,0.0,203398.0,204194.0,0.0,407592.0,700994.88,174828.46,,,,O,U,
C00687327,AMERICAN FREEDOM AND OPPORTUNITY PAC,OTHER,REP,1.0,0.0,0.0,3000.0,0.0,3000.0,6000.0,1500.0,,,,O,U,
C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,OTHER,DEM,1.0,0.0,4394.0,0.0,266955.0,4394.0,952665.69,1841.84,,,,O,U,
C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,OTHER,DEM,1.0,0.0,6894.0,0.0,132500.0,6894.0,533083.31,251.89,,,,O,U,
C00688580,TERM LIMITS ACTION,OTHER,BIPARTISAN,0.24555566723623815,0.0,450358.0,743522.0,0.0,1193880.0,1118847.79,589941.0,,,,O,U,
C00688655,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),OTHER,BIPARTISAN,0.15548824981736384,0.0,8003008.0,10949974.0,839214.0,18952982.0,23210400.63,9298927.91,,,,O,U,
C00689745,MAKE THE ROAD ACTION INDEPENDENT EXPENDITURE COMMITTEE,OTHER,DEM,1.0,0.0,2011518.0,0.0,75000.0,2011518.0,767391.27,440775.53,,,,O,U,
C00690776,MICHIGAN LIBERATION ACTION FUND,OTHER,DEM,1.0,0.0,13516.0,0.0,16862.0,13516.0,119885.0,15192.51,,,,O,U,
C00692129,TEA PARTY PAC,OTHER,REP,1.0,0.0,0.0,4782.0,0.0,4782.0,134135.07,2322.21,,,,O,U,
C00696112,PROTECT AMERICAN VALUES PAC,OTHER,REP,1.0,0.0,0.0,13000.0,0.0,13000.0,18382.8,6500.0,,,,O,U,
C00701888,UNITE THE COUNTRY,OTHER,DEM,0.8984549046900212,0.0,7665230.0,410000.0,2245000.0,8075230.0,7045395.35,3797221.39,,,,O,U,
C00703827,DELIVERING WISCONSIN,OTHER,REP,1.0,0.0,0.0,6404.0,0.0,6404.0,3475.0,3202.75,,,,O,U,
C00710160,AMERICAN ALLIANCE FOR DISABLED CHILDREN PAC,OTHER,REP,1.0,0.0,0.0,100000.0,0.0,100000.0,3462681.74,50000.0,,,,O,U,
C00710178,HONORING AMERICAN LAW ENFORCEMENT PAC,OTHER,BIPARTISAN,0.7209302325581395,0.0,24000.0,148000.0,0.0,172000.0,1759210.66,86000.0,,,,O,U,
C00717710,JUST GOOD GOVERNMENT PAC,OTHER,DEM,1.0,0.0,18324.0,0.0,0.0,18324.0,36500.0,9162.73,,,,O,U,
C00720540,STAND AMERICA PAC,OTHER,REP,1.0,0.0,0.0,103524.0,0.0,103524.0,97397.24,51764.97,,,,O,U,
C00720649,REFORM LEADERS PAC,OTHER,REP,0.9952306116545087,0.0,2440.0,1020752.0,2128.0,1023192.0,60399.88,512676.8,,,,O,U,
C00722025,SEAL PAC USA,OTHER,REP,1.0,0.0,0.0,311500.0,2500.0,311500.0,411830.0,155750.0,,,,O,U,
C00728386,DEFEATING COMMUNISM PAC,HOU,REP,1.0,0.0,0.0,58832.0,42000.0,58832.0,148064.29,29416.21,,,,O,U,
C00733915,MICHIGAN PEOPLES CHOICE,OTHER,DEM,1.0,0.0,822486.0,0.0,0.0,822486.0,273414.0,411247.69,,,,O,U,
C00738674,REPRODUCTIVE FREEDOM FOR ALL FREEDOM FUND,OTHER,BIPARTISAN,0.2530023034040861,0.0,3340028.0,1991212.0,82656.0,5331240.0,2762180.0,2638037.61,,,,O,U,
C00738732,CLEAN WAVE,OTHER,DEM,1.0,0.0,494226.0,0.0,64419.0,494226.0,301362.0,184550.56,,,,O,U,
C00739771,UNITE TO WIN,OTHER,DEM,1.0,0.0,644220.0,0.0,140000.0,644220.0,358500.0,322115.22,,,,O,U,
C00740217,OHIO REPUBLICAN PAC,OTHER,NON_PARTISAN,0.0,0.0,0.0,0.0,529.0,0.0,17400.0,531.06,,,,O,P,
C00740225,NRDC ACTION VOTES,OTHER,REP,1.0,0.0,0.0,8589672.0,240000.0,8589672.0,5005267.79,4404837.76,,,,O,U,
C00742635,GUN RIGHTS AMERICA,OTHER,BIPARTISAN,0.1983263095425897,0.0,106718.0,159520.0,26710.0,266238.0,168659.36,119912.59,,,,O,U,
C00744185,NUESTRO PAC,OTHER,DEM,1.0,0.0,918016.0,0.0,40000.0,918016.0,493457.51,326389.3,,,,O,U,
C00745745,IN UNION USA,OTHER,BIPARTISAN,0.12137471107193006,0.0,2227298.0,1745144.0,151286.0,3972442.0,6890000.0,2061874.95,,,,O,U,
C00747097,JUST THE TRUTH POLITICAL ACTION COMMITTEE,OTHER,REP,0.9899355877616747,0.0,6250.0,1235750.0,0.0,1242000.0,662030.0,621000.0,,,,O,U,
C00747121,RED SENATE,OTHER,BIPARTISAN,0.2839148579033447,0.0,4265074.0,2378784.0,98396.0,6643858.0,3761224.37,2881703.92,,,,O,U,
C00748301,BLOC PAC,OTHER,DEM,1.0,0.0,153156.0,0.0,0.0,153156.0,67607.76,76580.01,,,,O,U,
C00748475,CONSERVATIVE OUTSIDER PAC INC,OTHER,REP,1.0,0.0,0.0,6052788.0,4260282.0,6052788.0,5259175.0,5156563.81,,,,O,U,
C00748582,REALLY AMERICAN PAC,OTHER,REP,1.0,0.0,0.0,43000.0,0.0,43000.0,198834.59,21500.0,,,,O,U,
C00750182,"OPPORTUNITY MATTERS FUND, INC.",OTHER,REP,1.0,0.0,0.0,2095534.0,10000000.0,2095534.0,178098.28,1047773.7,,,,O,U,
